object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
entry	Brombeere	0	
orth	Brombeere	deu	
foreign	ronce	fra	
entry	Brommetal	0	
orth	Brommetal	deu	
foreign	bromure	fra	
entry	Bronchien	0	
orth	Bronchien	deu	
foreign	bronches	fra	
entry	Bruch	0	
orth	Bruch	deu	
foreign	fracture	fra	
foreign	hernie	fra	
entry	Brucharzt	0	
orth	Brucharzt	deu	
foreign	chirurgien herniaire	fra	
entry	Bruchband	0	
orth	Bruchband	deu	
foreign	brayer	fra	
entry	Bruchkraut	0	
orth	Bruchkraut	deu	
foreign	herniole	fra	
entry	Bruchsack	0	
orth	Bruchsack	deu	
foreign	sac herniaire	fra	
entry	Bruchschnitt	0	
orth	Bruchschnitt	deu	
foreign	kélotomie	fra	
entry	Bruchstück	0	
orth	Bruchstück	deu	
foreign	fragment	fra	
entry	Bruchwassersucht	0	
orth	Bruchwassersucht	deu	
foreign	ascite	fra	
entry	Brücke	0	
orth	Brücke	deu	
foreign	pont	fra	
entry	Brunnenkur	0	
orth	Brunnenkur	deu	
entry	Brunst	0	
orth	Brunst	deu	
foreign	chaleur	fra	
foreign	rut	fra	
entry	Brunstschleim	0	
orth	Brunstschleim	deu	
foreign	hippomane	fra	
entry	Brust	0	
orth	Brust	deu	
foreign	poitrine	fra	
entry	Brustader	0	
orth	Brustader	deu	
foreign	veine mammaire	fra	
entry	Brustbeere	0	
orth	Brustbeere	deu	
foreign	jujube	fra	
foreign	sebeste	fra	
entry	Brustbein	0	
orth	Brustbein	deu	
foreign	sternum	fra	
entry	Brustbeinschildmuskel	0	
orth	Brustbeinschildmuskel	deu	
foreign	muscle sterno-thyroïdien	fra	
entry	Brustbeinschmerz	0	
orth	Brustbeinschmerz	deu	
foreign	sternalgie	fra	
entry	Brustbeinwarzenmuskel	0	
orth	Brustbeinwarzenmuskel	deu	
foreign	muscle sterno-mastoïdien	fra	
entry	Brustbeinzungenbeinmuskel	0	
orth	Brustbeinzungenbeinmuskel	deu	
foreign	muscle sterno-hyoïdien	fra	
entry	Brustbeinzungenmuskel	0	
orth	Brustbeinzungenmuskel	deu	
foreign	muscle sterno-glosse	fra	
entry	Brustbräune	0	
orth	Brustbräune	deu	
foreign	angine de poitrine	fra	
entry	Brustdrüse	0	
orth	Brustdrüse	deu	
foreign	thymus	fra	
foreign	glande mammaire	fra	
entry	Brustentzündung	0	
orth	Brustentzündung	deu	
foreign	inflammation de poitrine	fra	
entry	Brustfell	0	
orth	Brustfell	deu	
foreign	plèvre	fra	
entry	Brustfellbruch	0	
orth	Brustfellbruch	deu	
foreign	pleurocèle	fra	
entry	Brustfieber	0	
orth	Brustfieber	deu	
foreign	fièvre asthmatique	fra	
foreign	péricardite	fra	
foreign	cardite	fra	
entry	Brustgang	0	
orth	Brustgang	deu	
foreign	canal thoracique	fra	
entry	Brustgefässe	0	
orth	Brustgefässe	deu	
foreign	vaisseaux thoraciques	fra	
entry	Brustgeschwür	0	
orth	Brustgeschwür	deu	
foreign	empyème	fra	
entry	Brusthöhle	0	
orth	Brusthöhle	deu	
foreign	cavité thoracique	fra	
entry	Brustknoten	0	
orth	Brustknoten	deu	
foreign	ganglion thoracique	fra	
entry	Brustkrankheit	0	
orth	Brustkrankheit	deu	
foreign	maladie de poitrine	fra	
entry	Brustmuskel	0	
orth	Brustmuskel	deu	
foreign	muscle pectoral	fra	
entry	Brustnerv	0	
orth	Brustnerv	deu	
foreign	nerf thoracique	fra	
entry	Brustschild	0	
orth	Brustschild	deu	
foreign	plastron	fra	
entry	Brustschlagader	0	
orth	Brustschlagader	deu	
foreign	artère mammaire	fra	
entry	Brustschnupfen	0	
orth	Brustschnupfen	deu	
foreign	rhume de poitrine	fra	
entry	Bruststimme	0	
orth	Bruststimme	deu	
foreign	pectoriloquie	fra	
entry	Brustwarze	0	
orth	Brustwarze	deu	
foreign	mamelon	fra	
entry	Brustwassersucht	0	
orth	Brustwassersucht	deu	
foreign	hydrothorax	fra	
entry	Brüten	0	
orth	Brüten	deu	
foreign	incubation	fra	
entry	Brutkorn	0	
orth	Brutkorn	deu	
foreign	gongyle	fra	
entry	Buche	0	
orth	Buche	deu	
foreign	hêtre	fra	
entry	Buchs	0	
orth	Buchs	deu	
foreign	buis	fra	
entry	Büchse	0	
orth	Büchse	deu	
foreign	urne	fra	
entry	Büchsenfrucht	0	
orth	Büchsenfrucht	deu	
foreign	pyxide	fra	
entry	Buckel	0	
orth	Buckel	deu	
foreign	gibbosité	fra	
entry	Bug	0	
orth	Bug	deu	
foreign	ars	fra	
entry	Bündel	0	
orth	Bündel	deu	
foreign	faisceau	fra	
foreign	fascicule	fra	
entry	Bündelförmig	0	
orth	Bündelförmig	deu	
foreign	fasciculé	fra	
entry	Bürste	0	
orth	Bürste	deu	
foreign	brosse	fra	
entry	Busch	0	
orth	Busch	deu	
foreign	feuillet	fra	
entry	Büschelchen	0	
orth	Büschelchen	deu	
foreign	houppe	fra	
entry	Büschelschimmel	0	
orth	Büschelschimmel	deu	
foreign	byssus	fra	
entry	Busen	0	
orth	Busen	deu	
foreign	sein	fra	
entry	Butter	0	
orth	Butter	deu	
foreign	beurre	fra	
entry	Butterfett	0	
orth	Butterfett	deu	
foreign	butyrine	fra	
entry	Buttermilch	0	
orth	Buttermilch	deu	
foreign	babeurre	fra	
entry	Buttersäure	0	
orth	Buttersäure	deu	
foreign	acide butyrique	fra	
entry	Butterstoff	0	
orth	Butterstoff	deu	
foreign	butyrine	fra	
entry	Campechenroth	0	
orth	Campechenroth	deu	
foreign	hématine	fra	
entry	Carthäuserpulver	0	
orth	Carthäuserpulver	deu	
foreign	kermès minéral	fra	
entry	Catamenien	0	
orth	Catamenien	deu	
foreign	menstrues	fra	
entry	Catarrh	0	
orth	Catarrh	deu	
foreign	catarrhe	fra	
entry	Catarrhalisch	0	
orth	Catarrhalisch	deu	
foreign	catarrhal	fra	
entry	Caustisch	0	
orth	Caustisch	deu	
foreign	caustique	fra	
entry	Chemie	0	
orth	Chemie	deu	
foreign	chimie	fra	
entry	Chinarinde	0	
orth	Chinarinde	deu	
foreign	quinquina	fra	
entry	Chinasäure	0	
orth	Chinasäure	deu	
foreign	acide quinique	fra	
entry	Chinawurzel	0	
orth	Chinawurzel	deu	
foreign	squine	fra	
entry	Chinine	0	
orth	Chinine	deu	
foreign	quinine	fra	
entry	Chirurg	0	
orth	Chirurg	deu	
foreign	chirurgien	fra	
entry	Chlor	0	
orth	Chlor	deu	
foreign	chlore	fra	
entry	Chlorwasserstofsauer	0	
orth	Chlorwasserstofsauer	deu	
foreign	hydrochlorique	fra	
entry	Cholsäure	0	
orth	Cholsäure	deu	
foreign	acide cholique	fra	
entry	Choroïdenfläche	0	
orth	Choroïdenfläche	deu	
foreign	tapis	fra	
entry	Chrom	0	
orth	Chrom	deu	
foreign	chrome	fra	
entry	Chronicität	0	
orth	Chronicität	deu	
foreign	chronicité	fra	
entry	Chronisch	0	
orth	Chronisch	deu	
foreign	chronique	fra	
entry	Citronensäure	0	
orth	Citronensäure	deu	
foreign	acide citrique	fra	
entry	Clavus	0	
orth	Clavus	deu	
foreign	seigle ergoté	fra	
foreign	clou hystérique	fra	
entry	Colophonium	0	
orth	Colophonium	deu	
foreign	colophane	fra	
entry	Concrement	0	
orth	Concrement	deu	
foreign	concrétion	fra	
entry	Copaivbalsam	0	
orth	Copaivbalsam	deu	
foreign	copahu	fra	
entry	Cur	0	
orth	Cur	deu	
foreign	cure	fra	
foreign	traitement	fra	
entry	Curmethode	0	
orth	Curmethode	deu	
foreign	médication	fra	
entry	Cyan	0	
orth	Cyan	deu	
foreign	cyanogène	fra	
entry	Cyanig	0	
orth	Cyanig	deu	
foreign	cyaneux	fra	
entry	Cypergras	0	
orth	Cypergras	deu	
foreign	souchet	fra	
entry	Damm	0	
orth	Damm	deu	
foreign	périnée	fra	
entry	Dammbruch	0	
orth	Dammbruch	deu	
foreign	rupture du périnée	fra	
entry	Dammhirsch	0	
orth	Dammhirsch	deu	
foreign	daim	fra	
entry	Dammschlagader	0	
orth	Dammschlagader	deu	
foreign	artère périnéale	fra	
entry	Dampf	0	
orth	Dampf	deu	
foreign	vapeurs	fra	
foreign	pousse	fra	
entry	Dampfbad	0	
orth	Dampfbad	deu	
foreign	bain de vapeur	fra	
entry	Dampfheilkunde	0	
orth	Dampfheilkunde	deu	
foreign	atmiatrique	fra	
entry	Dampfig	0	
orth	Dampfig	deu	
foreign	poussif	fra	
entry	Dampfmesser	0	
orth	Dampfmesser	deu	
foreign	atmomètre	fra	
entry	Darm	0	
orth	Darm	deu	
foreign	intestin	fra	
foreign	boyau	fra	
entry	Darmanhänge	0	
orth	Darmanhänge	deu	
entry	Darmbein	0	
orth	Darmbein	deu	
foreign	os iliaque	fra	
foreign	ilium	fra	
entry	Darmblutadern	0	
orth	Darmblutadern	deu	
foreign	veines intestinales	fra	
entry	Darmblutfluss	0	
orth	Darmblutfluss	deu	
foreign	entérorrhagie	fra	
entry	Darmbruch	0	
orth	Darmbruch	deu	
foreign	entéroeèle	fra	
entry	Darmdrüsen	0	
orth	Darmdrüsen	deu	
foreign	glandes intestinales	fra	
entry	Darmeinklemmung	0	
orth	Darmeinklemmung	deu	
foreign	étranglement intestinal	fra	
entry	Darmeinschiebung	0	
orth	Darmeinschiebung	deu	
foreign	intussusception	fra	
entry	Darmentzündung	0	
orth	Darmentzündung	deu	
foreign	entérite	fra	
entry	Darmfäule	0	
orth	Darmfäule	deu	
foreign	dysentérie	fra	
entry	Darmfell	0	
orth	Darmfell	deu	
entry	Darmfistel	0	
orth	Darmfistel	deu	
foreign	fistule intestinale	fra	
entry	Darmflüssigkeiten	0	
orth	Darmflüssigkeiten	deu	
entry	Darmgang	0	
orth	Darmgang	deu	
foreign	canal intestinal	fra	
entry	Darmgeschwür	0	
orth	Darmgeschwür	deu	
foreign	ulcère intestinal	fra	
entry	Darmgicht	0	
orth	Darmgicht	deu	
foreign	coliques intestinales	fra	
entry	Darmgrimmen	0	
orth	Darmgrimmen	deu	
foreign	tranchées	fra	
entry	Darmhöhle	0	
orth	Darmhöhle	deu	
foreign	cavité intestinale	fra	
entry	Darmkrampf	0	
orth	Darmkrampf	deu	
entry	Darmnaht	0	
orth	Darmnaht	deu	
foreign	entérorrhaphie	fra	
entry	Darmrohr	0	
orth	Darmrohr	deu	
foreign	tube intestinal	fra	
entry	Darmruhr	0	
orth	Darmruhr	deu	
foreign	dysentérie	fra	
foreign	lientérie	fra	
entry	Darmsaugadern	0	
orth	Darmsaugadern	deu	
entry	Darmschleim	0	
orth	Darmschleim	deu	
foreign	mucosité intestinale	fra	
entry	Darmschleimfluss	0	
orth	Darmschleimfluss	deu	
foreign	blennentérie	fra	
entry	Darmschnitt	0	
orth	Darmschnitt	deu	
foreign	entérotomie	fra	
entry	Darmstein	0	
orth	Darmstein	deu	
foreign	entérolithe	fra	
entry	DamverschlingungDarmverschlingung	0	
orth	Darmverschlingung	deu	
foreign	volvulus	fra	
entry	Darmverstopfung	0	
orth	Darmverstopfung	deu	
foreign	constipation	fra	
entry	Darmwürmer	0	
orth	Darmwürmer	deu	
foreign	vers intestinaux	fra	
entry	Darmzotten	0	
orth	Darmzotten	deu	
foreign	villosités intestinales	fra	
entry	Darre, Darrsucht	0	
orth	Darre	deu	
orth	Darrsucht	deu	
foreign	consomption	fra	
foreign	carreau	fra	
foreign	aridure	fra	
entry	Darrgrass	0	
orth	Darrgrass	deu	
foreign	houlque	fra	
entry	Dattel	0	
orth	Dattel	deu	
foreign	datte	fra	
entry	Dattelblume	0	
orth	Dattelblume	deu	
foreign	soldanelle	fra	
entry	Dauer	0	
orth	Dauer	deu	
foreign	continuité	fra	
entry	Daumen	0	
orth	Daumen	deu	
foreign	pouce	fra	
entry	Daumenbeuger	0	
orth	Daumenbeuger	deu	
foreign	antithénar	fra	
entry	Debilität	0	
orth	Debilität	deu	
foreign	débilité	fra	
entry	Deckblatt	0	
orth	Deckblatt	deu	
foreign	bractée	fra	
entry	Decke	0	
orth	Decke	deu	
foreign	enveloppe	fra	
foreign	tégument	fra	
entry	Deckel	0	
orth	Deckel	deu	
foreign	opercule	fra	
entry	Dehnbarkeit	0	
orth	Dehnbarkeit	deu	
foreign	ductilité	fra	
entry	Dehnen	0	
orth	Dehnen	deu	
foreign	pandiculation	fra	
entry	Delphin	0	
orth	Delphin	deu	
foreign	dauphin	fra	
entry	Delphinsäure	0	
orth	Delphinsäure	deu	
foreign	acide delphinique	fra	
entry	Destillirblase	0	
orth	Destillirblase	deu	
foreign	alambic	fra	
entry	Destillirkolben	0	
orth	Destillirkolben	deu	
foreign	cucurbite	fra	
entry	DestillirungDestillierung	0	
orth	Destillierung	deu	
foreign	distillation	fra	
entry	Diät	0	
orth	Diät	deu	
foreign	régime	fra	
entry	Diätetik	0	
orth	Diätetik	deu	
foreign	diététique (la)	fra	
entry	Dicht	0	
orth	Dicht	deu	
foreign	compacte	fra	
foreign	denSe	fra	
entry	Dichtigkeit	0	
orth	Dichtigkeit	deu	
foreign	densité	fra	
foreign	compacité	fra	
entry	Dichtigkeitsgrad	0	
orth	Dichtigkeitsgrad	deu	
foreign	consistance	fra	
entry	Dickblätterig 	0	
orth	Dickblätterig	deu	
foreign	pachyphylle	fra	
entry	Dickhäuter	0	
orth	Dickhäuter	deu	
foreign	pachydermes	fra	
pb	1742	1756	
entry	Digastrisch	0	
orth	Digastrisch	deu	
foreign	digastrique	fra	
entry	Digerirmaschine	0	
orth	Digerirmaschine	deu	
foreign	digesteur	fra	
entry	Digestiv	0	
orth	Digestiv	deu	
foreign	digestif	fra	
entry	Dill	0	
orth	Dill	deu	
foreign	aneth	fra	
entry	Ding	0	
orth	Ding	deu	
foreign	chose	fra	
entry	Distel	0	
orth	Distel	deu	
foreign	chardon	fra	
entry	Dolde	0	
orth	Dolde	deu	
foreign	ombelle	fra	
entry	Doldenförmig	0	
orth	Doldenförmig	deu	
foreign	ombellé	fra	
entry	Doldentraube	0	
orth	Doldentraube	deu	
foreign	corymbe	fra	
entry	Doppelglieder	0	
orth	Doppelglieder	deu	
foreign	rachitisme	fra	
entry	Doppelhäuptig	0	
orth	Doppelhäuptig	deu	
foreign	dicéphale	fra	
entry	Doppelmonstrum	0	
orth	Doppelmonstrum	deu	
foreign	hétéradelphe	fra	
entry	Doppelschlächtig	0	
orth	Doppelschlächtig	deu	
foreign	dicrote	fra	
entry	Doppeltsehen	0	
orth	Doppeltsehen	deu	
foreign	diplopie	fra	
entry	Dorn	0	
orth	Dorn	deu	
foreign	épine	fra	
entry	Dornfortsatz	0	
orth	Dornfortsatz	deu	
foreign	apophyse épineuse	fra	
entry	Dörren	0	
orth	Dörren	deu	
foreign	aréfaction	fra	
entry	Dose	0	
orth	Dose	deu	
foreign	dose	fra	
entry	Dosenlehre	0	
orth	Dosenlehre	deu	
foreign	posologie	fra	
entry	Dosten	0	
orth	Dosten	deu	
foreign	origan	fra	
entry	Dotter	0	
orth	Dotter	deu	
foreign	vitellus	fra	
entry	Dottergang	0	
orth	Dottergang	deu	
entry	Dotterhaut	0	
orth	Dotterhaut	deu	
entry	Drachenblut	0	
orth	Drachenblut	deu	
foreign	sang-dragon	fra	
entry	Drastisch	0	
orth	Drastisch	deu	
foreign	drastique	fra	
entry	Drehstock	0	
orth	Drehstock	deu	
foreign	tourniquet	fra	
entry	Dreiköpfig	0	
orth	Dreiköpfig	deu	
foreign	triceps	fra	
entry	Dreisalz	0	
orth	Dreisalz	deu	
foreign	trisel	fra	
entry	Dreispitzig	0	
orth	Dreispitzig	deu	
foreign	tricuspidé	fra	
entry	Dreitägiges Fieber	0	
orth	Dreitägiges Fieber	deu	
foreign	fièvre tierce	fra	
entry	Dreizählig	0	
orth	Dreizählig	deu	
foreign	terné	fra	
entry	Drohne	0	
orth	Drohne	deu	
foreign	bourdon	fra	
entry	Drossel	0	
orth	Drossel	deu	
foreign	gorge	fra	
entry	Drosselader	0	
orth	Drosselader	deu	
foreign	veine jugulaire	fra	
entry	Drosselbein	0	
orth	Drosselbein	deu	
foreign	clavicule	fra	
entry	Druck	0	
orth	Druck	deu	
foreign	compression	fra	
entry	Drüse	0	
orth	Drüse	deu	
foreign	glande	fra	
entry	Drüsenanschwellung	0	
orth	Drüsenanschwellung	deu	
entry	Drüsenartig	0	
orth	Drüsenartig	deu	
foreign	glandulaire	fra	
entry	Drüsenbeschreibung	0	
orth	Drüsenbeschreibung	deu	
foreign	adénologie	fra	
entry	Drüsenbeule	0	
orth	Drüsenbeule	deu	
foreign	bubon	fra	
entry	Drüsendarre	0	
orth	Drüsendarre	deu	
foreign	carreau	fra	
entry	Drüsenentzündung	0	
orth	Drüsenentzündung	deu	
foreign	adénite	fra	
entry	Drüsengeschwulst	0	
orth	Drüsengeschwulst	deu	
foreign	bubonocèle	fra	
foreign	bubon	fra	
entry	Drüsenhöhle	0	
orth	Drüsenhöhle	deu	
foreign	crypte	fra	
foreign	follicule	fra	
entry	Drüsicht, Drüsig	0	
orth	Drüsicht	deu	
orth	Drüsig	deu	
foreign	glanduleux	fra	
entry	Duftig	0	
orth	Duftig	deu	
entry	Dumpf	0	
orth	Dumpf	deu	
foreign	mat	fra	
entry	Dumpfer Schall	0	
orth	Dumpfer Schall	deu	
foreign	matité	fra	
entry	Dünger	0	
orth	Dünger	deu	
foreign	engrais	fra	
foreign	fumier	fra	
entry	Dünn	0	
orth	Dünn	deu	
foreign	ténu	fra	
foreign	grêle	fra	
entry	Dünnheit	0	
orth	Dünnheit	deu	
foreign	ténuité	fra	
entry	Dunstig	0	
orth	Dunstig	deu	
foreign	halitueux	fra	
entry	Dunstkreis	0	
orth	Dunstkreis	deu	
foreign	atmosphère	fra	
entry	Durchbohrend	0	
orth	Durchbohrend	deu	
foreign	térébrant	fra	
entry	Durchbohrung	0	
orth	Durchbohrung	deu	
foreign	perforation	fra	
foreign	térébration	fra	
entry	Durchdringbar	0	
orth	Durchdringbar	deu	
foreign	perméable	fra	
entry	Durchdringung	0	
orth	Durchdringung	deu	
foreign	pénétration	fra	
entry	Durchfall	0	
orth	Durchfall	deu	
foreign	diarrhée	fra	
entry	Durchfäule	0	
orth	Durchfäule	deu	
foreign	javart	fra	
entry	Durchlöchert	0	
orth	Durchlöchert	deu	
foreign	criblé	fra	
entry	Durchmesser	0	
orth	Durchmesser	deu	
foreign	diamètre	fra	
entry	Durchschneidung	0	
orth	Durchschneidung	deu	
foreign	débridement	fra	
entry	Durchschnittspunkt	0	
orth	Durchschnittspunkt	deu	
foreign	intersection	fra	
entry	Durchseihung	0	
orth	Durchseihung	deu	
foreign	colature	fra	
foreign	filtrage	fra	
entry	Durchsichtig	0	
orth	Durchsichtig	deu	
foreign	diaphane	fra	
foreign	transparent	fra	
entry	Durchsichtigkeit	0	
orth	Durchsichtigkeit	deu	
foreign	transparence	fra	
entry	Durchsieben	0	
orth	Durchsieben	deu	
foreign	cribration	fra	
entry	Durchsintern	0	
orth	Durchsintern	deu	
foreign	filtration	fra	
entry	Durchtränkung	0	
orth	Durchtränkung	deu	
foreign	imbibition	fra	
entry	Durchwachsen	0	
orth	Durchwachsen	deu	
foreign	perfolié	fra	
entry	Durchzug	0	
orth	Durchzug	deu	
foreign	sparadrap	fra	
entry	Dürr	0	
orth	Dürr	deu	
foreign	aride	fra	
entry	Dürrmade	0	
orth	Dürrmade	deu	
foreign	crinon	fra	
entry	Durst	0	
orth	Durst	deu	
foreign	soif	fra	
entry	Durstmangel	0	
orth	Durstmangel	deu	
foreign	adipsie	fra	
entry	Dynamik	0	
orth	Dynamik	deu	
foreign	dynamique	fra	
entry	Dynamisch	0	
orth	Dynamisch	deu	
foreign	dynamique	fra	
entry	Dynamometer	0	
orth	Dynamometer	deu	
foreign	dynamomètre	fra	
entry	Dyspnöe	0	
orth	Dyspnöe	deu	
foreign	dyspnée	fra	
entry	Eben	0	
orth	Eben	deu	
foreign	plan, plane	fra	
entry	Ebenmaass	0	
orth	Ebenmaass	deu	
foreign	proportion	fra	
foreign	rhythme	fra	
foreign	symétrie	fra	
entry	Ebenholz	0	
orth	Ebenholz	deu	
foreign	ébène	fra	
entry	Eber	0	
orth	Eber	deu	
foreign	verrat	fra	
entry	Eberwurzel	0	
orth	Eberwurzel	deu	
foreign	carline	fra	
entry	Eckig	0	
orth	Eckig	deu	
foreign	anguleux	fra	
entry	Effervescenz	0	
orth	Effervescenz	deu	
foreign	effervescence	fra	
entry	Egel	0	
orth	Egel	deu	
foreign	sangsue	fra	
foreign	douve	fra	
entry	Ehe	0	
orth	Ehe	deu	
foreign	mariage	fra	
entry	Ehelich	0	
orth	Ehelich	deu	
foreign	légitime	fra	
entry	Ehrenpreis	0	
orth	Ehrenpreis	deu	
foreign	véronique	fra	
entry	Ehrsüchtig	0	
orth	Ehrsüchtig	deu	
foreign	ambitieux	fra	
entry	Ei	0	
orth	Ei	deu	
foreign	œuf	fra	
entry	Eichen	0	
orth	Eichen	deu	
foreign	ovule	fra	
entry	Eidotter	0	
orth	Eidotter	deu	
foreign	vitellus	fra	
entry	Eidotterfett	0	
orth	Eidotterfett	deu	
foreign	lécythine	fra	
entry	Eierchen	0	
orth	Eierchen	deu	
foreign	ovule	fra	
entry	Eiergang	0	
orth	Eiergang	deu	
foreign	oviducte	fra	
entry	Eierlegend	0	
orth	Eierlegend	deu	
foreign	ovipare	fra	
entry	Eieröl	0	
orth	Eieröl	deu	
foreign	huile d’œuf	fra	
entry	Eierschwamm	0	
orth	Eierschwamm	deu	
foreign	chanterelle	fra	
entry	Eierstock	0	
orth	Eierstock	deu	
foreign	ovaire	fra	
entry	Eierstockentzündung	0	
orth	Eierstockentzündung	deu	
foreign	ovarite	fra	
entry	Eiförmig	0	
orth	Eiförmig	deu	
foreign	ovale	fra	
foreign	ové	fra	
entry	Eigelb	0	
orth	Eigelb	deu	
foreign	jaune d’œuf	fra	
entry	Eihülle	0	
orth	Eihülle	deu	
foreign	périone	fra	
entry	Eiwasser	0	
orth	Eiwasser	deu	
foreign	hydropérione	fra	
entry	Eiweiss	0	
orth	Eiweiss	deu	
foreign	blanc d’œuf	fra	
foreign	albumine	fra	
foreign	albumen	fra	
entry	Eiweissharnen	0	
orth	Eiweissharnen	deu	
foreign	albuminurie	fra	
entry	Eiweisskörper	0	
orth	Eiweisskörper	deu	
foreign	endosperme	fra	
entry	Eiweissstoff	0	
orth	Eiweissstoff	deu	
foreign	albumine	fra	
entry	Eibenbaum	0	
orth	Eibenbaum	deu	
foreign	if	fra	
entry	Eibisch	0	
orth	Eibisch	deu	
foreign	guimauve	fra	
entry	Eiche	0	
orth	Eiche	deu	
foreign	chêne	fra	
entry	Eichel	0	
orth	Eichel	deu	
foreign	gland	fra	
entry	Eichelförmig	0	
orth	Eichelförmig	deu	
foreign	glandiforme	fra	
entry	Eichelkäse	0	
orth	Eichelkäse	deu	
foreign	smegma	fra	
entry	Eicheltripper	0	
orth	Eicheltripper	deu	
foreign	balanite	fra	
entry	Eichelzucker	0	
orth	Eichelzucker	deu	
foreign	quercite	fra	
entry	Eigen	0	
orth	Eigen	deu	
foreign	propre	fra	
entry	Eigenschaft	0	
orth	Eigenschaft	deu	
foreign	propriété	fra	
entry	Einarten	0	
orth	Einarten	deu	
foreign	acclimater (s')	fra	
entry	Einäscherung	0	
orth	Einäscherung	deu	
foreign	incinération	fra	
entry	Einathmen	0	
orth	Einathmen	deu	
foreign	aspiration	fra	
foreign	inspiration	fra	
entry	Einathmung	0	
orth	Einathmung	deu	
foreign	inhalation	fra	
foreign	inspiration	fra	
entry	Einäugig	0	
orth	Einäugig	deu	
foreign	borgne	fra	
entry	Einäugigkeit	0	
orth	Einäugigkeit	deu	
foreign	monopsie	fra	
entry	Einblätterig	0	
orth	Einblätterig	deu	
foreign	monopétale	fra	
entry	Einbrüderig	0	
orth	Einbrüderig	deu	
foreign	monadelphe	fra	
entry	Einbrüderigkeit	0	
orth	Einbrüderigkeit	deu	
foreign	monadelphie	fra	
entry	Eindeutig	0	
orth	Eindeutig	deu	
foreign	univoque	fra	
entry	Einfach	0	
orth	Einfach	deu	
foreign	simple	fra	
entry	Einfingerig	0	
orth	Einfingerig	deu	
foreign	monodactyle	fra	
entry	Eingeschlechtig	0	
orth	Eingeschlechtig	deu	
foreign	unisexuel	fra	
entry	Einhäusig	0	
orth	Einhäusig	deu	
foreign	monoïque	fra	
entry	Einhorn	0	
orth	Einhorn	deu	
foreign	licorne	fra	
entry	Einhufig	0	
orth	Einhufig	deu	
foreign	solipède	fra	
entry	Einlappig	0	
orth	Einlappig	deu	
entry	EnmännerigEinmännerig	0	
orth	Einmännerig	deu	
foreign	monandre	fra	
entry	EinmännerigkreitEinmännerigkeit	0	
orth	Einmännerigkeit	deu	
foreign	monandrie	fra	
entry	Einsamig	0	
orth	Einsamig	deu	
foreign	monosperme	fra	
entry	Eintägig	0	
orth	Eintägig	deu	
foreign	éphémère	fra	
entry	EinbalsamirungEinbalsamierung	0	
orth	Einbalsamierung	deu	
foreign	embaumement	fra	
entry	Einbildung	0	
orth	Einbildung	deu	
foreign	imagination	fra	
entry	Einbildungskraft	0	
orth	Einbildungskraft	deu	
foreign	imagination	fra	
entry	Einblasen	0	
orth	Einblasen	deu	
foreign	insufflation	fra	
entry	Einblasung	0	
orth	Einblasung	deu	
foreign	insufflation	fra	
entry	Eindringen	0	
orth	Eindringen	deu	
foreign	pénétration	fra	
entry	Eindruck	0	
orth	Eindruck	deu	
foreign	impression	fra	
entry	Einfallend	0	
orth	Einfallend	deu	
foreign	incident	fra	
entry	Einfluss	0	
orth	Einfluss	deu	
foreign	influx	fra	
foreign	influence	fra	
entry	Einfressend	0	
orth	Einfressend	deu	
foreign	rongeant	fra	
entry	Einfügung	0	
orth	Einfügung	deu	
foreign	insertion	fra	
entry	Einführung	0	
orth	Einführung	deu	
foreign	intromission	fra	
entry	Eingeklemmt	0	
orth	Eingeklemmt	deu	
foreign	étranglé	fra	
entry	Eingemachtes	0	
orth	Eingemachtes	deu	
foreign	condit	fra	
entry	Eingedrückt	0	
orth	Eingedrückt	deu	
foreign	rétus	fra	
entry	Eingerollt	0	
orth	Eingerollt	deu	
foreign	involuté	fra	
entry	Eingeschlossen	0	
orth	Eingeschlossen	deu	
foreign	inclus	fra	
entry	Eingeschnitten	0	
orth	Eingeschnitten	deu	
foreign	dentelé	fra	
foreign	incisé	fra	
entry	Eingewachsen	0	
orth	Eingewachsen	deu	
foreign	incrusté	fra	
entry	Eingeweide	0	
orth	Eingeweide	deu	
foreign	entrailles	fra	
foreign	intestin	fra	
foreign	viscères	fra	
entry	Eingeweidewürmer	0	
orth	Eingeweidewürmer	deu	
foreign	helminthes	fra	
entry	Einhauchen	0	
orth	Einhauchen	deu	
foreign	insuffler	fra	
entry	Einheimisch	0	
orth	Einheimisch	deu	
foreign	indigène	fra	
entry	Einimpfung	0	
orth	Einimpfung	deu	
foreign	inoculation	fra	
entry	Einkeilen, sich	0	
orth	Einkeilen, sich	deu	
foreign	enclaver (s')	fra	
entry	Einkeilung	0	
orth	Einkeilung	deu	
foreign	enclavement	fra	
entry	Einklang	0	
orth	Einklang	deu	
foreign	harmonie	fra	
entry	Einklemmung	0	
orth	Einklemmung	deu	
foreign	étranglement	fra	
foreign	incarcération	fra	
entry	Einkochung	0	
orth	Einkochung	deu	
foreign	coction	fra	
entry	Einlenken, sich	0	
orth	Einlenken, sich	deu	
foreign	articuler (s')	fra	
entry	Einlenkung	0	
orth	Einlenkung	deu	
foreign	articulation	fra	
entry	Einmündung	0	
orth	Einmündung	deu	
foreign	abouchement	fra	
entry	Einpflanzen	0	
orth	Einpflanzen	deu	
foreign	implantation	fra	
entry	Einpuppen, sich	0	
