object			
volume	37019	Capuron	1806
orth	Séné de Seyde		
foreign	cassia acutifolia Lmk.	lat	
foreign	Cassia lanceoluta	lat	
entry	Séné d'ltalie	0	
orth	Séné d'ltalie		
foreign	cassia senna L.	lat	
entry	Sénevé, moutarde usuelle	0	
orth	Sénevé		
orth	moutarde usuelle		
foreign	sinapis nigra L.	lat	
entry	Serpentaire de Virginie	0	
orth	Serpentaire de Virginie		
foreign	aristolochia serpentaria L.	lat	
entry	Serpolet	0	
orth	Serpolet		
foreign	thymus serpillum L.	lat	
entry	Sermoiitaine, séséli de rnontagne, livèche	0	
orth	Sermoiitaine		
orth	séséli de rnontagne		
orth	livèche		
foreign	ligusticum levisticum L.	lat	
entry	Simarouba	0	
orth	Simarouba		
foreign	quassia simaruba L.	lat	
entry	Squine	0	
orth	Squine		
foreign	smilax China L.	lat	
entry	Stapnysaigre	0	
orth	Stapnysaigre		
foreign	delphinium staphysagria L.	lat	
entry	Stechas	0	
orth	Stechas		
foreign	lavandula stœchas L.	lat	
entry	Stramoine	0	
orth	Stramoine		
foreign	datura stramonium L.	lat	
entry	Styrax liquide	0	
orth	Styrax liquide		
foreign	liquidambar styracifiua L.	lat	
entry	Sucre	0	
orth	Sucre		
foreign	saccharum ofificinarum L.	lat	
entry	Sureau	0	
orth	Sureau		
foreign	sambucus nigra L.	lat	
entry	Tabac	0	
orth	Tabac		
foreign	nicotiana tabacum L.	lat	
entry	Tamarin	0	
orth	Tamarin		
foreign	tamarindus Indica L.	lat	
entry	Tanaisie	0	
orth	Tanaisie		
foreign	tanacetum vulgare L.	lat	
entry	Térébenthine de Copahu, baume de Copahu	0	
orth	Térébenthine de Copahu		
orth	baume de Copahu		
foreign	copaifera offixinalis L.	lat	
entry	Térébenthine de la Mecque, baume de la Mecque	0	
orth	Térébenthine de la Mecque		
orth	baume de la Mecque		
foreign	Vamyris opobalsamum L.	lat	
foreign	balsarnea meccanensis G.	lat	
entry	Térébenthine de mélèse, térébenthine de Venise	0	
orth	Térébenthine de mélèse		
orth	térébenthine de Venise		
foreign	piIIus larix L.	lat	
entry	Térébenthine de pistachier, Térébenthine de Chio	0	
orth	Térébenthine de pistachier		
orth	Térébenthine de Chio		
foreign	pistacia terebinthus L.	lat	
entry	Térébenthine de sapin, térébentine de Strasbourg, Térébenthine commune	0	
orth	Térébenthine de sapin		
orth	térébentine de Strasbourg		
orth	Térébenthine commune		
foreign	pinus picea L.	lat	
foreign	piIIus abies	lat	
foreign	pinus sylvestris L.	lat	
entry	Thé d’Europe	0	
orth	Thé d’Europe		
clique	Véronique		
entry	Thé bout, thé roux, thé vert, thé impérial	0	
orth	Thé bout		
orth	thé roux		
orth	thé vert		
orth	thé impérial		
foreign	thea bohca L.	lat	
entry	Thym	0	
orth	Thym		
foreign	tlr'jmus vulgarisVj	lat	
entry	Tilleul européen	0	
orth	Tilleul européen		
foreign	tilia curopœ L.	lat	
entry	Tormentille	0	
orth	Tormentille		
foreign	tormentilla erectx L.	lat	
entry	Tournesol bleu de Hollande	0	
orth	Tournesol bleu de Hollande		
foreign	croton tinctorium L.	lat	
entry	Trèfle d’eau	0	
orth	Trèfle d’eau		
foreign	menyanthes trifioliata L.	lat	
entry	Tue-chien	0	
orth	Tue-chien		
clique	Colchique		
entry	Tue mouches	0	
orth	Tue mouches		
foreign	agaticus muscarius Lin.	lat	
entry	Turbith	1	
orth	Turbith		
foreign	convolvulus turp etum L.	lat	
pb	467		
entry	Vanille	0	
orth	Vanille		
foreign	epidendrum vanilla L.	lat	
entry	Véronique	0	
orth	Véronique		
foreign	veronica officinalis L.	lat	
entry	Violette	0	
orth	Violette		
foreign	viola odorata L.	lat	
entry	AbEILLE	0	
orth	AbEILLE		
foreign	apis mellifica L.	lat	
entry	Anesse	0	
orth	Anesse		
foreign	equus asinus L.	lat	
entry	Baleine	0	
orth	Baleine		
foreign	balæaa mysticetus L.	lat	
entry	Bœuf	0	
orth	Bœuf		
foreign	bos triurus L.	lat	
entry	Brebis	0	
orth	Brebis		
foreign	oois aries L.	lat	
entry	Cachalot	0	
orth	Cachalot		
foreign	physeter rnacrocephalus L.	lat	
entry	Cantharides	0	
orth	Cantharides		
foreign	meloë vesiatorlus L.	lat	
foreign	Cuntharis vesicatoria	lat	
entry	Castor	0	
orth	Castor		
entry	Castoreum	0	
orth	Castoreum		
foreign	Castor fiber L.	lat	
entry	Cerf	0	
orth	Cerf		
foreign	eervus elaphusV	lat	
entry	Clièvre	0	
orth	Clièvre		
foreign	caprà hircus L.	lat	
entry	Civette	0	
orth	Civette		
foreign	vivera zibetha L.	lat	
entry	Cloportes	0	
orth	Cloportes		
foreign	oniscus asellus L.	lat	
entry	Cochenille	0	
orth	Cochenille		
foreign	coccus cactl cocdnelliferi L.	lat	
entry	Cochon, porc	0	
orth	Cochon		
orth	porc		
foreign	sus scrofa L.	lat	
entry	Corail rouge	0	
orth	Corail rouge		
foreign	isis nobilis L.	lat	
foreign	Corallium rubrum	lat	
entry	Coralline officinale	0	
orth	Coralline officinale		
foreign	corallina officinalis L.	lat	
entry	Cynips	0	
orth	Cynips		
foreign	cyuips quercusc	lat	
entry	Ecrevisse de rivière	0	
orth	Ecrevisse de rivière		
foreign	cancer astacus L.	lat	
entry	Fourmis	0	
orth	Fourmis		
foreign	formica rufa L.	lat	
entry	Eponge	0	
orth	Eponge		
foreign	spongia ofsicinalis L.	lat	
entry	Grenouille	0	
orth	Grenouille		
foreign	rana ternporaria L.	lat	
entry	Homme	0	
orth	Homme		
foreign	homo sapiens L.	lat	
pb	468		
entry	Huître	0	
orth	Huître		
foreign	ostrea edulis et maxima L.	lat	
entry	Ichtyocolle, collc de poisson	0	
orth	Ichtyocolle		
orth	collc de poisson		
foreign	acipensersturio L.	lat	
entry	Musc	0	
orth	Musc		
foreign	moschus moschiferus L.	lat	
entry	Poule domestique	0	
orth	Poule domestique		
foreign	phasianus gallus L.	lat	
entry	Sangsue	0	
orth	Sangsue		
foreign	liirudo medicinalis L.	lat	
entry	Scarabées	0	
orth	Scarabées		
foreign	meloe proscarabœusïa	lat	
foreign	testudo orbicularis L.	lat	
entry	Vipère	0	
orth	Vipère		
foreign	coluber vipera	lat	
pb	469		
entry	Achlys	0	
orth	Achlys		
entry	Aehores	0	
orth	Aehores		
entry	Acyisis	0	
orth	Acyisis		
entry	Adiapneustie	0	
orth	Adiapneustie		
entry	Adipsie	0	
orth	Adipsie		
entry	Adynamie	0	
orth	Adynamie		
entry	AEgilops, œilde bouc	0	
orth	AEgilops		
orth	œilde bouc		
entry	Agalaxie	0	
orth	Agalaxie		
entry	Agénésie	0	
orth	Agénésie		
entry	Ageustie	0	
orth	Ageustie		
entry	Aglactalion	0	
orth	Aglactalion		
entry	Agrypnie	0	
orth	Agrypnie		
entry	Alalie	0	
orth	Alalie		
entry	Alopécie	0	
orth	Alopécie		
foreign	gargaritilla	spa	
entry	Alplios	0	
orth	Alplios		
foreign	vitiligo	lat	
entry	Amaurose	0	
orth	Amaurose		
entry	Amblyopie	0	
orth	Amblyopie		
entry	Aménorrhée	0	
orth	Aménorrhée		
entry	Amygdalite	0	
orth	Amygdalite		
entry	Anacatharse	0	
orth	Anacatharse		
entry	Anasarque	0	
orth	Anasarque		
entry	Anémase, anémie	0	
orth	Anémase		
orth	anémie		
entry	Anchylobléphare	0	
orth	Anchylobléphare		
entry	Anchyloglosse	0	
orth	Anchyloglosse		
entry	Auchylomérisme	0	
orth	Auchylomérisme		
entry	Anchylops	0	
orth	Anchylops		
entry	Ancliylose	0	
orth	Ancliylose		
entry	A nesthésie	0	
orth	A nesthésie		
entry	Anévrysmc	0	
orth	Anévrysmc		
entry	Angine gutturale, pharyngée	0	
orth	Angine gutturale		
orth	pharyngée		
entry	Angine laryngée	0	
orth	Angine laryngée		
entry	Anosmie	0	
orth	Anosmie		
entry	Anthropophagie	0	
orth	Anthropophagie		
entry	Apoplexie	0	
orth	Apoplexie		
entry	Anorexie	0	
orth	Anorexie		
pb	470		
entry	Anthrax, anthracose	0	
orth	Anthrax		
orth	anthracose		
entry	Antipathie	0	
orth	Antipathie		
entry	Apepsie	0	
orth	Apepsie		
entry	Appelle	0	
orth	Appelle		
entry	Apocenose	0	
orth	Apocenose		
entry	Arachnoïdite	0	
orth	Arachnoïdite		
entry	Argema, argemon	0	
orth	Argema		
orth	argemon		
entry	Aridure	0	
orth	Aridure		
entry	Arthritis	0	
orth	Arthritis		
entry	Arthrocace	0	
orth	Arthrocace		
foreign	spina ventosa	lat	
entry	Arthrodinie	0	
orth	Arthrodinie		
entry	Arthronalgie	0	
orth	Arthronalgie		
entry	Arthropnose	0	
orth	Arthropnose		
entry	Ascite	0	
orth	Ascite		
entry	Aspermatisme	0	
orth	Aspermatisme		
entry	Asphyxie	0	
orth	Asphyxie		
entry	Asthénie	0	
orth	Asthénie		
entry	Asthme	0	
orth	Asthme		
entry	Ataxié	0	
orth	Ataxié		
entry	Àtechnie	0	
orth	Àtechnie		
entry	Atocie	0	
orth	Atocie		
entry	Atrétisme	0	
orth	Atrétisme		
entry	Azaphie	0	
orth	Azaphie		
entry	Bachie	0	
orth	Bachie		
entry	Baraquette	0	
orth	Baraquette		
entry	Baricoite	0	
orth	Baricoite		
entry	Béribéri des Indiens	0	
orth	Béribéri des Indiens		
entry	Berlue	0	
orth	Berlue		
entry	Berlue myode	0	
orth	Berlue myode		
entry	Blechropyre	0	
orth	Blechropyre		
entry	Blennorrhagie	0	
orth	Blennorrhagie		
entry	Blennorrbée	0	
orth	Blennorrbée		
entry	Blépharophthalmie	0	
orth	Blépharophthalmie		
entry	Blépharoptre	0	
orth	Blépharoptre		
entry	Botryon	0	
orth	Botryon		
entry	Boulimie	0	
orth	Boulimie		
entry	Bradypepsie	0	
orth	Bradypepsie		
entry	Bradyspermatisme	0	
orth	Bradyspermatisme		
entry	Bronchocèle	0	
orth	Bronchocèle		
entry	Bubon	0	
orth	Bubon		
entry	Buhonocèle	0	
orth	Buhonocèle		
entry	Cachexie	0	
orth	Cachexie		
entry	Cacochylie	0	
orth	Cacochylie		
entry	Cacochymie	0	
orth	Cacochymie		
entry	Cacophonie	0	
orth	Cacophonie		
entry	Cal, tyliome	0	
orth	Cal		
orth	tyliome		
entry	Canitie	0	
orth	Canitie		
entry	Capistre	0	
orth	Capistre		
entry	Carcinome	0	
orth	Carcinome		
pb	471		
entry	Cardialgie	0	
orth	Cardialgie		
entry	Carébarie	0	
orth	Carébarie		
entry	Carie, vermoulure	0	
orth	Carie		
orth	vermoulure		
foreign	spina ventosa	lat	
entry	Carus	0	
orth	Carus		
entry	Cataracte	0	
orth	Cataracte		
entry	Catarrhe de la vessie urinaire	0	
orth	Catarrhe de la vessie urinaire		
entry	Cataphore, cataphora	0	
orth	Cataphore		
orth	cataphora		
entry	Causus	0	
orth	Causus		
entry	Cauchemar	0	
orth	Cauchemar		
entry	Céphalalgie	0	
orth	Céphalalgie		
entry	Cephalée	0	
orth	Cephalée		
entry	Cératocele	0	
orth	Cératocele		
entry	Cercose	0	
orth	Cercose		
entry	Chémosis	0	
orth	Chémosis		
entry	Chlorose	0	
orth	Chlorose		
entry	Cholose	0	
orth	Cholose		
entry	Choree	0	
orth	Choree		
entry	Citta	0	
orth	Citta		
entry	Cillose	0	
orth	Cillose		
entry	Cirsocèle	0	
orth	Cirsocèle		
entry	Clonisme	0	
orth	Clonisme		
entry	Clou	0	
orth	Clou		
entry	Clunésie	0	
orth	Clunésie		
entry	Cnesme	0	
orth	Cnesme		
entry	Cœliaque	0	
orth	Cœliaque		
entry	Coïloma	0	
orth	Coïloma		
entry	Colobome	0	
orth	Colobome		
entry	Colpocèle	0	
orth	Colpocèle		
entry	Coma	0	
orth	Coma		
entry	Condylome	0	
orth	Condylome		
entry	Constipation	0	
orth	Constipation		
entry	Contracture	0	
orth	Contracture		
entry	Copbose	0	
orth	Copbose		
entry	Coryza	0	
orth	Coryza		
entry	Couperose	0	
orth	Couperose		
entry	Cowpox	0	
orth	Cowpox		
entry	Crampe	0	
orth	Crampe		
entry	Cretinisme, cretinage	0	
orth	Cretinisme		
orth	cretinage		
entry	Cripsorchis	0	
orth	Cripsorchis		
entry	Crithe	0	
orth	Crithe		
entry	Crowp des Anglais	0	
orth	Crowp des Anglais		
entry	Cystite	0	
orth	Cystite		
entry	Cystocèle	0	
orth	Cystocèle		
entry	Dacryome	0	
orth	Dacryome		
entry	Dactylion	0	
orth	Dactylion		
entry	Dartre	0	
orth	Dartre		
entry	Délire	1	
orth	Délire		
pb	472		
entry	Démonomanie	0	
orth	Démonomanie		
entry	Deutérie	0	
orth	Deutérie		
entry	Diabétès	0	
orth	Diabétès		
entry	Dialéipyre	0	
orth	Dialéipyre		
entry	Diarrhée	0	
orth	Diarrhée		
entry	Diasrase	0	
orth	Diasrase		
entry	Diaphtore	0	
orth	Diaphtore		
entry	Didymalgie	0	
orth	Didymalgie		
entry	Digitie	0	
orth	Digitie		
entry	Dionysisque	0	
orth	Dionysisque		
entry	Distichiase	0	
orth	Distichiase		
entry	Distrix	0	
orth	Distrix		
entry	Dycinésie	0	
orth	Dycinésie		
entry	Dysécée	0	
orth	Dysécée		
entry	Dysesthésie	0	
orth	Dysesthésie		
entry	Dyshemorrhée	0	
orth	Dyshemorrhée		
entry	Dysîochie	0	
orth	Dysîochie		
entry	Dysmenorrhée	0	
orth	Dysmenorrhée		
entry	Dysopie	0	
orth	Dysopie		
entry	Dysorexie	0	
orth	Dysorexie		
entry	Dysosmie	0	
orth	Dysosmie		
entry	Dyspepsie	0	
orth	Dyspepsie		
entry	Dyspennatisme on Dyspermasie	0	
orth	Dyspennatisme on Dyspermasie		
entry	Dysphagie	0	
orth	Dysphagie		
entry	Dysphonie	0	
orth	Dysphonie		
entry	Dyspnée	0	
orth	Dyspnée		
entry	Dyssenterie	0	
orth	Dyssenterie		
entry	Dystocie	0	
orth	Dystocie		
entry	Dysurie	0	
orth	Dysurie		
entry	Eclampsie	0	
orth	Eclampsie		
entry	Ecplexis	0	
orth	Ecplexis		
entry	Êctopîe	0	
orth	Êctopîe		
entry	Ecthymates	0	
orth	Ecthymates		
entry	Elcome	0	
orth	Elcome		
entry	Eléphantiase	0	
orth	Eléphantiase		
foreign	vitiligo alba	lat	
entry	Elytrocele	0	
orth	Elytrocele		
entry	Elytroptose	0	
orth	Elytroptose		
entry	Emphraxie	0	
orth	Emphraxie		
entry	Emphysème	0	
orth	Emphysème		
entry	Encéphalitis	0	
orth	Encéphalitis		
entry	Enchantis	0	
orth	Enchantis		
entry	Empyème	0	
orth	Empyème		
entry	Encatima, épicauma	0	
orth	Encatima		
orth	épicauma		
entry	Encéphalocèle	0	
orth	Encéphalocèle		
entry	Engelures	1	
orth	Engelures		
pb	473		
entry	Enrouement	0	
orth	Enrouement		
entry	Entérangiemphraxis	0	
orth	Entérangiemphraxis		
entry	Entérite	0	
orth	Entérite		
entry	Entérocelc	0	
orth	Entérocelc		
entry	Enurèse	0	
orth	Enurèse		
entry	Ephélie	0	
orth	Ephélie		
entry	Ephidrose	0	
orth	Ephidrose		
entry	Epigastrocèle	0	
orth	Epigastrocèle		
entry	Epilepsie	0	
orth	Epilepsie		
entry	Epinyctide	0	
orth	Epinyctide		
entry	Epiphore, épiphora	0	
orth	Epiphore		
orth	épiphora		
entry	Epiplocele	0	
orth	Epiplocele		
entry	Epiplomphraxis	0	
orth	Epiplomphraxis		
entry	Epischèses	0	
orth	Epischèses		
entry	Epistaxis	0	
orth	Epistaxis		
entry	Eréthime	0	
orth	Eréthime		
entry	Erotomanie	0	
orth	Erotomanie		
entry	Esoche	0	
orth	Esoche		
entry	Esséra	0	
orth	Esséra		
entry	Etisie	0	
orth	Etisie		
entry	Exarthreme	0	
orth	Exarthreme		
entry	Éxoche	0	
orth	Éxoche		
entry	Exocyste	0	
orth	Exocyste		
entry	Exomèire	0	
orth	Exomèire		
entry	Exompliale	0	
orth	Exompliale		
entry	Exonéirose	0	
orth	Exonéirose		
entry	Exophthalmie	0	
orth	Exophthalmie		
entry	F-Nostose	0	
orth	F-Nostose		
entry	Extase	0	
orth	Extase		
entry	Fanatisme	0	
orth	Fanatisme		
entry	Fièvre adéno-méningée	0	
orth	Fièvre adéno-méningée		
entry	Fievre adéno-rnéningée	0	
orth	Fievre adéno-rnéningée		
entry	Fièvre adéno-méningée continue	0	
orth	Fièvre adéno-méningée continue		
entry	Fièvre adéno-nerveuse	0	
orth	Fièvre adéno-nerveuse		
entry	Fièvre adynamique	0	
orth	Fièvre adynamique		
entry	Fievre assode	0	
orth	Fievre assode		
entry	Fièvre arthritique	0	
orth	Fièvre arthritique		
entry	Fièvre ataxique	0	
orth	Fièvre ataxique		
entry	Fièvre blanche	0	
orth	Fièvre blanche		
entry	Fièvre colliqualive	0	
orth	Fièvre colliqualive		
entry	Fièvres continentes	0	
orth	Fièvres continentes		
entry	Fievre diaire	0	
orth	Fievre diaire		
entry	Fièvre double quarte	1	
orth	Fièvre double quarte		
pb	474		
entry	Exanie	0	
orth	Exanie		
entry	Fièvre double tierce	0	
orth	Fièvre double tierce		
entry	Fièvre épiale	0	
orth	Fièvre épiale		
entry	Fièvre erratique	0	
orth	Fièvre erratique		
entry	Fièvre hémitiitéc de Galien	0	
orth	Fièvre hémitiitéc de Galien		
entry	Fièvre hémitritee des Grecs, de Celse	0	
orth	Fièvre hémitritee des Grecs, de Celse		
entry	Fièvre jaune	0	
orth	Fièvre jaune		
entry	Fièvre méningo-gastrique	0	
orth	Fièvre méningo-gastrique		
entry	Fièvre morbilleuse, morbilles	0	
orth	Fièvre morbilleuse		
orth	morbilles		
entry	Fièvre pérécbiale	0	
orth	Fièvre pérécbiale		
entry	Fièvre phricode	0	
orth	Fièvre phricode		
entry	Fiévre pulicaire	0	
orth	Fiévre pulicaire		
entry	Fièvre quarte doublée	0	
orth	Fièvre quarte doublée		
entry	Fievre quarte tripléé	0	
orth	Fievre quarte tripléé		
entry	Fievre subintrnnte	0	
orth	Fievre subintrnnte		
entry	Fièvre suette	0	
orth	Fièvre suette		
entry	Fièvre synoque	0	
orth	Fièvre synoque		
entry	Fievre synoque	0	
orth	Fievre synoque		
entry	Fièvre tierce algide	0	
orth	Fièvre tierce algide		
entry	Fièvre tierce doublée	0	
orth	Fièvre tierce doublée		
entry	Fièvre tierce syncopale	0	
orth	Fièvre tierce syncopale		
entry	Fièvre triple quarte	0	
orth	Fièvre triple quarte		
entry	Fistule	0	
orth	Fistule		
entry	Flatulence	0	
orth	Flatulence		
entry	Follette	0	
orth	Follette		
entry	Framboisie	0	
orth	Framboisie		
entry	Galacfyrhée	0	
orth	Galacfyrhée		
entry	Galactose	0	
orth	Galactose		
entry	Galéantropie	0	
orth	Galéantropie		
entry	Galiancon	0	
orth	Galiancon		
entry	Ganglion	0	
orth	Ganglion		
entry	Gastérangiemphraxis	0	
orth	Gastérangiemphraxis		
entry	Gastrite	0	
orth	Gastrite		
entry	Gastrocèle	0	
orth	Gastrocèle		
entry	Gastrodynie	0	
orth	Gastrodynie		
pb	475		
entry	Glaucome	0	
orth	Glaucome		
entry	Glossite	0	
orth	Glossite		
entry	Gongroue	0	
orth	Gongroue		
entry	Gonorrhée	0	
orth	Gonorrhée		
entry	Gravelle	0	
orth	Gravelle		
entry	Grippe	0	
orth	Grippe		
entry	Grypose	0	
orth	Grypose		
entry	H dlucination	0	
orth	H dlucination		
entry	Hémorrhée	0	
orth	Hémorrhée		
entry	Helcydrion	0	
orth	Helcydrion		
entry	Helminthiase	0	
orth	Helminthiase		
entry	Hématémèse	0	
orth	Hématémèse		
entry	Hématocèle	0	
orth	Hématocèle		
entry	Hématurie	0	
orth	Hématurie		
entry	Héméropathc	0	
orth	Héméropathc		
entry	Hémiplégie	0	
orth	Hémiplégie		
entry	Hémoptysie	0	
orth	Hémoptysie		
entry	Hémorragie	0	
orth	Hémorragie		
entry	Hémorroïdes	0	
orth	Hémorroïdes		
entry	Hépatalgie	0	
orth	Hépatalgie		
entry	Hépatemphraxis	0	
orth	Hépatemphraxis		
entry	Hepatite	0	
orth	Hepatite		
entry	Hepatitie, hipatite	0	
orth	Hepatitie		
orth	hipatite		
entry	Hépatoparectame	0	
orth	Hépatoparectame		
entry	Hepatocèle	0	
orth	Hepatocèle		
entry	Hermaphrodisme	0	
orth	Hermaphrodisme		
entry	Herriie	0	
orth	Herriie		
entry	Hyéropyr	0	
orth	Hyéropyr		
entry	Hilon	0	
orth	Hilon		
entry	Hippantropie	0	
orth	Hippantropie		
entry	Hydrarthre	0	
orth	Hydrarthre		
entry	Hydrocèle	0	
orth	Hydrocèle		
entry	Hydrocéphale	0	
orth	Hydrocéphale		
entry	Hydmglossé	0	
orth	Hydmglossé		
entry	Hydromédiastine	0	
orth	Hydromédiastine		
entry	Hydromètre	0	
orth	Hydromètre		
entry	Hydromphalc	0	
orth	Hydromphalc		
entry	Hydropédèse	0	
orth	Hydropédèse		
entry	Hydropéricardè	0	
orth	Hydropéricardè		
entry	Hydrophobie	0	
orth	Hydrophobie		
entry	Hydrophthalmie	0	
orth	Hydrophthalmie		
entry	Hydropisie	0	
orth	Hydropisie		
entry	Hydrorachis	0	
orth	Hydrorachis		
foreign	spina bifida	lat	
entry	Hydrothorax	0	
orth	Hydrothorax		
entry	Hydrotite	0	
orth	Hydrotite		
entry	Hypnobatase	0	
orth	Hypnobatase		
entry	Hypocondrie	0	
orth	Hypocondrie		
entry	Hypogastrocèle	0	
orth	Hypogastrocèle		
entry	Hypophose	0	
orth	Hypophose		
entry	Hypopion	0	
orth	Hypopion		
entry	Hyposarque	0	
orth	Hyposarque		
pb	476		
entry	Hypospadias	0	
orth	Hypospadias		
entry	Kypostapbyle	0	
orth	Kypostapbyle		
entry	Hystéralgie	0	
orth	Hystéralgie		
entry	Hystérie	0	
orth	Hystérie		
entry	Hystérocèle	0	
orth	Hystérocèle		
entry	Hystéroloxie	0	
orth	Hystéroloxie		
entry	Hystéroptose	0	
orth	Hystéroptose		
entry	Hyslérophyse	0	
orth	Hyslérophyse		
entry	Idiotisrne	0	
orth	Idiotisrne		
entry	ïctère	0	
orth	ïctère		
entry	Ilée	0	
orth	Ilée		
foreign	Ilœus	lat	
entry	Iléosie	0	
orth	Iléosie		
entry	Impérigines	0	
orth	Impérigines		
entry	Incube	0	
orth	Incube		
entry	Intertrigue	0	
orth	Intertrigue		
entry	Ischiocèle, iscbiatocèle	0	
orth	Ischiocèle		
orth	iscbiatocèle		
entry	Ischnote	0	
orth	Ischnote		
entry	Ischurie	0	
orth	Ischurie		
entry	Lagocheilos	0	
orth	Lagocheilos		
entry	Laparocèle	0	
orth	Laparocèle		
entry	Léiopode	0	
orth	Léiopode		
entry	Léontiase, léonine	0	
orth	Léontiase		
orth	léonine		
entry	Lépre	0	
orth	Lépre		
entry	Lèpre rouge	0	
orth	Lèpre rouge		
foreign	safathah	ara	
foreign	gutta rosacea	lat	
foreign	buzicagua	lat	
foreign	cahua	lat	
entry	Leptophonie	0	
orth	Leptophonie		
entry	Léthargie	0	
orth	Léthargie		
entry	Leucome	0	
orth	Leucome		
entry	Leucophlegmatie	0	
orth	Leucophlegmatie		
entry	Leucorrhée	0	
orth	Leucorrhée		
foreign	catarrheutérinou vagina L.	lat	
entry	Lichen des Grecs	0	
orth	Lichen des Grecs		
entry	Lienterie	0	
orth	Lienterie		
entry	Lipothymie	0	
orth	Lipothymie		
entry	Lipyrie	0	
orth	Lipyrie		
entry	Lithiase	0	
orth	Lithiase		
entry	Lochies	0	
orth	Lochies		
entry	Loxarthre	0	
orth	Loxarthre		
entry	Lumbago	0	
orth	Lumbago		
entry	Madarose	0	
orth	Madarose		
entry	Mal d’Alep	0	
orth	Mal d’Alep		
entry	Mal de St-Mœvius	0	
orth	Mal de St-Mœvius		
foreign	krinmische krankeit	deu	
entry	Mal de Job	0	
orth	Mal de Job		
entry	Malacia	0	
orth	Malacia		
entry	Maladie coxale	0	
orth	Maladie coxale		
entry	Marasme	0	
orth	Marasme		
entry	Marcores	0	
orth	Marcores		
entry	Marmarige	0	
orth	Marmarige		
entry	Mastodynie	0	
orth	Mastodynie		
entry	Malacostéon	0	
orth	Malacostéon		
pb	477		
entry	Mélancolie	0	
orth	Mélancolie		
entry	Melasictère	0	
orth	Melasictère		
entry	Mélœne, maladie noire	0	
orth	Mélœne		
orth	maladie noire		
entry	Mélèna, maladie noire	0	
orth	Mélèna		
orth	maladie noire		
entry	Mésentérésie, mésenterite	0	
orth	Mésentérésie		
orth	mésenterite		
entry	Mérocèle	0	
orth	Mérocèle		
entry	Metremphraxis	0	
orth	Metremphraxis		
entry	Métritie, métrite	0	
orth	Métritie		
orth	métrite		
entry	Métrorrhagie	0	
orth	Métrorrhagie		
entry	Ménorrhagie	0	
orth	Ménorrhagie		
entry	Méseutéremphraxis	0	
orth	Méseutéremphraxis		
entry	Météorisme	0	
orth	Météorisme		
entry	Métose	0	
orth	Métose		
entry	Métralgie	0	
orth	Métralgie		
entry	Migraine	0	
orth	Migraine		
entry	Misauthropie	0	
orth	Misauthropie		
entry	Millet, millot, millaire	0	
orth	Millet		
orth	millot		
orth	millaire		
entry	Miséréré	0	
orth	Miséréré		
entry	Misogynie	0	
orth	Misogynie		
entry	Morphée	0	
orth	Morphée		
entry	Muguet	0	
orth	Muguet		
entry	Mutité	0	
orth	Mutité		
entry	Myopie, myopiasc	0	
orth	Myopie		
orth	myopiasc		
entry	Myocéphale	0	
orth	Myocéphale		
entry	Myodynie	0	
orth	Myodynie		
entry	Myositie	0	
orth	Myositie		
entry	Narcotisme	0	
orth	Narcotisme		
entry	Nécrose	0	
orth	Nécrose		
entry	Négrendis	0	
orth	Négrendis		
entry	Mephralgie	0	
orth	Mephralgie		
entry	Néphremphraxis	0	
orth	Néphremphraxis		
entry	Nephritie, néphrite	0	
orth	Nephritie		
orth	néphrite		
entry	Névroses	0	
orth	Névroses		
entry	Nostalgie	0	
orth	Nostalgie		
entry	Nostomanie	0	
orth	Nostomanie		
entry	Nyctalopie	0	
orth	Nyctalopie		
entry	Nym phomanie	0	
orth	Nym phomanie		
entry	Nystagme	0	
orth	Nystagme		
entry	Obésité	0	
orth	Obésité		
entry	Obstipité	0	
orth	Obstipité		
entry	Odaxisme	0	
orth	Odaxisme		
entry	Odontalgie	0	
orth	Odontalgie		
entry	OEdème	0	
orth	OEdème		
entry	OEstromanie	0	
orth	OEstromanie		
entry	Omentésie	0	
orth	Omentésie		
entry	OmphaJocèle	0	
orth	OmphaJocèle		
entry	Ornphalorragie	0	
orth	Ornphalorragie		
entry	Onéirodynie	0	
orth	Onéirodynie		
entry	OnyxdesGrecs	0	
orth	OnyxdesGrecs		
entry	Ophiase	0	
orth	Ophiase		
entry	Oplithalgie	0	
orth	Oplithalgie		
entry	Ophthalmie	0	
orth	Ophthalmie		
entry	Ophtiialniocèle	0	
orth	Ophtiialniocèle		
entry	Ophthalmodynie	0	
orth	Ophthalmodynie		
pb	478		
entry	Ophthalmorragie	0	
orth	Ophthalmorragie		
entry	Opodeccèle	0	
orth	Opodeccèle		
entry	Orcbiocèle	0	
orth	Orcbiocèle		
entry	Ortbopnée	0	
orth	Ortbopnée		
entry	Oschéocèle	0	
orth	Oschéocèle		
entry	Ostéomalaxie	0	
orth	Ostéomalaxie		
entry	Ostéostéatome	0	
orth	Ostéostéatome		
entry	OtaIgie	0	
orth	OtaIgie		
entry	Otite	0	
orth	Otite		
entry	Oxypbonie	0	
orth	Oxypbonie		
entry	Ozène	0	
orth	Ozène		
entry	Panaris	0	
orth	Panaris		
entry	Pancréatemphraxis	0	
orth	Pancréatemphraxis		
entry	Pancréatique	0	
orth	Pancréatique		
entry	Fanpphobie	0	
orth	Fanpphobie		
entry	Papule	0	
