object			
volume	27898	Littré-Gilbert (21e éd.)	1908
clique	pénitentiaire | Emprisonnement | Emprisonnement cellulaire		
entry	Penitis	0	
orth	Penitis		
entry	Penniforme	0	
orth	Penniforme		
entry	Pensee	0	
orth	Pensee		
clique	Violette		
entry	Pensée	0	
orth	Pensée		
entry	Pentastome	0	
orth	Pentastome		
entry	Pentasulfure	0	
orth	Pentasulfure		
entry	Pentateuque chirurgical	0	
orth	Pentateuque chirurgical		
entry	Penticosa	0	
orth	Penticosa		
entry	Pentose	0	
orth	Pentose		
pb	1238	1248	
entry	Pentosurie	0	
orth	Pentosurie		
entry	Pépasme	0	
orth	Pépasme		
entry	Pépastique	0	
orth	Pépastique		
entry	Péporésine	0	
orth	Péporésine		
clique	Coukge		
entry	Pepsie	0	
orth	Pepsie		
entry	Pepsine	0	
orth	Pepsine		
term	Pepsine médicinale		
entry	Pepsis	0	
orth	Pepsis		
clique	Coction		
entry	Peptique, Pepsique	0	
orth	Peptique		
orth	Pepsique		
term	Sens peptique		
entry	Peptogène	1	
orth	Peptogène		
pb	1239	1249	
entry	Peptonate	0	
orth	Peptonate		
term	Peptonate de mercure		
term	peplone mercurique		
clique	Peptonate de mercure | peplone mercurique		
entry	Peptone	0	
orth	Peptone		
term	Peptone artificielle		
entry	Peptoniode	0	
orth	Peptoniode		
entry	Peptonurie	0	
orth	Peptonurie		
entry	Péracéphale	0	
orth	Péracéphale		
entry	Perbromure	0	
orth	Perbromure		
entry	Perce-crâne	0	
orth	Perce-crâne		
term	Perce-crâne de Blot		
entry	Perce-feuille	0	
orth	Perce-feuille		
entry	Perce-langue	0	
orth	Perce-langue		
entry	Perce-membrane	0	
orth	Perce-membrane		
entry	Perce-muraille	0	
orth	Perce-muraille		
entry	Perce-neige	0	
orth	Perce-neige		
clique	Galanthine		
entry	Perce-pierre	0	
orth	Perce-pierre		
entry	Percepta	0	
orth	Percepta		
entry	Perceptibilité	0	
orth	Perceptibilité		
entry	Perceptible	0	
orth	Perceptible		
entry	Perceptif	0	
orth	Perceptif		
term	Centre ou foyer perceptif		
entry	Perception	1	
orth	Perception		
pb	1240	1250	
term	Centrede perception		
entry	Perceptivité	0	
orth	Perceptivité		
entry	Perche	0	
orth	Perche		
term	Perche vénéneuse		
entry	Perchlorate	0	
orth	Perchlorate		
term	Perchlorate de potasse		
entry	Perchlorique	0	
orth	Perchlorique		
term	Acide perchlorique		
entry	Perchlorosalicine	0	
orth	Perchlorosalicine		
entry	Perchlorure	0	
orth	Perchlorure		
term	Perçîdorure de fer		
term	Teinture éthérée deperchlorure de fer		
entry	Perclus, Use	0	
orth	Perclus		
orth	Use		
entry	Percussion	1	
orth	Percussion		
term	Percussion du cœur		
pb	1241	1251	
term	Percussion paradoxale		
entry	Percuteur	0	
orth	Percuteur		
entry	Perdrix	0	
orth	Perdrix		
entry	Péreirine	0	
orth	Péreirine		
entry	Pérennité	0	
orth	Pérennité		
entry	Perforant	0	
orth	Perforant		
term	Artères perforantes		
term	Muscle perforant		
term	Nerf perforant de Cassérius		
entry	Perforateur	0	
orth	Perforateur		
entry	Perforateur	0	
orth	Perforateur		
term	Perforateur du crâne		
clique	Perforateur du crâne | Céphalotome | Perce-crâne | Trépan		
term	Perforateur de l’unguis		
clique	Perforateur de l’unguis		
entry	Perforatif	0	
orth	Perforatif		
entry	Perforation	0	
orth	Perforation		
term	Perforation anomale		
entry	Perforé	0	
orth	Perforé		
term	Espace perforé		
term	Muscle perforé		
term	Perforé de Cassérius		
entry	Périadénite	0	
orth	Périadénite		
entry	Périanal	0	
orth	Périanal		
entry	Périangiocholite	0	
orth	Périangiocholite		
entry	Périappendicite	0	
orth	Périappendicite		
entry	Périartérite	0	
orth	Périartérite		
entry	Périarthrite	0	
orth	Périarthrite		
entry	Périblaste	0	
orth	Périblaste		
entry	Périblepsie	0	
orth	Périblepsie		
pb	1242	1252	
entry	Péribole	0	
orth	Péribole		
entry	Pérical	0	
orth	Pérical		
entry	Péricarde	0	
orth	Péricarde		
term	Portion séreuse		
entry	Péricardique	0	
orth	Péricardique		
term	Adhérences péricardiques		
entry	Péricardite	1	
orth	Péricardite		
pb	1243	1253	
entry	Péricardo-périhépatique	0	
orth	Péricardo-périhépatique		
term	Symphyse péricardo-périhépatique		
clique	Symphyse péricardo-périhépatique		
entry	Périchondre	0	
orth	Périchondre		
entry	Périchondrite	0	
orth	Périchondrite		
term	Périchondrite tarsienne		
entry	Périchondrome	0	
orth	Périchondrome		
entry	Périclase	0	
orth	Périclase		
entry	Péricolpite	0	
orth	Péricolpite		
entry	Péricornéal	0	
orth	Péricornéal		
entry	Péricowpérite	0	
orth	Péricowpérite		
entry	Péricrâne	0	
orth	Péricrâne		
entry	Péricystite	0	
orth	Péricystite		
entry	Péridesmique	0	
orth	Péridesmique		
entry	Pérididyme	0	
orth	Pérididyme		
entry	Pérididymite	0	
orth	Pérididymite		
entry	Périencéphalite	0	
orth	Périencéphalite		
entry	Périérèse	0	
orth	Périérèse		
entry	Périfolliculite	0	
orth	Périfolliculite		
entry	Périglotte	0	
orth	Périglotte		
entry	Périhépatite	1	
orth	Périhépatite		
clique	Péricardo-périhépatique		
pb	1244	1254	
clique	Pfuhl		
entry	Périhépatogène	0	
orth	Périhépatogène		
term	Cirrhose périhépatogène		
clique	Cirrhose périhépatogène		
entry	Périkératique	0	
orth	Périkératique		
entry	Perilymphe	0	
orth	Perilymphe		
entry	Périméningite	0	
orth	Périméningite		
entry	Périmètre	0	
orth	Périmètre		
term	Périmètre		
clique	Périmètre		
entry	Périmétrite	0	
orth	Périmétrite		
entry	Périmétro-salpingite	0	
orth	Périmétro-salpingite		
entry	Périmysium	0	
orth	Périmysium		
entry	Périnéal	0	
orth	Périnéal		
term	Aponévrose périnéale		
term	Artère périnéale superficielle		
term	Nerf périnéal		
term	Hernie périnéale		
entry	Périnéauxésis	1	
orth	Périnéauxésis		
pb	1245	1255	
entry	Périnée	0	
orth	Périnée		
term	caverneux		
entry	Périnéocèle	0	
orth	Périnéocèle		
entry	Périnéo-clitoridien	0	
orth	Périnéo-clitoridien		
entry	Périneoplastie	0	
orth	Périneoplastie		
entry	Périnéorraphie	1	
orth	Périnéorraphie		
pb	1246	1256	
clique	Déchirurb		
entry	Périnéostomie	0	
orth	Périnéostomie		
entry	Périnéotomie	0	
orth	Périnéotomie		
entry	Périnéphrétique	0	
orth	Périnéphrétique		
entry	Périnéphrique	0	
orth	Périnéphrique		
entry	Périnéphrite	0	
orth	Périnéphrite		
entry	Périnéphritique	0	
orth	Périnéphritique		
term	Abcès ou phlegmons périnéphritiques		
entry	Périnerf	0	
orth	Périnerf		
entry	Périnèvre	0	
orth	Périnèvre		
pb	1247	1257	
entry	Périnévrite	0	
orth	Périnévrite		
entry	Périnyctides	0	
orth	Périnyctides		
entry	Période	0	
orth	Période		
term	Période		
entry	Périodeute	0	
orth	Périodeute		
entry	Périodicité	0	
orth	Périodicité		
entry	Périodique	0	
orth	Périodique		
term	Folie périodique		
term	Maladies périodiques		
entry	Périodontite	0	
orth	Périodontite		
entry	Périodynie	0	
orth	Périodynie		
entry	Periœsophagite	0	
orth	Periœsophagite		
entry	Périone	0	
orth	Périone		
entry	Periophtalmite	0	
orth	Periophtalmite		
clique	Capsulite		
entry	Periorbite	0	
orth	Periorbite		
entry	Périorchite	0	
orth	Périorchite		
entry	Périostal	0	
orth	Périostal		
entry	Périoste	0	
orth	Périoste		
entry	Périosté	0	
orth	Périosté		
entry	Périostéal	0	
orth	Périostéal		
entry	Périostéique	0	
orth	Périostéique		
entry	Périostéite, Périostite	1	
orth	Périostéite		
orth	Périostite		
term	Périostite alvéolo-dentaire		
term	Périostéite circonscrite		
pb	1248	1258	
term	Périostéite diffuse		
entry	Périostéogenèse	0	
orth	Périostéogenèse		
clique	Ostéogenèse		
entry	Périostéo-médullite	0	
orth	Périostéo-médullite		
entry	Périostéophyte	0	
orth	Périostéophyte		
entry	Périostéoplastie	0	
orth	Périostéoplastie		
entry	Périostéotomie	0	
orth	Périostéotomie		
entry	Périostique	0	
orth	Périostique		
entry	Périostite	0	
orth	Périostite		
entry	Périostose	0	
orth	Périostose		
entry	Périostostéite	0	
orth	Périostostéite		
entry	Périovulaire	0	
orth	Périovulaire		
entry	Péripachyméningite	0	
orth	Péripachyméningite		
entry	Péripénien	0	
orth	Péripénien		
term	Muscle péripénien		
clique	Muscle péripénien		
entry	Périphacite	0	
orth	Périphacite		
entry	Périphérie	0	
orth	Périphérie		
entry	Périphérique	0	
orth	Périphérique		
entry	Périphlébite	0	
orth	Périphlébite		
entry	Péripleurite	0	
orth	Péripleurite		
entry	Péripneumonie	0	
orth	Péripneumonie		
entry	Péripneumonique	0	
orth	Péripneumonique		
entry	Périproctique	0	
orth	Périproctique		
entry	Périproctite	0	
orth	Périproctite		
entry	Periprostatique	0	
orth	Periprostatique		
entry	Périprostatite	0	
orth	Périprostatite		
entry	Périptose	0	
orth	Périptose		
entry	Péripyème	0	
orth	Péripyème		
entry	Périsalpingite	0	
orth	Périsalpingite		
entry	Périsclérite	0	
orth	Périsclérite		
clique	Épiscléritis		
entry	Périscopique	0	
orth	Périscopique		
term	Verre périscopique		
entry	Périsigmoïdite	0	
orth	Périsigmoïdite		
entry	Pérjsplénite	0	
orth	Pérjsplénite		
entry	Péristaltique	1	
orth	Péristaltique		
pb	1249	1259	
entry	Péristaltisme	0	
orth	Péristaltisme		
entry	Péristaphylin	0	
orth	Péristaphylin		
term	Muscle péristaphylin externe ou inférieur		
term	Péristaphylin interné ou supérieur		
entry	Péristaphylo-pharyngien	0	
orth	Péristaphylo-pharyngien		
entry	Péristole	0	
orth	Péristole		
entry	Péristome	0	
orth	Péristome		
entry	Péristomique	0	
orth	Péristomique		
entry	Peristroma	0	
orth	Peristroma		
entry	Périsynovite	0	
orth	Périsynovite		
entry	Périsystole	0	
orth	Périsystole		
entry	Périsystolique	0	
orth	Périsystolique		
entry	Périteste	0	
orth	Périteste		
entry	Périthélium	0	
orth	Périthélium		
entry	Périthoracique	0	
orth	Périthoracique		
term	Muscles périthoraciques		
clique	Muscles périthoraciques		
entry	Péritoine	1	
orth	Péritoine		
pb	1250	1260	
entry	Péritomie	0	
orth	Péritomie		
entry	Péritomiste	0	
orth	Péritomiste		
entry	Péritonéal	0	
orth	Péritonéal		
term	Arriére-cavité péritonéale		
term	Sac péritonéal		
entry	Péritonéalgie	0	
orth	Péritonéalgie		
entry	Péritonéorragie	0	
orth	Péritonéorragie		
entry	Péritonisme	0	
orth	Péritonisme		
entry	Péritonite	1	
orth	Péritonite		
term	Péritonite aiguë générale		
term	Péritonite aiguë circonscrite ou partielle		
term	Péri-, tonite chroniqua		
pb	1251	1261	
entry	Pérityphlite	0	
orth	Pérityphlite		
entry	Péri-urétérite	0	
orth	Péri-urétérite		
entry	Péri-utérin	0	
orth	Péri-utérin		
term	Phlegmon et abcès péri-utérins		
term	engorgement utérin		
clique	Phlegmon et abcès péri-utérins | engorgement utérin | Puerpéral		
term	Hématocèle péri-utérine		
clique	Hématocèle péri-utérine		
entry	Périvaginite	0	
orth	Périvaginite		
entry	Périvasculaire	0	
orth	Périvasculaire		
term	Gaine périvasculaire		
clique	Gaine périvasculaire		
entry	Périviscérite	0	
orth	Périviscérite		
entry	Perkinisme	1	
orth	Perkinisme		
pb	1252	1262	
entry	Perle	0	
orth	Perle		
term	Perle		
entry	Perlé	0	
orth	Perlé		
term	Crachats perlés		
term	Grains perlés		
entry	Perléche, Pourléche	0	
orth	Perléche		
orth	Pourléche		
entry	Permanent	0	
orth	Permanent		
entry	Permanganate	0	
orth	Permanganate		
term	Permanganate de chaux		
term	Permanganate de potasse		
entry	Perméabilité	0	
orth	Perméabilité		
term	Perméabilité rénale		
entry	Perméable	0	
orth	Perméable		
entry	Pernicieux	1	
orth	Pernicieux		
term	Anémie pernicieuse progressive		
term	Fièvre pernicieuse		
pb	1253	1263	
term	Fièvre pernicieuse ictérique de Madagascar		
term	Ictère pernicieux		
entry	Perniciosité	0	
orth	Perniciosité		
entry	Pernion	0	
orth	Pernion		
entry	Pérocéphale	0	
orth	Pérocéphale		
entry	Péromoplastie	0	
orth	Péromoplastie		
entry	Péroné	0	
orth	Péroné		
term	Fracture du péroné		
pb	1254	1264	
entry	Péronéo-dactylien	0	
orth	Péronéo-dactylien		
entry	Péronéo-malléolaire	0	
orth	Péronéo-malléolaire		
entry	Péronéo-sous-phalangettien	0	
orth	Péronéo-sous-phalangettien		
term	Péronéo-sous-phalangettien du premier orteil		
entry	Péronéo-sous-tarsien	0	
orth	Péronéo-sous-tarsien		
entry	Péronéo-sus-métatarsien	0	
orth	Péronéo-sus-métatarsien		
entry	Péronéo-sus-phalangettien	0	
orth	Péronéo-sus-phalangettien		
term	Péronéo-sus-phalangettien commun		
term	Peronéo-sus-phalangettien du pouce		
entry	Péronéo-tibial	0	
orth	Péronéo-tibial		
entry	Péronier	0	
orth	Péronier		
term	Artère péronière		
term	Muscle péronier antérieur		
term	Péronier		
term	Péronier		
entry	Péronine	0	
orth	Péronine		
entry	Peroxyde	0	
orth	Peroxyde		
term	Peroxyde de magnésium		
entry	Perpetuation	0	
orth	Perpetuation		
term	Produit de perpétuation		
clique	Produit de perpétuation | Humeur		
entry	Perrygine	0	
orth	Perrygine		
entry	Perse	0	
orth	Perse		
term	Précipité per se		
clique	Précipité per se | Oxyde | Oxyde de mercure		
entry	Persécuteur	0	
orth	Persécuteur		
entry	Persécution	0	
orth	Persécution		
term	Délire, idées		
entry	Persel	0	
orth	Persel		
entry	Persicaire	0	
orth	Persicaire		
entry	Persil	0	
orth	Persil		
term	Persil des marais		
term	Persil de montagne		
entry	Persodine	0	
orth	Persodine		
entry	Perspiration	0	
orth	Perspiration		
entry	Perspiratoire	0	
orth	Perspiratoire		
entry	Perstriction	0	
orth	Perstriction		
entry	Persulfate	1	
orth	Persulfate		
pb	1255	1265	
entry	Perte	0	
orth	Perte		
term	Pertesséminales		
term	Perte de substance		
entry	Pertérébrant	0	
orth	Pertérébrant		
term	Se		
entry	Perturbateur	0	
orth	Perturbateur		
entry	Perturbation	0	
orth	Perturbation		
entry	Pervenche	0	
orth	Pervenche		
term	Petite pervenche		
term	Grande pervenche		
entry	Perversion	0	
orth	Perversion		
term	Perversion morale des instincts		
entry	Pesant	0	
orth	Pesant		
entry	Pesanteur	0	
orth	Pesanteur		
term	Pesanteur spécifique du corps		
term	Pesanteur dans les maladies		
entry	Pèse-acide, Pèse-lait, Pèse-liqueur, Pèse-sel	0	
orth	Pèse-acide		
orth	Pèse-lait		
orth	Pèse-liqueur		
orth	Pèse-sel		
entry	Pèse-bébé	0	
orth	Pèse-bébé		
term	Pèse-bébé de Bouchut		
clique	Pèse-bébé de Bouchut		
entry	Pesée	0	
orth	Pesée		
entry	Pesette	0	
orth	Pesette		
entry	Pessaire	1	
orth	Pessaire		
pb	1256	1266	
term	Pessaire		
term	Anneau-pessaire		
entry	Pesse	0	
orth	Pesse		
entry	Peste	1	
orth	Peste		
term	Peste anthracique		
term	Peste antonine		
term	Peste d’Athènes		
term	Peste bovine		
term	peste cholérique des bœufs		
term	Peste noire		
pb	1257	1267	
term	Peste péii-Pneurnoniquc		
entry	Pestifère	0	
orth	Pestifère		
entry	Pestiféré	0	
orth	Pestiféré		
entry	Pestilence	0	
orth	Pestilence		
entry	Pestilentiel	0	
orth	Pestilentiel		
term	Bubon Pestilentiel		
term	Fièvre pestilentielle		
term	Maladie pestilentielle		
entry	Pétarkura	0	
orth	Pétarkura		
entry	Pétasite	0	
orth	Pétasite		
entry	Pétéchial	0	
orth	Pétéchial		
term	Fièvre pétéchiale		
entry	Pétéchianose	0	
orth	Pétéchianose		
entry	Pétéchie	0	
orth	Pétéchie		
entry	Petersthal	0	
orth	Petersthal		
entry	Petit	0	
orth	Petit		
term	Petite centaurée		
term	Petite chélidoine		
term	Petit-chêne		
term	Petit grain		
term	Petit houx		
term	Petit-lait		
term	Petit-lait artificiel		
term	Petit-lait d’Hoffmann		
term	Petit-lait de Weiss		
term	Petit mal		
term	Petite vérole		
entry	Petit	0	
orth	Petit		
term	Canal de Petit		
entry	Petit	0	
orth	Petit		
term	Écharpe de Pelit		
term	Hemie de J.-L. Petit		
term	Triangle de J.-L. Petit		
entry	Pétivérie	0	
orth	Pétivérie		
term	Peliverid		
entry	Petré	0	
orth	Petré		
clique	Pétreux		
entry	Pétréal	0	
orth	Pétréal		
entry	Pétreux	0	
orth	Pétreux		
term	Ganglion pétreux		
term	Nerfs pétreux		
term	Os pétreux		
entry	Petri	1	
orth	Petri		
term	Boite de Petri		
clique	Boite de Petri		
pb	1258	1268	
entry	Pétrification	0	
orth	Pétrification		
term	Pétrification du fœtus		
clique	Pétrification du fœtus | Squelettser		
entry	Pétrissage	0	
orth	Pétrissage		
entry	Pétrolan	0	
orth	Pétrolan		
entry	Pétrole	0	
orth	Pétrole		
entry	Pétroléine	0	
orth	Pétroléine		
clique	Vaseuse		
entry	Pétro-mastoïdien	0	
orth	Pétro-mastoïdien		
entry	Pétro-occipital	0	
orth	Pétro-occipital		
term	Suture pétro-occtpitalé		
entry	Pétrosal	0	
orth	Pétrosal		
entry	Pétro-salpingo-staphylin	0	
orth	Pétro-salpingo-staphylin		
entry	Pétro-sphénoïdal	0	
orth	Pétro-sphénoïdal		
term	Suture pétro-sphéndidale		
entry	Pétrosulfol	0	
orth	Pétrosulfol		
entry	Pettenköfer	0	
orth	Pettenköfer		
term	Réactif de Pettenköfer		
clique	Réactif de Pettenköfer | Réactif		
term	Théorie de Pellenkôfer		
clique	Théorie de Pellenkôfer		
entry	Peucédan	0	
orth	Peucédan		
entry	Peucédanin, Peucédanine, Peucédanite	0	
orth	Peucédanin		
orth	Peucédanine		
orth	Peucédanite		
entry	Peuplier	0	
orth	Peuplier		
entry	Peyer	0	
orth	Peyer		
term	Glâhdès et plaques de Peyer		
entry	Peyrilhe	0	
orth	Peyrilhe		
term	Elixir de Peyrilhe		
entry	Pézize	0	
orth	Pézize		
pb	1259	1269	
entry	Pfeffers	0	
orth	Pfeffers		
clique	Ragatz		
entry	Pfeiffer	0	
orth	Pfeiffer		
term	Phénomène de Pfeiff er		
clique	Phénomène de Pfeiff er		
entry	Pflüger	0	
orth	Pflüger		
term	Cordons ou tubes de Pflüger		
clique	Cordons ou tubes de Pflüger | Ovaire | Testicule		
entry	Pfuhl	0	
orth	Pfuhl		
term	Signe de Pfuhlᵣ		
clique	Signe de Pfuhlᵣ		
entry	Phacitis	0	
orth	Phacitis		
entry	Phacohydropisie	0	
orth	Phacohydropisie		
entry	Phacohyménitis	0	
orth	Phacohyménitis		
entry	Phacoïde	0	
orth	Phacoïde		
term	Corps phacoïde		
entry	Phacomalacie	0	
orth	Phacomalacie		
entry	Phacomètre	0	
orth	Phacomètre		
entry	Phaconine	0	
orth	Phaconine		
entry	Phacopyosis	0	
orth	Phacopyosis		
entry	Phacosclérose	0	
orth	Phacosclérose		
entry	Phagédénique	0	
orth	Phagédénique		
entry	Phagédénisme	0	
orth	Phagédénisme		
entry	Phagocytaire	0	
orth	Phagocytaire		
entry	Phagocyte	1	
orth	Phagocyte		
pb	1260	1270	
entry	Phagocytose	0	
orth	Phagocytose		
entry	Phagolyse	0	
orth	Phagolyse		
entry	Phagothérapie	0	
orth	Phagothérapie		
entry	Phaïorétine	0	
orth	Phaïorétine		
entry	Phaïosine	0	
orth	Phaïosine		
entry	Phalacrose	0	
orth	Phalacrose		
entry	Phalange	0	
orth	Phalange		
entry	Phalangette	0	
orth	Phalangette		
entry	Phalangien	0	
orth	Phalangien		
term	Articulations phalangiennes		
entry	Phalangine	0	
orth	Phalangine		
entry	Phalangose	0	
orth	Phalangose		
entry	Phallite	0	
orth	Phallite		
entry	Phallodynie	0	
orth	Phallodynie		
entry	Phallorragie	0	
orth	Phallorragie		
foreign	phallorrahagia	lat	
foreign	Phallorrhagia	deu	
foreign	phallorrhage	eng	
foreign	fallorragia	ita	
foreign	fallorragia	spa	
entry	Phallorrhée	0	
orth	Phallorrhée		
entry	Phanère	0	
orth	Phanère		
entry	Phanérifère, Phanéripare	0	
orth	Phanérifère		
orth	Phanéripare		
entry	Phanérobiotique	0	
orth	Phanérobiotique		
entry	Phanéroneure	0	
orth	Phanéroneure		
entry	Phanérophore	0	
orth	Phanérophore		
term	Tissu phanérophore		
entry	Phantasme	1	
orth	Phantasme		
pb	1261	1271	
entry	Pharbitine	0	
orth	Pharbitine		
clique	Kaladana		
entry	Pharmaceutique	0	
orth	Pharmaceutique		
entry	Pharmacie	0	
orth	Pharmacie		
term	Pharmacie		
term	Docteur enpharmacie		
entry	Pharmacien	0	
orth	Pharmacien		
entry	Pharmacochimie	0	
orth	Pharmacochimie		
foreign	farmacochimia	ita	
foreign	farmacoquimia	spa	
entry	Pharmacodynamique	0	
orth	Pharmacodynamique		
entry	Pharmacologie	0	
orth	Pharmacologie		
entry	Pharmacopée	0	
orth	Pharmacopée		
entry	Pharmacopoése	0	
orth	Pharmacopoése		
entry	Pharmacopole	0	
orth	Pharmacopole		
entry	Pharmacoposie	0	
orth	Pharmacoposie		
entry	Pharyngé	0	
orth	Pharyngé		
entry	Pharyngectomie	0	
orth	Pharyngectomie		
entry	Pharyngien	0	
orth	Pharyngien		
term	Aponévrose pharyngienne		
term	Artères pharyngiennes		
term	Nerfs pharyngiens		
term	Catarrhe pharyngien		
term	Diphtérite pharyngienne		
entry	Pharyngisme	0	
orth	Pharyngisme		
entry	Pharyngite	0	
orth	Pharyngite		
term	Pharyngite apostématique		
term	Pharyngite chronique ou granuleuse		
entry	Pharyngocèle	0	
orth	Pharyngocèle		
entry	Pharyngo-glosse, Pharyngo-glossien	0	
orth	Pharyngo-glosse		
orth	Pharyngo-glossien		
entry	Pharyngographie	0	
orth	Pharyngographie		
entry	Pharyngologie	0	
orth	Pharyngologie		
entry	Pharyngoscope	1	
orth	Pharyngoscope		
pb	1262	1272	
entry	Pharyngo-staphylin	0	
orth	Pharyngo-staphylin		
entry	Pharyngotome	0	
orth	Pharyngotome		
entry	Pharyngotomie	0	
orth	Pharyngotomie		
entry	Pharynx	1	
orth	Pharynx		
pb	1263	1273	
entry	Phase	0	
orth	Phase		
entry	Phaséomannite	0	
orth	Phaséomannite		
entry	Phellandre, Phellandrie	0	
orth	Phellandre		
orth	Phellandrie		
entry	Phellandrine	0	
orth	Phellandrine		
entry	Phelps	0	
orth	Phelps		
term	Opération de Phelps		
clique	Opération de Phelps		
entry	Phénacétine	0	
orth	Phénacétine		
entry	Phénakisticope	0	
orth	Phénakisticope		
entry	Phénate	0	
orth	Phénate		
term	Phénale de cocaïne		
term	Phénale de soude		
entry	Phéne	0	
orth	Phéne		
term	Oxyde de phène		
clique	Oxyde de phène		
entry	Phenédine	0	
orth	Phenédine		
entry	Phénégol	0	
orth	Phénégol		
entry	Phénéthol	0	
orth	Phénéthol		
entry	Phénicine	0	
orth	Phénicine		
term	Acide sudfopurpurique		
clique	Acide sudfopurpurique		
entry	Phénigme	0	
orth	Phénigme		
entry	Phénique	1	
orth	Phénique		
term	Acide phénique		
pb	1264	1274	
term	Aride phénique trinitré		
entry	Phéniqué	0	
orth	Phéniqué		
term	Alcool phéniqué		
term	Eau phéniquée		
term	Huile phéniquée		
entry	Phénocolle	0	
orth	Phénocolle		
entry	Phénol	0	
orth	Phénol		
entry	Phénolamine	0	
orth	Phénolamine		
entry	Phénomène	0	
orth	Phénomène		
term	caractère		
term	Phénomène de contact		
term	Phénomène de la main, du pied		
entry	Phénoménisation	0	
orth	Phénoménisation		
term	Phénoménisation pathologique		
entry	Phéno-salyl	0	
orth	Phéno-salyl		
entry	Phénozyge	0	
orth	Phénozyge		
clique	Angle		
entry	Phénylacrylique	0	
orth	Phénylacrylique		
term	Aride phénylacrylique		
clique	Aride phénylacrylique		
entry	Phénylurée	0	
orth	Phénylurée		
entry	Phéorétine	0	
orth	Phéorétine		
entry	Phéosine	0	
orth	Phéosine		
entry	Philadelphus	0	
orth	Philadelphus		
clique	Seringat		
entry	Philiatre	0	
orth	Philiatre		
entry	Philobiosie	0	
orth	Philobiosie		
entry	Philocome	0	
orth	Philocome		
entry	Philocytase	0	
orth	Philocytase		
entry	Philogéniture	0	
orth	Philogéniture		
entry	Philonium	0	
orth	Philonium		
entry	Philopatridalgie	0	
orth	Philopatridalgie		
term	Le mal du pays		
entry	Philosophe	0	
orth	Philosophe		
entry	Philosophie	1	
orth	Philosophie		
pb	1265	1275	
term	Philosophie hermétique		
term	Philosophie médicale		
entry	Philosophique	0	
orth	Philosophique		
entry	Philtre	0	
orth	Philtre		
entry	Philyrine	0	
orth	Philyrine		
entry	Phimosis	0	
orth	Phimosis		
term	Phimosis labial		
entry	Phlébartérie	0	
orth	Phlébartérie		
entry	Phlébectasie	0	
orth	Phlébectasie		
entry	Phlébentérisme	0	
orth	Phlébentérisme		
entry	Phlébevrysme	0	
orth	Phlébevrysme		
entry	Phlébite	1	
orth	Phlébite		
pb	1266	1276	
entry	Phlébogène	0	
orth	Phlébogène		
term	Angiome phlébogène		
clique	Angiome phlébogène		
entry	Phlébographie	0	
orth	Phlébographie		
entry	Phlébolithe	0	
orth	Phlébolithe		
entry	Phlebologie	0	
orth	Phlebologie		
entry	Phlébomalacie	0	
orth	Phlébomalacie		
entry	Phlébopalie	0	
orth	Phlébopalie		
entry	Phléborragie	0	
orth	Phléborragie		
foreign	phleborrhagia	lat	
foreign	fleborragia	ita	
foreign	fleborragia	spa	
entry	Phlébosclérose	0	
orth	Phlébosclérose		
entry	Phlebotome	0	
orth	Phlebotome		
entry	Phlébotomie	0	
orth	Phlébotomie		
entry	Phlébotomiste	0	
orth	Phlébotomiste		
entry	Phlegma salsum	0	
orth	Phlegma salsum		
entry	Phlegmagogue	0	
orth	Phlegmagogue		
entry	Phlegmasie	0	
orth	Phlegmasie		
entry	Phlegmasique	0	
orth	Phlegmasique		
entry	Phlegmatia alba dolens	1	
orth	Phlegmatia alba dolens		
pb	1267	1277	
entry	Phlegmatie	0	
orth	Phlegmatie		
entry	Phlegmatique	0	
orth	Phlegmatique		
entry	Phlegmatorragie	0	
orth	Phlegmatorragie		
entry	Phlegme	0	
orth	Phlegme		
entry	Phlegmon	1	
orth	Phlegmon		
term	Phlegmon circonscrit ou simple		
pb	1268	1278	
entry	Phlegmoneux	0	
orth	Phlegmoneux		
entry	Phlegmorragie	0	
orth	Phlegmorragie		
foreign	phlegmorrhagia	lat	
foreign	flemorragia	spa	
clique	Phlegmatorrhagie		
entry	Phlegmorragique	0	
orth	Phlegmorragique		
term	Période phlegrnorragique du choléra		
clique	Période phlegrnorragique du choléra		
entry	Phlobaphène, Phloobaphène	0	
orth	Phlobaphène		
orth	Phloobaphène		
entry	Phlogistique	0	
orth	Phlogistique		
entry	Phlogistiqué	0	
orth	Phlogistiqué		
term	Air phlogistiqué, gaz phlogisliqué		
entry	Phlogogène	0	
orth	Phlogogène		
entry	Phlogogène	0	
orth	Phlogogène		
entry	Phlogogénétique	0	
orth	Phlogogénétique		
entry	Phlogopyre	0	
orth	Phlogopyre		
entry	Phlogose	0	
orth	Phlogose		
entry	Phlogosé	0	
orth	Phlogosé		
entry	Phloobaphène	0	
orth	Phloobaphène		
entry	Phlorizine	0	
orth	Phlorizine		
entry	Phlorol	0	
orth	Phlorol		
entry	Phlyctène	0	
orth	Phlyctène		
pb	1269	1279	
entry	Phlycténogène	0	
orth	Phlycténogène		
entry	Phlycténoïde	0	
orth	Phlycténoïde		
entry	Phlycténulaire	0	
orth	Phlycténulaire		
entry	Phlycténule	0	
orth	Phlycténule		
entry	Phlyse	0	
orth	Phlyse		
entry	Phlyzacie, Phlyzacium	0	
orth	Phlyzacie		
