object			
volume	07399	Castelli	1746
foreign	Epher	heb	
foreign	Deschen	heb	
foreign	Kitam	heb	
foreign	τέφρα	grc	
foreign	σποδὸς	grc	
foreign	Cendre	fra	
foreign	Cenere	ita	
entry	CINNABARIS	0	
orth	CINNABARIS		
foreign	Zenginfer	ara	
foreign	Uzifur	ara	
foreign	Sedech	ara	
foreign	Schachar	heb	
foreign	κιννάβαρι	grc	
foreign	Cinnabre	fra	
foreign	Cinabrio	ita	
entry	CINNAMOMUM	0	
orth	CINNAMOMUM		
foreign	Dursini	ara	
foreign	Paralsini	ara	
foreign	Darzin	heb	
foreign	Kelef	heb	
foreign	κιννάμωμον	grc	
foreign	Cinnamome	fra	
foreign	Cinamomo	ita	
foreign	Canella	ita	
entry	CIRCULATIO, GYRATIO	0	
orth	CIRCULATIO		
orth	GYRATIO		
foreign	Dauran	ara	
foreign	Tahlica	ara	
foreign	Kasef	heb	
foreign	κύκλωσις	grc	
foreign	Circulation	fra	
foreign	Circuit du Sang	fra	
foreign	Giramento	ita	
foreign	Ravolgimento	ita	
entry	CIRCULUS	0	
orth	CIRCULUS		
foreign	Halac	ara	
foreign	Mazda	ara	
foreign	Chug	heb	
foreign	Mechuga	heb	
foreign	κύκλος	grc	
foreign	Cercle	fra	
foreign	Cerchio	ita	
entry	CLAMOR	0	
orth	CLAMOR		
foreign	Nida	ara	
foreign	Zajah	ara	
foreign	Diaca	heb	
foreign	Zevachah	heb	
foreign	Schua	heb	
foreign	Srhevah	heb	
foreign	βοὰ	grc	
foreign	κλαυγὴ	grc	
foreign	Clameur	fra	
foreign	Cri	fra	
foreign	Plauso	ita	
foreign	Grido	ita	
entry	CLAUDICATIO, CLAUDUS	0	
orth	CLAUDICATIO		
orth	CLAUDUS		
foreign	Vuca	ara	
foreign	Oroga	ara	
foreign	Arag	ara	
foreign	Pisscagh	heb	
foreign	Zela	heb	
foreign	Zolah	heb	
foreign	χαλασμὸς	grc	
foreign	χολὸς	grc	
foreign	Boiteux	fra	
foreign	Boitement	fra	
foreign	Clochement	fra	
foreign	Clochepied	fra	
foreign	Zoppicamento	ita	
foreign	Zoppo	ita	
entry	CLAVICULA	0	
orth	CLAVICULA		
foreign	Alchiab	ara	
foreign	Althenduc	ara	
foreign	Caab	ara	
foreign	Scechem	heb	
foreign	κλειδίον	grc	
foreign	κλεὶς	grc	
foreign	Petite Clé	fra	
foreign	Chiavicina	ita	
entry	CLAVUS	0	
orth	CLAVUS		
foreign	Mesemar	ara	
foreign	Vatad	ara	
foreign	Masmar	ara	
foreign	Racar	heb	
foreign	γόμφος	grc	
foreign	ἧλος	grc	
foreign	Clou	fra	
foreign	Chiodo	ita	
entry	CLOACA	0	
orth	CLOACA		
foreign	Mugari	ara	
foreign	Beth gelalim	heb	
foreign	ἀπόπατος	grc	
foreign	Latrine	fra	
foreign	Retrait	fra	
foreign	Necessario	ita	
foreign	Cacatoio	ita	
entry	CLYSTER	0	
orth	CLYSTER		
foreign	Mahcana	ara	
foreign	κλυστὴρ	grc	
foreign	ἔνημα	grc	
foreign	Clistére	fra	
foreign	Cristerio	ita	
entry	COAGULATIO, COAGULUM	0	
orth	COAGULATIO		
orth	COAGULUM		
foreign	Acquid	ara	
foreign	Alec	ara	
foreign	Anthac	ara	
foreign	Anshaa	ara	
foreign	Kepuah	heb	
foreign	Kippaon	heb	
foreign	πῆξις	grc	
foreign	πητύα	grc	
foreign	Caillée	fra	
foreign	Figement	fra	
foreign	Caillé	fra	
foreign	Coagulazione	ita	
foreign	Taglio	ita	
entry	COCHLEARE	0	
orth	COCHLEARE		
foreign	Maliaca	ara	
foreign	Magrafa	ara	
foreign	Bagizni	heb	
foreign	κοχλιάριον	grc	
foreign	δοίδυξ	grc	
foreign	Cuillier	fra	
foreign	Cocchiaro	ita	
foreign	Cucchiaro	ita	
entry	COECITAS, COECUS	0	
orth	COECITAS		
orth	COECUS		
foreign	Avar	ara	
foreign	Umi	ara	
foreign	lwaron	heb	
foreign	lwar	heb	
foreign	Sanver	heb	
foreign	τυφλότης	grc	
foreign	τυφλὸς	grc	
foreign	Aveuglement	fra	
foreign	Aveugle	fra	
foreign	Cecità	ita	
foreign	Cieco	ita	
entry	COELESTIS	0	
orth	COELESTIS		
foreign	Schemine	heb	
foreign	οὐράνιος	grc	
foreign	Céleste	fra	
foreign	Du ciel	fra	
foreign	Celeste	ita	
entry	COELUM	0	
orth	COELUM		
foreign	Elzama	ara	
foreign	οὐρανὸς	grc	
foreign	Ciel	fra	
foreign	Cielo	ita	
entry	COENΑ	0	
orth	COENΑ		
foreign	Aschi	ara	
foreign	Achschemu	heb	
foreign	δεῖπνον	grc	
foreign	Souper	fra	
foreign	Cena	ita	
entry	COITUS	0	
orth	COITUS		
foreign	Mischgal	heb	
foreign	Mischgâla	heb	
foreign	συνουσία	grc	
foreign	ὀχεία	grc	
foreign	Action vénérienne	fra	
foreign	Coito carnale	ita	
entry	COLICA	0	
orth	COLICA		
foreign	Vaga alchazira	ara	
foreign	Haida	ara	
foreign	κωλικὴ	grc	
foreign	Colique	fra	
foreign	Colica	ita	
entry	COLLUM	0	
orth	COLLUM		
foreign	Ank	ara	
foreign	Cafa	ara	
foreign	Garon	heb	
foreign	Zawar	heb	
foreign	τράχηλος	grc	
foreign	Col	fra	
foreign	Cou	fra	
foreign	Collo	ita	
entry	COLLYRIUM	0	
orth	COLLYRIUM		
foreign	Alcohol	ara	
foreign	Alcofol	ara	
foreign	Schiuf	ara	
foreign	Sief	ara	
foreign	Retijah	heb	
foreign	κολλούριον	grc	
foreign	Collyre	fra	
foreign	Collirio	ita	
entry	COLON	0	
orth	COLON		
foreign	Chazira	ara	
foreign	κῶλον	grc	
foreign	intestin	fra	
foreign	grand boyau	fra	
foreign	Coio	ita	
entry	COLOR	0	
orth	COLOR		
foreign	Cohol	ara	
foreign	Laven	ara	
foreign	Zibag	ara	
foreign	Zebhah	heb	
foreign	χρῶμα	grc	
foreign	Couleur	fra	
foreign	Colore	ita	
entry	COLUM	0	
orth	COLUM		
foreign	Zec	ara	
foreign	Zucuc	ara	
foreign	Sanan	heb	
foreign	ἠθμὸς	grc	
foreign	Couloir	fra	
foreign	Colatojo	ita	
entry	COLUMELLA, GURGULIO, UVULA	0	
orth	COLUMELLA		
orth	GURGULIO		
orth	UVULA		
foreign	Halc	ara	
foreign	σταφύλη	grc	
foreign	Luette	fra	
foreign	Colonelle	ita	
foreign	Campanella	ita	
foreign	Ugola	ita	
entry	COMA	0	
orth	COMA		
foreign	Subet	ara	
foreign	Coma vigil	ara	
foreign	Subet asari	ara	
foreign	κῶμα	grc	
foreign	Léthargie	fra	
foreign	Sonnolenza	ita	
foreign	Sonno profondo	ita	
entry	COMMISSURA	0	
orth	COMMISSURA		
foreign	Seren	ara	
foreign	Doren	ara	
foreign	Taulif	ara	
foreign	Taciil	ara	
foreign	Rabta	ara	
foreign	Debec	heb	
foreign	Chobereth	heb	
foreign	Machberet	heb	
foreign	συναρμογὴ	grc	
foreign	Jointure	fra	
foreign	Conjonction	fra	
foreign	Incastramento	ita	
foreign	Giuntura	ita	
entry	COMPLEXIO, DISPOSITIO et NATURA	0	
orth	COMPLEXIO		
orth	DISPOSITIO et NATURA		
foreign	Tabi	ara	
foreign	Mizig	ara	
foreign	Mezeg	heb	
foreign	κρᾶσις	grc	
foreign	συμπλοκὴ	grc	
foreign	Complexion	fra	
foreign	Complessione	ita	
entry	COMPOSITIO	0	
orth	COMPOSITIO		
foreign	Taalif	ara	
foreign	Nadm	ara	
foreign	Taabia	ara	
foreign	Muakah	heb	
foreign	Tarkibah	heb	
foreign	σύνθεσις	grc	
foreign	Composition	fra	
foreign	Composizione	ita	
entry	COMPOSITUM	0	
orth	COMPOSITUM		
foreign	Mundam	ara	
foreign	Muallaf	ara	
foreign	Murcabh	heb	
foreign	σύνθετον	grc	
foreign	Composé	fra	
foreign	Composto	ita	
entry	CONCEPTIO, CONCEPTUS	0	
orth	CONCEPTIO		
orth	CONCEPTUS		
foreign	Habila	ara	
foreign	Haml	ara	
foreign	Heron	heb	
foreign	Herajon	heb	
foreign	Maadit	heb	
foreign	Batna	heb	
foreign	κύησις	grc	
foreign	κύαμα	grc	
foreign	Conception	fra	
foreign	Conçu	fra	
foreign	Concezzione	ita	
foreign	Concetto	ita	
entry	CONDIMENTUM	0	
orth	CONDIMENTUM		
foreign	Hanut	ara	
foreign	Tabch	ara	
foreign	Recach	heb	
foreign	Chanat	heb	
foreign	Mirachet	heb	
foreign	Tebhul	heb	
foreign	ἄρτυμα	grc	
foreign	Confiture	fra	
foreign	Conciatura	ita	
entry	CONDITUM	0	
orth	CONDITUM		
foreign	Muraba	ara	
foreign	Memaddema	heb	
foreign	κονδῖτον	grc	
foreign	Confit	fra	
foreign	Condito	ita	
entry	CONFECTIO	0	
orth	CONFECTIO		
foreign	Maagun	ara	
foreign	Recach	heb	
foreign	ἥδυσμα	grc	
foreign	ἄρτομα ἄρτυμα	grc	
foreign	Confection	fra	
foreign	Confiture	fra	
foreign	Confezzione	ita	
entry	CONFORTANS	0	
orth	CONFORTANS		
foreign	Gabir	ara	
foreign	Misad	ara	
foreign	Michajelan	heb	
foreign	κρατυντικὸν	grc	
foreign	Confortatif	fra	
foreign	Confortatorio	ita	
entry	CONGELATIO	0	
orth	CONGELATIO		
foreign	Agmid	ara	
foreign	Achud	heb	
foreign	σύμπηξις	grc	
foreign	Congélation	fra	
foreign	Gélement	fra	
foreign	Gelure	fra	
foreign	Gelamento	ita	
pb	p. 770		
entry	CONGLUTINATIO	0	
orth	CONGLUTINATIO		
foreign	Tabcit	ara	
foreign	Talzic	ara	
foreign	Debhek	heb	
foreign	συγκόλλυσις	grc	
foreign	Colement	fra	
foreign	Conglutination	fra	
foreign	Legatura	ita	
entry	CONSOLIDATIO	0	
orth	CONSOLIDATIO		
foreign	Galc	ara	
foreign	ὁλοκλήρωσις	grc	
foreign	Consolidation	fra	
foreign	Rassodatione	ita	
entry	CONSUETUDO, CONSUETUS	0	
orth	CONSUETUDO		
orth	CONSUETUS		
foreign	Manhag	ara	
foreign	Ada	ara	
foreign	Mastaaved	ara	
foreign	Ajada	heb	
foreign	Davasch	heb	
foreign	Derec	heb	
foreign	Chalaca	heb	
foreign	ἔθος	grc	
foreign	ἐθισμὸς	grc	
foreign	ἠθισμένος	grc	
foreign	Coûtume	fra	
foreign	Consuetudine	ita	
entry	CONTAGIUM	0	
orth	CONTAGIUM		
foreign	Tumcah	heb	
foreign	ἀπόῤῥοια	grc	
foreign	μίασμα	grc	
foreign	συνάφεια	grc	
foreign	Contagion	fra	
foreign	Maladie contagieuse	fra	
foreign	Contagio	ita	
entry	CONTENTUM	0	
orth	CONTENTUM		
foreign	Niclal	heb	
foreign	ἰσχόμενον	grc	
foreign	Content	fra	
foreign	Contento	ita	
entry	CONTINUITAS, CONTINUUS	0	
orth	CONTINUITAS		
orth	CONTINUUS		
foreign	Tizul	ara	
foreign	Temida	heb	
foreign	Tamid	heb	
foreign	Mitdabek	heb	
foreign	συνέχεια	grc	
foreign	συνεχὴς	grc	
foreign	Continuité	fra	
foreign	Continu	fra	
foreign	Continuel	fra	
foreign	Continuità	ita	
foreign	Continuo	ita	
entry	CONTRACTIO, CONTRACTURA	0	
orth	CONTRACTIO		
orth	CONTRACTURA		
foreign	Achd	ara	
foreign	Tafac	ara	
foreign	Alzemena	ara	
foreign	Kehab	heb	
foreign	Kalut	heb	
foreign	συστολὴ	grc	
foreign	Contraction	fra	
foreign	Contract de nerfs	fra	
foreign	Accourcissement	fra	
foreign	lncortazione	ita	
foreign	Incortato	ita	
entry	CONTUSIO	0	
orth	CONTUSIO		
foreign	Rad	ara	
foreign	Murad	ara	
foreign	Sadach	ara	
foreign	Holem	heb	
foreign	Mekicha	heb	
foreign	θλᾶσις	grc	
foreign	θλᾶσμα	grc	
foreign	Contusion	fra	
foreign	Pilement	fra	
foreign	Pistamento	ita	
entry	CONVULSIO, SPASMUS	0	
orth	CONVULSIO		
orth	SPASMUS		
foreign	Chalda	ara	
foreign	Machlud	ara	
foreign	Tasnag	ara	
foreign	Chadr	ara	
foreign	Kephiah	heb	
foreign	σπασμὸς	grc	
foreign	Convulsion	fra	
foreign	Spasme	fra	
foreign	Spasmo	ita	
entry	COR	0	
orth	COR		
foreign	Calb	ara	
foreign	Lebabh	heb	
foreign	Lebh	heb	
foreign	καρδία	grc	
foreign	Cœur	fra	
foreign	Cuore	ita	
entry	CORALLIUM	0	
orth	CORALLIUM		
foreign	Basad	ara	
foreign	Besed	ara	
foreign	Besd	ara	
foreign	Bresilis	ara	
foreign	Lulu	ara	
foreign	Morgan	ara	
foreign	Margi	ara	
foreign	Ramoth	heb	
foreign	κοράλλιον	grc	
foreign	κόραλλος	grc	
foreign	Corail	fra	
foreign	Corallo	ita	
entry	CORIUM	0	
orth	CORIUM		
foreign	Geld	ara	
foreign	Gelde	ara	
foreign	Zarad	heb	
foreign	Schalchi	heb	
foreign	Callacha	heb	
foreign	δέρκος	grc	
foreign	Cuir	fra	
foreign	Peau	fra	
foreign	Cojo	ita	
foreign	Cuojo	ita	
entry	CORNU CERVI	0	
orth	CORNU CERVI		
foreign	Kurru alail	ara	
foreign	Keren ajal	heb	
foreign	ἐλαφρόκερας	grc	
foreign	Corne de cerf	fra	
foreign	Ramure	fra	
foreign	Corno di Cervo	ita	
entry	CORPULENTUS	0	
orth	CORPULENTUS		
foreign	Galal	ara	
foreign	Galil	ara	
foreign	Gabh	heb	
foreign	παχὺς μεγαλοσώματος	grc	
foreign	Corpulent	fra	
foreign	Charnu	fra	
foreign	Corpulence	fra	
foreign	Corpolento	ita	
foreign	Grasso	ita	
foreign	Corpolenza	ita	
entry	CORRECTIO	0	
orth	CORRECTIO		
foreign	Tiraz	heb	
foreign	Tiruz	heb	
foreign	Ticcun	heb	
foreign	Toccachat	heb	
foreign	ἐπανόρθωσις	grc	
foreign	Correction	fra	
foreign	Redressement	fra	
foreign	Correzzione	ita	
entry	CORROSIO	0	
orth	CORROSIO		
foreign	Takil	ara	
foreign	Nachar	ara	
foreign	Chaichaluf	ara	
foreign	Pecheteth	heb	
foreign	διάβρωσις	grc	
foreign	Corrosion	fra	
foreign	Corrosif	fra	
foreign	Roduto	ita	
foreign	Rosicazione	ita	
entry	CORRUPTIO	0	
orth	CORRUPTIO		
foreign	Tacharic	ara	
foreign	Taffed	ara	
foreign	Fisad	ara	
foreign	Fasuda	ara	
foreign	Chebhel	heb	
foreign	Schachat	heb	
foreign	Jaschah	heb	
foreign	φθορὰ	grc	
foreign	Corruption	fra	
foreign	Corruzzione	ita	
entry	CORTEX	0	
orth	CORTEX		
foreign	Gieft	ara	
foreign	Cocior	ara	
foreign	Kerfe	ara	
foreign	Quischschara	ara	
foreign	Kelifah	heb	
foreign	Schichaphah	heb	
foreign	λέπος	grc	
foreign	φλοιὸς	grc	
foreign	Ecorce	fra	
foreign	Croûte	fra	
foreign	Scorza	ita	
entry	CORYZA	0	
orth	CORYZA		
foreign	Zachema	ara	
foreign	Zukem	ara	
foreign	Tarviha	ara	
foreign	Tarcam	ara	
foreign	κόρυζα	grc	
foreign	Rhume	fra	
foreign	Catarrhe	fra	
foreign	Défluxion du cerveau	fra	
foreign	Catarro	ita	
entry	COS	0	
orth	COS		
foreign	Mesen	ara	
foreign	Hagar	ara	
foreign	Almesen	ara	
foreign	Mischachan	heb	
foreign	ἀκόνη	grc	
foreign	Queux	fra	
foreign	Pierre à aiguiser	fra	
foreign	Pietra d’agguzzare	ita	
foreign	Cote	ita	
entry	COSTA	0	
orth	COSTA		
foreign	Dala	ara	
foreign	Zela	heb	
foreign	πλεῦρα	grc	
foreign	Côte	fra	
foreign	Costa	ita	
entry	COXA, COXENDIX	0	
orth	COXA		
orth	COXENDIX		
foreign	Isarc	ara	
foreign	Alhasegi	ara	
foreign	Fachad	ara	
foreign	Sak	ara	
foreign	Schok	heb	
foreign	Miphsaah	heb	
foreign	ἰσχίον	grc	
foreign	Cuisse	fra	
foreign	Hanche	fra	
foreign	Coscia	ita	
entry	CRANIUM	0	
orth	CRANIUM		
foreign	Gumgama	ara	
foreign	Quahaf	ara	
foreign	Gülgoleth	heb	
foreign	κράνιον	grc	
foreign	Crane	fra	
foreign	os de la tête	fra	
foreign	Osso della testa	ita	
entry	CRASSITIES, CRASSUS	0	
orth	CRASSITIES		
orth	CRASSUS		
foreign	Gilad	ara	
foreign	Chaschan	ara	
foreign	Chaschin	ara	
foreign	Chaschuna	ara	
foreign	Chosn	ara	
foreign	Abh	heb	
foreign	Abi	heb	
foreign	Maebheh	heb	
foreign	Gas	heb	
foreign	Gasud	heb	
foreign	παχύτης	grc	
foreign	παχὺς	grc	
foreign	Epaisseur	fra	
foreign	Grosseur	fra	
foreign	Grossezza	ita	
foreign	Grosso	ita	
entry	CREPITUS Ventris	0	
orth	CREPITUS Ventris		
foreign	Rihia	ara	
foreign	Dsemorah	heb	
foreign	πορδὴ	grc	
foreign	Pet	fra	
foreign	Peto	ita	
entry	CRETA	0	
orth	CRETA		
foreign	Tafla	ara	
foreign	Torab	ara	
foreign	Tarab	ara	
foreign	κιμώλια γῆ	grc	
foreign	de la Craye	fra	
foreign	Creta	ita	
entry	CRIBRUM	0	
orth	CRIBRUM		
foreign	Crib	ara	
foreign	Κebharah	heb	
foreign	Mibhar	heb	
foreign	κόσκινον	grc	
foreign	Crible	fra	
foreign	Tamis	fra	
foreign	Bluteau	fra	
foreign	Cribro	ita	
foreign	Crivello	ita	
entry	CRISIS, CRITICUS	0	
orth	CRISIS		
orth	CRITICUS		
foreign	Buchran	ara	
foreign	Buchrani	ara	
foreign	Gebhul	heb	
foreign	κρίσις	grc	
foreign	κριτικὸς	grc	
foreign	Jugement	fra	
foreign	Judicature	fra	
foreign	Jugé	fra	
foreign	Jour de crise dans les maladies	fra	
foreign	Giudicio	ita	
foreign	Giudicatura	ita	
foreign	Giudicante	ita	
entry	CROCUS	0	
orth	CROCUS		
foreign	Zardach	ara	
foreign	Zardagi	ara	
foreign	Zafran	ara	
foreign	Safra	heb	
foreign	Saffran	heb	
foreign	κρόκος	grc	
foreign	Safran	fra	
foreign	Zafarano	ita	
entry	CRUDITAS, CRUDUS	0	
orth	CRUDITAS		
orth	CRUDUS		
foreign	Nei	ara	
foreign	Fag	ara	
foreign	Chai	heb	
foreign	Na	heb	
foreign	ὠμότης	grc	
foreign	ὠμὸς	grc	
foreign	Crudité	fra	
foreign	Cru	fra	
foreign	Crudezza	ita	
foreign	Crudo	ita	
entry	CRURA	0	
orth	CRURA		
foreign	Acra	ara	
foreign	Ragla	ara	
foreign	Raglin	ara	
foreign	Regel	heb	
foreign	Raglim	heb	
foreign	σκέλη	grc	
foreign	Jambes	fra	
foreign	Stinchi	ita	
foreign	Gambetti	ita	
entry	CRUSTA	0	
orth	CRUSTA		
foreign	Gischi	ara	
foreign	Karam	heb	
foreign	Kelifa	heb	
foreign	ἐσχάρα	grc	
foreign	Croûte	fra	
foreign	Crosta	ita	
foreign	Scorza	ita	
entry	CRYSTALLUS	0	
orth	CRYSTALLUS		
foreign	Gabisch	ara	
foreign	Gavisch	heb	
foreign	Kerah	heb	
foreign	κρύσταλλος	grc	
foreign	Cristal	fra	
foreign	Cristallo	ita	
entry	CUCUPHA, PILEOLUS	0	
orth	CUCUPHA		
orth	PILEOLUS		
foreign	Gubbe	ara	
foreign	Molôta	ara	
foreign	Peir	heb	
foreign	Coba	heb	
foreign	πιλίδιον	grc	
foreign	Coeffe	fra	
foreign	Coiffe	fra	
foreign	Capello	ita	
foreign	Capelletto	ita	
entry	CUCURBITULA	0	
orth	CUCURBITULA		
foreign	Oabel	ara	
foreign	akara	ara	
foreign	Chaelie Hagama	ara	
foreign	Higema	ara	
foreign	Carna	heb	
foreign	Kefil	heb	
foreign	σικύα	grc	
foreign	Ventouse	fra	
foreign	Ventosa	ita	
foreign	Zucchetta	ita	
entry	CUCURBITA DESTILLATORIA	0	
orth	CUCURBITA DESTILLATORIA		
foreign	Cara	ara	
foreign	Chara	ara	
foreign	Harahah	ara	
foreign	σικόα	grc	
foreign	Alembic	fra	
foreign	Zucca	ita	
entry	CULTER	0	
orth	CULTER		
foreign	Chidmi	ara	
foreign	Seken	ara	
foreign	Sakin	heb	
foreign	Maakelet	heb	
foreign	μάχαιρα	grc	
foreign	Couteau	fra	
foreign	Coltello	ita	
foreign	Coltellino	ita	
entry	CUNEIFORMIS	0	
orth	CUNEIFORMIS		
foreign	Massil alliziz	ara	
foreign	σφηνοειδὴς	grc	
foreign	Fait en ferme de coin	fra	
foreign	Conforme a cugno	ita	
pb	p. 771		
entry	CUNEUS	0	
orth	CUNEUS		
foreign	Liziz	ara	
foreign	Agûda	heb	
foreign	σφὴν	grc	
foreign	Coin	fra	
foreign	Cugno	ita	
foreign	Cogno	ita	
entry	CURA, SOLLICITUDO	0	
orth	CURA		
orth	SOLLICITUDO		
foreign	Hamam	ara	
foreign	Hemm	ara	
foreign	Himma	ara	
foreign	Carb	ara	
foreign	Belilut	heb	
foreign	Caschascha	heb	
foreign	Lizfa	heb	
foreign	μελέτη	grc	
foreign	Cure	fra	
foreign	Soin	fra	
foreign	Souci	fra	
foreign	Cura	ita	
foreign	Pensiero	ita	
foreign	Travaglio	ita	
entry	CURA, CURATIO, SANATIO	0	
orth	CURA		
orth	CURATIO		
orth	SANATIO		
foreign	Tadvia	ara	
foreign	Ileg	ara	
foreign	Sifa	ara	
foreign	Gehah	heb	
foreign	Iehabh	heb	
foreign	Terufa	heb	
foreign	Rifoth	heb	
foreign	Rephuah	heb	
foreign	θεραπεία	grc	
foreign	ἴασις	grc	
foreign	Cure	fra	
foreign	Guérison	fra	
foreign	Curazione	ita	
entry	CURTUS	0	
orth	CURTUS		
foreign	Cazir	ara	
foreign	Cazar	heb	
foreign	Cazer	heb	
foreign	κολοβὸς	grc	
foreign	Court	fra	
foreign	Petit	fra	
foreign	Corto	ita	
entry	CURVUS, CURVITAS	0	
orth	CURVUS		
orth	CURVITAS		
foreign	Chava	ara	
foreign	Chavi	ara	
foreign	lnchine	ara	
foreign	Munchani	ara	
foreign	Mochni	ara	
foreign	Tacicaa	ara	
foreign	Mucaac	ara	
foreign	Cores	heb	
foreign	Schechuach	heb	
foreign	καμπύλος	grc	
foreign	καμπυλότης	grc	
foreign	Courbé	fra	
foreign	Courbe	fra	
foreign	Courbure	fra	
foreign	Piegatura	ita	
foreign	lncurvatura	ita	
foreign	Piegato	ita	
entry	CUSPIS	0	
orth	CUSPIS		
foreign	Malchas	ara	
foreign	lbhchah	heb	
foreign	αἰχμὴ	grc	
foreign	Pointe	fra	
foreign	Punta	ita	
entry	CUTICULA	0	
orth	CUTICULA		
foreign	Gulcida	ara	
foreign	ἐπιδερμὶς	grc	
foreign	Petite peau	fra	
foreign	Pelle picciola	ita	
foreign	Coticella	ita	
entry	CUTIS	0	
orth	CUTIS		
foreign	Geld	ara	
foreign	Gelde	ara	
foreign	Macala	ara	
foreign	Geled	heb	
foreign	Or	heb	
foreign	δέρμα	grc	
foreign	Peau	fra	
foreign	Cortica	ita	
foreign	Cotenna	ita	
entry	CYATHUS	0	
orth	CYATHUS		
foreign	Analasat	ara	
foreign	Kesat	ara	
foreign	Kisseta	heb	
foreign	κύαθος	grc	
foreign	Gobelet	fra	
foreign	Coupe	fra	
foreign	Bicchiere	ita	
foreign	Gotto	ita	
entry	DAMNUM	0	
orth	DAMNUM		
foreign	Chisarah	ara	
foreign	Nedsek	heb	
foreign	Raah	heb	
foreign	βλάβη	grc	
foreign	πῆμα	grc	
foreign	Dommage	fra	
foreign	Perte	fra	
foreign	Danno	ita	
entry	DEBILITAS, DEBILIS	0	
orth	DEBILITAS		
orth	DEBILIS		
foreign	Mashud	ara	
foreign	Teschut	ara	
foreign	Choli	heb	
foreign	Chelch	heb	
foreign	Chalasch	heb	
foreign	ἀσθένεια	grc	
foreign	Débilité	fra	
foreign	Foiblesse	fra	
foreign	Débile	fra	
foreign	Foible	fra	
foreign	Debolezza	ita	
foreign	Debità	ita	
foreign	Debole	ita	
entry	DECLINATIO MORBI	0	
orth	DECLINATIO MORBI		
foreign	Nacs	ara	
foreign	Nekida	ara	
foreign	Alruie	ara	
foreign	Mefetet	ara	
foreign	leridah	heb	
foreign	παρακμὴ	grc	
foreign	Déclin	fra	
foreign	Déchet des maladies	fra	
foreign	Amoindrissement	fra	
foreign	DeclinaZione	ita	
entry	DECOCTIO, DECOCTUM	0	
orth	DECOCTIO		
orth	DECOCTUM		
foreign	Tabcha	ara	
foreign	Mutbuch	ara	
foreign	Nazid	heb	
foreign	Tabhschila	heb	
foreign	Tufin	heb	
foreign	πέψις	grc	
foreign	ἕψημα	grc	
foreign	Décoction	fra	
foreign	Decozzione	ita	
foreign	Decotto	ita	
entry	DENIGRATIO	0	
orth	DENIGRATIO		
foreign	Savida	ara	
foreign	Sevida	ara	
foreign	Cadruth	heb	
foreign	μελασμὸς	grc	
foreign	Noircissure	fra	
foreign	Noirceur	fra	
foreign	Annegramento	ita	
entry	DENS, DENTES	0	
orth	DENS		
orth	DENTES		
foreign	Dars	ara	
foreign	Adras	ara	
foreign	Adaris	ara	
foreign	Dars cudumi	ara	
foreign	Dens incisorius	ara	
foreign	Schen	heb	
foreign	Schinaim	heb	
foreign	ὀδὼν	grc	
foreign	ὀδόντες	grc	
foreign	Dent	fra	
foreign	Dents	fra	
foreign	Dente	ita	
foreign	Denti	ita	
entry	DENSITAS, DENSUS	0	
orth	DENSITAS		
orth	DENSUS		
foreign	Ab	ara	
foreign	Abia	ara	
foreign	Abh	heb	
foreign	Abhi	heb	
foreign	Maabhah	heb	
foreign	Aboth	heb	
foreign	Gas	heb	
foreign	πυκνότης	grc	
foreign	πυκνὸς	grc	
foreign	Gras	fra	
foreign	Grasse	fra	
foreign	Epais	fra	
foreign	Epaisseur	fra	
foreign	Denso	ita	
foreign	Densità	ita	
entry	DENTIFRICIUM	0	
orth	DENTIFRICIUM		
foreign	Sunun	ara	
foreign	ὀδοντότριμμα	grc	
foreign	Cura-denti	ita	
entry	DENTISCALPIUM	0	
orth	DENTISCALPIUM		
foreign	Munacca	ara	
foreign	ὀδοντογλυφὶς	grc	
foreign	Curedent	fra	
foreign	Cura-denti	ita	
foreign	Scalza denti	ita	
entry	DENTITIO	0	
orth	DENTITIO		
foreign	Nubit	ara	
foreign	Alamanan	ara	
foreign	ὀδαξιρμὸς	grc	
foreign	ὀδοντίασις	grc	
foreign	La venue des dents	fra	
foreign	Dentigazione	ita	
entry	DEPILATIΟ, DEPILATORIUM	0	
orth	DEPILATIΟ		
orth	DEPILATORIUM		
foreign	Tamrit	ara	
foreign	Mantuf	ara	
foreign	Alschaar	ara	
foreign	Carcha	heb	
foreign	Merut	heb	
foreign	ψίλωθρον	grc	
foreign	Dépilatoire	fra	
foreign	Pelamento rimedio	ita	
entry	DEPRESSIO	0	
orth	DEPRESSIO		
foreign	Alchafad	ara	
foreign	Ieschach	heb	
foreign	Ieschaca	heb	
foreign	Nimicat	heb	
foreign	Schifla	heb	
foreign	ταπείνωσις	grc	
foreign	Dépression	fra	
foreign	Pressurée	fra	
foreign	Depressione	ita	
entry	DESPUMATIO	0	
orth	DESPUMATIO		
foreign	Tazfia	ara	
foreign	ἀπαφρισμὸς	grc	
foreign	Action d’écumer	fra	
foreign	Despumazione	ita	
entry	DESQUAMMATIO	0	
orth	DESQUAMMATIO		
foreign	Taqschira	ara	
foreign	ἀπολέπισις	grc	
foreign	Action d’écailler	fra	
foreign	Scagliazione	ita	
foreign	Scagliamento	ita	
entry	DESTILLATIO	0	
orth	DESTILLATIO		
foreign	Taqtir	ara	
foreign	Hatla	ara	
foreign	Tencifa	heb	
