object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
entry	ἀραιωτικὸς	0	
orth	ἀραιωτικὸς	grc	
foreign	relâchant	fra	
foreign	raréfiant	fra	
entry	ἀράχνη	0	
orth	ἀράχνη	grc	
foreign	araignée	fra	
entry	ἀραχνοειδὴς	0	
orth	ἀραχνοειδὴς	grc	
foreign	arachnoïde	fra	
entry	ἄργεμα, ἄργεμον, ἄργεμος	0	
orth	ἄργεμα	grc	
orth	ἄργεμον	grc	
orth	ἄργεμος	grc	
foreign	albugo	fra	
entry	ἄργιλλος	0	
orth	ἄργιλλος	grc	
foreign	argile	fra	
entry	ἄργυρος	0	
orth	ἄργυρος	grc	
foreign	argent	fra	
entry	ἀρθριτικὸς	0	
orth	ἀρθριτικὸς	grc	
foreign	arthritique	fra	
entry	ἀρθρῖτις	0	
orth	ἀρθρῖτις	grc	
foreign	arthrite	fra	
entry	ἄρθρον, ἄρθρωσις	0	
orth	ἄρθρον	grc	
orth	ἄρθρωσις	grc	
foreign	articulation	fra	
pb	1728	1742	
entry	ἀρθρωδία	0	
orth	ἀρθρωδία	grc	
foreign	arthrodie	fra	
entry	ἀριστολόχιον	0	
orth	ἀριστολόχιον	grc	
foreign	aristoloche	fra	
entry	ἁρμονία	0	
orth	ἁρμονία	grc	
foreign	harmonie	fra	
entry	ἀρνόγλωσσον	0	
orth	ἀρνόγλωσσον	grc	
foreign	plantain	fra	
entry	ἄῤῥοια	0	
orth	ἄῤῥοια	grc	
foreign	suppression d’un écoulement	fra	
entry	ἀρτηρία	0	
orth	ἀρτηρία	grc	
foreign	trachée-artère (la)	fra	
foreign	artère	fra	
entry	ἄρτος	0	
orth	ἄρτος	grc	
foreign	pain	fra	
entry	ἀρυταινοειδὴς	0	
orth	ἀρυταινοειδὴς	grc	
foreign	aryténoïde	fra	
entry	ἀρχίατρος	0	
orth	ἀρχίατρος	grc	
foreign	archiatre	fra	
entry	ἄρωμα	0	
orth	ἄρωμα	grc	
foreign	aromate	fra	
entry	ἀρωματικὸς	0	
orth	ἀρωματικὸς	grc	
foreign	aromatique	fra	
entry	ἄση	0	
orth	ἄση	grc	
foreign	dégoût	fra	
foreign	nausée	fra	
foreign	anxiété	fra	
entry	ἀσθένημα	0	
orth	ἀσθένημα	grc	
foreign	affaiblissement	fra	
entry	ἀσθένεια	0	
orth	ἀσθένεια	grc	
foreign	asthénie	fra	
entry	ἆσθμα	0	
orth	ἆσθμα	grc	
foreign	asthme	fra	
entry	ἀσθματικὸς	0	
orth	ἀσθματικὸς	grc	
foreign	asthmatique	fra	
entry	ἀσιτία	0	
orth	ἀσιτία	grc	
foreign	dégoût	fra	
foreign	inappétence	fra	
entry	ἄσιτος	0	
orth	ἄσιτος	grc	
entry	ἀσκαρὶς	0	
orth	ἀσκαρὶς	grc	
foreign	ascaride	fra	
entry	ἀσκίτης	0	
orth	ἀσκίτης	grc	
foreign	ascite	fra	
entry	ἀστράγαλος	0	
orth	ἀστράγαλος	grc	
foreign	astragale	fra	
foreign	vertèbre	fra	
entry	ἀστραπὴ	0	
orth	ἀστραπὴ	grc	
foreign	éclair	fra	
entry	ἀστροβολησία	0	
orth	ἀστροβολησία	grc	
foreign	sidération	fra	
entry	ἄσφαλτος	0	
orth	ἄσφαλτος	grc	
foreign	asphalte	fra	
entry	ἄσφυκτος	0	
orth	ἄσφυκτος	grc	
entry	ἀσφυξία	0	
orth	ἀσφυξία	grc	
entry	ἀτεκνία	0	
orth	ἀτεκνία	grc	
entry	ἀτοκία	0	
orth	ἀτοκία	grc	
foreign	atocie	fra	
entry	ἀτονία	0	
orth	ἀτονία	grc	
foreign	atonie	fra	
foreign	défaillance	fra	
entry	ἄτρητος	0	
orth	ἄτρητος	grc	
foreign	imperforé	fra	
entry	ἁτροφίαἀτροφία	0	
orth	ἀτροφία	grc	
foreign	atrophie	fra	
entry	αὐλίσκος	0	
orth	αὐλίσκος	grc	
foreign	cathéter	fra	
entry	αὔξησις	0	
orth	αὔξησις	grc	
foreign	accroissement	fra	
entry	αὔχηναὐχὴν	0	
orth	αὐχὴν	grc	
foreign	nuque (la)	fra	
entry	ἀφαίρεσις	0	
orth	ἀφαίρεσις	grc	
foreign	aphérèse	fra	
entry	ἄφεσις	0	
orth	ἄφεσις	grc	
foreign	rémission	fra	
entry	ἀφέψημα	0	
orth	ἀφέψημα	grc	
foreign	apozème	fra	
entry	ἁφὴ	0	
orth	ἁφὴ	grc	
foreign	toucher	fra	
entry	ἄφθαι	0	
orth	ἄφθαι	grc	
foreign	aphthes	fra	
entry	ἀφίστασθαι	0	
orth	ἀφίστασθαι	grc	
foreign	abcéder	fra	
entry	ἀφόδευμα, ἄφοδος	0	
orth	ἀφόδευμα	grc	
orth	ἄφοδος	grc	
foreign	excréments	fra	
entry	ἀφροδισιασμὸς	0	
orth	ἀφροδισιασμὸς	grc	
entry	ἀφροδίσιος	0	
orth	ἀφροδίσιος	grc	
foreign	aphrodisiaque	fra	
entry	ἄφυλλος	0	
orth	ἄφυλλος	grc	
foreign	aphylle	fra	
entry	ἀφωνία	0	
orth	ἀφωνία	grc	
foreign	aphonie	fra	
entry	ἀχλὺς	0	
orth	ἀχλὺς	grc	
foreign	néphélion	fra	
entry	ἄχνη ὀθονίου	0	
orth	ἄχνη ὀθονίου	grc	
foreign	charpie	fra	
entry	ἀχὼρ	0	
orth	ἀχὼρ	grc	
foreign	achor	fra	
entry	ἀψίνθιον	0	
orth	ἀψίνθιον	grc	
foreign	absinthe	fra	
entry	ἀψυχία	0	
orth	ἀψυχία	grc	
foreign	lipothymie	fra	
entry	βάδισις	0	
orth	βάδισις	grc	
foreign	marche	fra	
entry	βαθμὶς	0	
orth	βαθμὶς	grc	
foreign	cavité articulaire	fra	
entry	βάθρον ΙπποκράτειονἹπποκράτειον	0	
orth	βάθρον Ἱπποκράτειον	grc	
foreign	banc d’Hippocrate	fra	
entry	βαλανεῖον	0	
orth	βαλανεῖον	grc	
foreign	bain	fra	
entry	βάλανος	0	
orth	βάλανος	grc	
foreign	gland	fra	
foreign	pessaire	fra	
foreign	suppositoire	fra	
entry	βάλσαμον	0	
orth	βάλσαμον	grc	
foreign	baume	fra	
entry	βαπτιστήριον	0	
orth	βαπτιστήριον	grc	
foreign	baignoire	fra	
entry	βαρυηκοΐα	0	
orth	βαρυηκοΐα	grc	
foreign	dureté d’oreille	fra	
entry	βάτραχος	0	
orth	βάτραχος	grc	
foreign	ranule	fra	
foreign	grenouillette	fra	
entry	βδέλλα	0	
orth	βδέλλα	grc	
foreign	sangsue	fra	
entry	βελόνη	0	
orth	βελόνη	grc	
foreign	aiguille	fra	
entry	βὴξ	0	
orth	βὴξ	grc	
foreign	toux	fra	
entry	βηχικὸς	0	
orth	βηχικὸς	grc	
foreign	béchique	fra	
entry	βηχίον	0	
orth	βηχίον	grc	
entry	βλαισὸς	0	
orth	βλαισὸς	grc	
foreign	valgus	fra	
entry	βλέννα	0	
orth	βλέννα	grc	
foreign	mucus	fra	
entry	βλεφαρίδες	0	
orth	βλεφαρίδες	grc	
foreign	cils (les)	fra	
entry	βλέφαρον	0	
orth	βλέφαρον	grc	
foreign	paupière	fra	
entry	βλεφαρόξυστρον	0	
orth	βλεφαρόξυστρον	grc	
entry	βόθριον	0	
orth	βόθριον	grc	
foreign	bothrion	fra	
entry	βολβὸς	0	
orth	βολβὸς	grc	
foreign	bulbe	fra	
entry	βολβώδης	0	
orth	βολβώδης	grc	
foreign	bulbeux	fra	
entry	βόμβος	0	
orth	βόμβος	grc	
foreign	bourdonnement	fra	
entry	βορβορυγμὸς	0	
orth	βορβορυγμὸς	grc	
foreign	borborygme	fra	
entry	βότρυς	0	
orth	βότρυς	grc	
foreign	raisin	fra	
entry	βουβὼν	0	
orth	βουβὼν	grc	
foreign	aine	fra	
foreign	bubon	fra	
entry	βουβωνοκήλη	0	
orth	βουβωνοκήλη	grc	
foreign	bubonocèle	fra	
entry	βούκερας	0	
orth	βούκερας	grc	
foreign	fenugrec	fra	
entry	βουλίμιαβουλιμία, βουλιμίασις, βούλιμος	0	
orth	βουλιμία	grc	
orth	βουλιμίασις	grc	
orth	βούλιμος	grc	
foreign	boulimie	fra	
entry	βοῦς	0	
orth	βοῦς	grc	
foreign	bœuf	fra	
entry	βούτυρον	0	
orth	βούτυρον	grc	
foreign	beurre	fra	
entry	βραγχαλέος	0	
orth	βραγχαλέος	grc	
foreign	enroué	fra	
entry	βράγχια	0	
orth	βράγχια	grc	
foreign	branchies	fra	
entry	βράγχος	0	
orth	βράγχος	grc	
foreign	enrouement	fra	
entry	βραδυπεψία	0	
orth	βραδυπεψία	grc	
foreign	bradypepsie	fra	
entry	βράθυ	0	
orth	βράθυ	grc	
foreign	sabine (la)	fra	
entry	βραχίων	0	
orth	βραχίων	grc	
foreign	bras	fra	
entry	βραχύπνους	0	
orth	βραχύπνους	grc	
entry	βραχυπότης	0	
orth	βραχυπότης	grc	
entry	βρέγμα	0	
orth	βρέγμα	grc	
foreign	sinciput	fra	
foreign	bregma	fra	
entry	βρόχος	0	
orth	βρόχος	grc	
foreign	lacs	fra	
entry	βρόγχια	0	
orth	βρόγχια	grc	
foreign	bronches (les)	fra	
entry	βρογχοκήλη	0	
orth	βρογχοκήλη	grc	
foreign	bronchocèle	fra	
entry	βρόγχος	0	
orth	βρόγχος	grc	
foreign	gosier	fra	
entry	βρύον	0	
orth	βρύον	grc	
foreign	mousse	fra	
entry	βρῶμα	0	
orth	βρῶμα	grc	
foreign	nourriture	fra	
entry	γάγγλιον	0	
orth	γάγγλιον	grc	
foreign	ganglion	fra	
entry	γαγγλιώδης	0	
orth	γαγγλιώδης	grc	
foreign	gangliforme	fra	
entry	γάγγραινα	0	
orth	γάγγραινα	grc	
foreign	gangrène	fra	
entry	γαγγρανικὸς	0	
orth	γαγγρανικὸς	grc	
foreign	gangréneux	fra	
entry	γάλα	0	
orth	γάλα	grc	
foreign	lait	fra	
entry	γάλα σχιστὸν	0	
orth	γάλα σχιστὸν	grc	
foreign	petit-lait	fra	
entry	γάλα ὀρνίθων	0	
orth	γάλα ὀρνίθων	grc	
foreign	lait de poule	fra	
entry	γαλακτοπότης	0	
orth	γαλακτοπότης	grc	
foreign	galactopote	fra	
entry	γαλακτοφάγος	0	
orth	γαλακτοφάγος	grc	
entry	γαλακτοφόρος	0	
orth	γαλακτοφόρος	grc	
foreign	galactophore	fra	
entry	γαλάκτωσις	0	
orth	γαλάκτωσις	grc	
foreign	galactose	fra	
entry	γαλιάγκων	0	
orth	γαλιάγκων	grc	
entry	γαργαρεὼν	0	
orth	γαργαρεὼν	grc	
foreign	gosier	fra	
foreign	luette	fra	
entry	γαργαρίζω	0	
orth	γαργαρίζω	grc	
foreign	gargarise (je)	fra	
entry	γαργαρισμὸς	0	
orth	γαργαρισμὸς	grc	
foreign	gargarisme	fra	
entry	γαστὴρ	0	
orth	γαστὴρ	grc	
foreign	ventre	fra	
foreign	estomac	fra	
foreign	matrice	fra	
entry	γαστροκνήμιον	0	
orth	γαστροκνήμιον	grc	
foreign	gras de la jambe	fra	
foreign	mollet	fra	
entry	γαστροῤῥαφία	0	
orth	γαστροῤῥαφία	grc	
foreign	gastrorrhaphie	fra	
entry	γέλως	0	
orth	γέλως	grc	
foreign	ris	fra	
entry	γέλως σαρδῶος	0	
orth	γέλως σαρδῶος	grc	
foreign	ris sardonique	fra	
entry	γενέθλη	0	
orth	γενέθλη	grc	
foreign	naissance	fra	
entry	γένειον	0	
orth	γένειον	grc	
foreign	menton	fra	
entry	γένεσις	0	
orth	γένεσις	grc	
foreign	génération	fra	
entry	γένυς	0	
orth	γένυς	grc	
foreign	joue	fra	
entry	γεῦσις	0	
orth	γεῦσις	grc	
foreign	goût	fra	
entry	γῆρας	0	
orth	γῆρας	grc	
foreign	vieillesse	fra	
entry	γηροκομία	0	
orth	γηροκομία	grc	
foreign	soin de la vieillesse	fra	
entry	γίγγλυμος	0	
orth	γίγγλυμος	grc	
foreign	ginglyme	fra	
entry	γλάμη, γλήμη	0	
orth	γλάμη	grc	
orth	γλήμη	grc	
foreign	chassie	fra	
entry	γλαύκωμα, γλαύκωσις	0	
orth	γλαύκωμα	grc	
orth	γλαύκωσις	grc	
foreign	cataracte	fra	
entry	γλήνη	0	
orth	γλήνη	grc	
foreign	cavité articulaire	fra	
entry	γληνοειδὴς	0	
orth	γληνοειδὴς	grc	
foreign	glénoïde	fra	
entry	γλυκαίνω	0	
orth	γλυκαίνω	grc	
foreign	édulcore (j')	fra	
entry	γλυκύῤῥιζα	0	
orth	γλυκύῤῥιζα	grc	
foreign	réglisse	fra	
entry	γλῶσσα, γλῶττα	0	
orth	γλῶσσα	grc	
orth	γλῶττα	grc	
foreign	langue	fra	
entry	γλωσσοκάτοχον	0	
orth	γλωσσοκάτοχον	grc	
foreign	glossocatoche	fra	
entry	γλωσσόκομον, γλωττοκομεῖον	0	
orth	γλωσσόκομον	grc	
orth	γλωττοκομεῖον	grc	
foreign	glossocome	fra	
entry	γλωττὶς	0	
orth	γλωττὶς	grc	
foreign	glotte	fra	
entry	γνάθος	0	
orth	γνάθος	grc	
foreign	joue	fra	
foreign	mâchoire	fra	
entry	γογγρώνη	0	
orth	γογγρώνη	grc	
foreign	goître	fra	
entry	γομφίασις	0	
orth	γομφίασις	grc	
foreign	mal aux dents (à l’époque de la dentition)	fra	
entry	γόμφιος	0	
orth	γόμφιος	grc	
foreign	dent molaire	fra	
entry	γόμφωσις	0	
orth	γόμφωσις	grc	
foreign	gomphose	fra	
entry	γονὴ	0	
orth	γονὴ	grc	
foreign	fœtus	fra	
foreign	semence	fra	
foreign	sperme	fra	
foreign	matrice (la)	fra	
entry	γόνιμος	0	
orth	γόνιμος	grc	
foreign	prolifique	fra	
entry	γονίμη ἡμέρα	0	
orth	γονίμη ἡμέρα	grc	
foreign	jour impair	fra	
entry	γονόῤῥοια	0	
orth	γονόῤῥοια	grc	
foreign	gonorrhée	fra	
entry	γόνυ	0	
orth	γόνυ	grc	
foreign	genou	fra	
entry	γρύπωσις	0	
orth	γρύπωσις	grc	
foreign	courbure des ongles	fra	
entry	γυῖον	0	
orth	γυῖον	grc	
foreign	membre	fra	
entry	γυμνόσπερμος	0	
orth	γυμνόσπερμος	grc	
foreign	gymnosperme	fra	
entry	γωνία	0	
orth	γωνία	grc	
foreign	angle	fra	
entry	δάκρυ, δάκρυον	0	
orth	δάκρυ	grc	
orth	δάκρυον	grc	
foreign	larme	fra	
entry	δακτύλιος	0	
orth	δακτύλιος	grc	
foreign	anus	fra	
entry	δακτυλιώτης	0	
orth	δακτυλιώτης	grc	
foreign	doigt annulaire	fra	
entry	δάκτυλος	0	
orth	δάκτυλος	grc	
foreign	doigt	fra	
foreign	datte	fra	
entry	δαρτὸς χιτὼν	0	
orth	δαρτὸς χιτὼν	grc	
foreign	dartos	fra	
entry	δελφὺς	0	
orth	δελφὺς	grc	
foreign	matrice	fra	
entry	δένδρον	0	
orth	δένδρον	grc	
foreign	arbre	fra	
entry	δέρμα	0	
orth	δέρμα	grc	
foreign	peau	fra	
entry	δερμάτινος	0	
orth	δερμάτινος	grc	
foreign	cutané	fra	
entry	δευτέριον	0	
orth	δευτέριον	grc	
foreign	arrière-faix (l')	fra	
entry	δευτεροπάθεια	0	
orth	δευτεροπάθεια	grc	
foreign	deutéropathie	fra	
entry	διαβήτης	0	
orth	διαβήτης	grc	
foreign	diabète	fra	
entry	διάβρωσις	0	
orth	διάβρωσις	grc	
foreign	diabrose	fra	
foreign	érosion	fra	
entry	διάγνωσις	0	
orth	διάγνωσις	grc	
foreign	diagnostic	fra	
entry	διαγνωστικὸς	0	
orth	διαγνωστικὸς	grc	
foreign	diagnostique	fra	
entry	διάθεσις	0	
orth	διάθεσις	grc	
foreign	diathèse	fra	
entry	διαίρεσις	0	
orth	διαίρεσις	grc	
foreign	diérèse	fra	
foreign	incision	fra	
entry	δίαιτα	0	
orth	δίαιτα	grc	
foreign	diète	fra	
entry	διαιτητικὴ	0	
orth	διαιτητικὴ	grc	
foreign	diététique (la)	fra	
entry	διακοπὴ	0	
orth	διακοπὴ	grc	
foreign	incision	fra	
foreign	diacopé	fra	
entry	διάπασμα	0	
orth	διάπασμα	grc	
foreign	diapasme	fra	
entry	διαπήδησις	0	
orth	διαπήδησις	grc	
foreign	diapédèse	fra	
entry	διαπνέω	0	
orth	διαπνέω	grc	
foreign	transpire (je)	fra	
entry	διαπνοὴ	0	
orth	διαπνοὴ	grc	
foreign	transpiration	fra	
entry	διαπύησις	0	
orth	διαπύησις	grc	
foreign	suppuration	fra	
entry	διαπυητικὸς	0	
orth	διαπυητικὸς	grc	
foreign	suppuratif	fra	
pb	1729	1743	
entry	διάρθρωσις	0	
orth	διάρθρωσις	grc	
foreign	diarthrose	fra	
entry	διάῤῥοια	0	
orth	διάῤῥοια	grc	
foreign	diarrhée	fra	
entry	διάστασις	0	
orth	διάστασις	grc	
foreign	diastase	fra	
entry	διαστολὴ	0	
orth	διαστολὴ	grc	
foreign	diastole	fra	
entry	διάστρεμμα	0	
orth	διάστρεμμα	grc	
foreign	entorse	fra	
entry	διάτριμμα	0	
orth	διάτριμμα	grc	
foreign	excoriation	fra	
entry	διαφόρησις	0	
orth	διαφόρησις	grc	
foreign	diaphorèse	fra	
entry	διαφορητικὸς	0	
orth	διαφορητικὸς	grc	
foreign	diaphorétique	fra	
entry	διάφραγμα	0	
orth	διάφραγμα	grc	
foreign	diaphragme	fra	
foreign	voile	fra	
entry	διάφυσις	0	
orth	διάφυσις	grc	
foreign	diaphyse	fra	
entry	διάχυσις	0	
orth	διάχυσις	grc	
foreign	résolution d’une tumeur	fra	
entry	διαχώρησις, διαχώρημα	0	
orth	διαχώρησις	grc	
orth	διαχώρημα	grc	
foreign	selle	fra	
foreign	évacuation alvine	fra	
entry	δίδυμος	0	
orth	δίδυμος	grc	
foreign	jumeau	fra	
foreign	testicule	fra	
entry	διδυμοτόκος	0	
orth	διδυμοτόκος	grc	
entry	διήθησις	0	
orth	διήθησις	grc	
foreign	filtration	fra	
entry	δίκροτος	0	
orth	δίκροτος	grc	
foreign	dicrote	fra	
entry	δῖνος	0	
orth	δῖνος	grc	
foreign	vertige	fra	
foreign	étourdissement	fra	
entry	διόγκωσις	0	
orth	διόγκωσις	grc	
foreign	tuméfaction	fra	
entry	διόρθωσις	0	
orth	διόρθωσις	grc	
foreign	réduction d’une fracture	fra	
entry	διόῤῥωσις	0	
orth	διόῤῥωσις	grc	
foreign	transformation en petit-lait	fra	
entry	διουρητικὸς	0	
orth	διουρητικὸς	grc	
foreign	diurétique	fra	
entry	διπλοὴ	0	
orth	διπλοὴ	grc	
foreign	diploé	fra	
entry	δίπους	0	
orth	δίπους	grc	
foreign	bipède	fra	
entry	δίπτερος	0	
orth	δίπτερος	grc	
foreign	diptère	fra	
entry	διστιχίασις	0	
orth	διστιχίασις	grc	
foreign	distichiasis	fra	
entry	δίψα	0	
orth	δίψα	grc	
foreign	soif	fra	
entry	διψητικὸς	0	
orth	διψητικὸς	grc	
foreign	altérant	fra	
entry	δόγμα	0	
orth	δόγμα	grc	
foreign	dogme	fra	
entry	δογματικὸς	0	
orth	δογματικὸς	grc	
foreign	dogmatique	fra	
entry	δοθιὴν	0	
orth	δοθιὴν	grc	
foreign	furoncle	fra	
entry	δοκιμασία	0	
orth	δοκιμασία	grc	
foreign	docimasie	fra	
entry	δορκαδίζων	0	
orth	δορκαδίζων	grc	
foreign	caprisant	fra	
entry	δόσις	0	
orth	δόσις	grc	
foreign	dose	fra	
entry	δραστικὸς	0	
orth	δραστικὸς	grc	
foreign	actif	fra	
foreign	drastique	fra	
entry	δρόμος	0	
orth	δρόμος	grc	
foreign	course	fra	
entry	δρυπεπὴς, δρυπετὴς	0	
orth	δρυπεπὴς	grc	
orth	δρυπετὴς	grc	
foreign	drupe	fra	
entry	δρώπαξ	0	
orth	δρώπαξ	grc	
entry	δύναμις	0	
orth	δύναμις	grc	
foreign	force	fra	
foreign	remède	fra	
foreign	efficacité	fra	
entry	δυσαισθησία	0	
orth	δυσαισθησία	grc	
foreign	dysesthésie	fra	
entry	δυσαναγωγὸς	0	
orth	δυσαναγωγὸς	grc	
entry	δυσεντερία	0	
orth	δυσεντερία	grc	
foreign	dysentérie	fra	
entry	δυσηκοΐα	0	
orth	δυσηκοΐα	grc	
foreign	dureté de l’ouïe	fra	
entry	δυσθυμία	0	
orth	δυσθυμία	grc	
foreign	découragement	fra	
entry	δυσκινησία	0	
orth	δυσκινησία	grc	
entry	δυσκρασία	0	
orth	δυσκρασία	grc	
foreign	dyscrasie	fra	
entry	δυσουρία	0	
orth	δυσουρία	grc	
foreign	dysurie	fra	
entry	δυσπεψία	0	
orth	δυσπεψία	grc	
foreign	dyspepsie	fra	
entry	δύσπνοια	0	
orth	δύσπνοια	grc	
foreign	dyspnée	fra	
entry	δυσπνοϊκὸς	0	
orth	δυσπνοϊκὸς	grc	
foreign	essoufflé	fra	
entry	δυστοκία	0	
orth	δυστοκία	grc	
foreign	dystocie	fra	
entry	δυσφορία	0	
orth	δυσφορία	grc	
foreign	anxiété	fra	
foreign	malaise	fra	
entry	ἐγγαστρίμυθος	0	
orth	ἐγγαστρίμυθος	grc	
foreign	engastrimythe	fra	
foreign	ventriloque	fra	
entry	ἐγγείσωμα	0	
orth	ἐγγείσωμα	grc	
foreign	embarrure	fra	
entry	ἐγκανθὶς	0	
orth	ἐγκανθὶς	grc	
foreign	encanthis	fra	
entry	ἔγκατα	0	
orth	ἔγκατα	grc	
foreign	intestins	fra	
entry	ἐγκέφαλος	0	
orth	ἐγκέφαλος	grc	
foreign	encéphale	fra	
foreign	cerveau	fra	
entry	ἐγκέφαλος ὀπίσθιος	0	
orth	ἐγκέφαλος ὀπίσθιος	grc	
foreign	cervelet	fra	
entry	ἐγκοίλια	0	
orth	ἐγκοίλια	grc	
foreign	intestins	fra	
entry	ἐγκοπὴ	0	
orth	ἐγκοπὴ	grc	
foreign	incision	fra	
entry	ἐγχάραξις	0	
orth	ἐγχάραξις	grc	
foreign	scarification	fra	
entry	ἐγχέλυς	0	
orth	ἐγχέλυς	grc	
foreign	anguille	fra	
entry	ἔγχρισμα	0	
orth	ἔγχρισμα	grc	
foreign	onguent	fra	
entry	ἐγχύμωσις	0	
orth	ἐγχύμωσις	grc	
foreign	ecchymose	fra	
entry	ἔγχυσις, ἔγχυτον	0	
orth	ἔγχυσις	grc	
orth	ἔγχυτον	grc	
foreign	infusion	fra	
entry	ἕδρα	0	
orth	ἕδρα	grc	
foreign	anus	fra	
foreign	hédra	fra	
entry	ἔθος	0	
orth	ἔθος	grc	
foreign	habitude	fra	
entry	εἰλεὸς	0	
orth	εἰλεὸς	grc	
foreign	iléus	fra	
entry	εἵλιξ	0	
orth	εἵλιξ	grc	
foreign	hélix	fra	
entry	εἰσβολὴ	0	
orth	εἰσβολὴ	grc	
foreign	invasion	fra	
foreign	attaque	fra	
foreign	épisémasie	fra	
foreign	paroxysme	fra	
entry	εἰσπνοὴ	0	
orth	εἰσπνοὴ	grc	
foreign	inspiration	fra	
entry	ἐκβόλιος	0	
orth	ἐκβόλιος	grc	
foreign	abortif	fra	
entry	ἐκζέματα	0	
orth	ἐκζέματα	grc	
foreign	échauboulures	fra	
entry	ἔκζεσις	0	
orth	ἔκζεσις	grc	
foreign	effervescence	fra	
entry	ἔκθλιμμα	0	
orth	ἔκθλιμμα	grc	
foreign	contusion	fra	
entry	ἐκκοπὴ	0	
orth	ἐκκοπὴ	grc	
foreign	entaille	fra	
entry	ἐκκοπρωτικὸς	0	
orth	ἐκκοπρωτικὸς	grc	
foreign	eccoprotique	fra	
entry	ἔκλειγμα, ἐκλεικτὸν	0	
orth	ἔκλειγμα	grc	
orth	ἐκλεικτὸν	grc	
foreign	éclegme	fra	
entry	ἔκλυσις	0	
orth	ἔκλυσις	grc	
foreign	lipothymie	fra	
entry	ἐκπίεσμα	0	
orth	ἐκπίεσμα	grc	
foreign	ecpiesme	fra	
entry	ἔκπληξις	0	
orth	ἔκπληξις	grc	
foreign	stupeur	fra	
entry	ἐκπνοὴ	0	
orth	ἐκπνοὴ	grc	
foreign	expiration	fra	
entry	ἐκπυεῖσθαι	0	
orth	ἐκπυεῖσθαι	grc	
foreign	suppurer	fra	
foreign	aboutir	fra	
entry	ἐκπύημα	0	
orth	ἐκπύημα	grc	
foreign	empyème	fra	
entry	ἐκπυητικὸς	0	
orth	ἐκπυητικὸς	grc	
foreign	suppuratif	fra	
entry	ἔκρυσις	0	
orth	ἔκρυσις	grc	
foreign	écoulement	fra	
foreign	faux germe	fra	
entry	ἔκστασις	0	
orth	ἔκστασις	grc	
foreign	transport	fra	
entry	ἑκτικὸς	0	
orth	ἑκτικὸς	grc	
foreign	hectique	fra	
entry	ἐκτομὴ	0	
orth	ἐκτομὴ	grc	
foreign	excision	fra	
foreign	castration	fra	
entry	ἐκτομίας	0	
orth	ἐκτομίας	grc	
foreign	eunuque	fra	
entry	ἔκτριμμα	0	
orth	ἔκτριμμα	grc	
foreign	excoriation	fra	
entry	ἐκτρόπιον	0	
orth	ἐκτρόπιον	grc	
foreign	ectropion	fra	
entry	ἔκτρωμα, ἔκτρωσις, ἐκτρωσμὸς	0	
orth	ἔκτρωμα	grc	
orth	ἔκτρωσις	grc	
orth	ἐκτρωσμὸς	grc	
foreign	avortement	fra	
entry	ἐκτρωτικὸς	0	
orth	ἐκτρωτικὸς	grc	
foreign	abortif	fra	
entry	ἐκφρακτικὸς	0	
orth	ἐκφρακτικὸς	grc	
foreign	désobstruant	fra	
entry	ἐκχύλωσις	0	
orth	ἐκχύλωσις	grc	
foreign	extraction d’un liquide	fra	
entry	ἐκχύμωμα, ἐκχύμωσις	0	
orth	ἐκχύμωμα	grc	
orth	ἐκχύμωσις	grc	
foreign	ecchymose	fra	
entry	ἔλαιον	0	
orth	ἔλαιον	grc	
foreign	huile	fra	
entry	ἐλατήριον	0	
orth	ἐλατήριον	grc	
foreign	purgatif	fra	
entry	ἐλεφαντίασις, ἔλεφας	0	
orth	ἐλεφαντίασις	grc	
orth	ἔλεφας	grc	
foreign	éléphantiasis	fra	
entry	ἕλκος	0	
orth	ἕλκος	grc	
foreign	ulcère	fra	
entry	ἑλκτικὸς	0	
orth	ἑλκτικὸς	grc	
entry	ἑλκύδριον	0	
orth	ἑλκύδριον	grc	
entry	ἑλκυστὴρ, ἐμβρυουλκός	0	
orth	ἑλκυστὴρ	grc	
orth	ἐμβρυουλκός	grc	
entry	ἑλκώδης	0	
orth	ἑλκώδης	grc	
foreign	ulcéré	fra	
foreign	ulcéreux	fra	
entry	ἕλκωμα, ἕλκωσις	0	
orth	ἕλκωμα	grc	
orth	ἕλκωσις	grc	
foreign	ulcération	fra	
entry	ἐλλέβορος	0	
orth	ἐλλέβορος	grc	
foreign	ellébore	fra	
entry	ἔλμινς	0	
orth	ἔλμινς	grc	
foreign	ver	fra	
entry	ἔλυτρον	0	
orth	ἔλυτρον	grc	
foreign	enveloppe	fra	
entry	ἑλώδης	0	
orth	ἑλώδης	grc	
foreign	paludéen	fra	
entry	ἐμβολὴ	0	
orth	ἐμβολὴ	grc	
foreign	réduction	fra	
entry	ἐμβροχὴ	0	
orth	ἐμβροχὴ	grc	
foreign	embrocation	fra	
entry	ἐμβρυοθλάστης	0	
orth	ἐμβρυοθλάστης	grc	
entry	ἐμβρυοτομία	0	
orth	ἐμβρυοτομία	grc	
foreign	embryotomie	fra	
entry	ἐμβρυουλκὸς	0	
orth	ἐμβρυουλκὸς	grc	
entry	ἐμεσία	0	
orth	ἐμεσία	grc	
foreign	vomiturition	fra	
entry	ἐμετικὸς	0	
orth	ἐμετικὸς	grc	
foreign	émétique	fra	
