object			
volume	27898	Littré-Gilbert (21e éd.)	1908
orth	Caracha		
entry	Caractère	0	
orth	Caractère		
ref	Anatomie		
ref	Biotaxie		
ref	Fonction		
term	Caractère artificiel		
term	Caractère naturel		
term	Caractères d’adaptation		
term	Caractère clinique		
ref	Clinique		
entry	Caragne	1	
orth	Caragne		
pb	228	0238	
term	minata		
entry	Carambolier	0	
orth	Carambolier		
term	Averrhoa		
entry	Caramel	0	
orth	Caramel		
entry	Caramélane, Caramélène, Caraméline	0	
orth	Caramélane		
orth	Caramélène		
orth	Caraméline		
ref	Caramel		
entry	Carapa	0	
orth	Carapa		
ref	Carapine		
ref	Touloucounin		
entry	Carapine	0	
orth	Carapine		
entry	Caraté, Caratée, Carathès	0	
orth	Caraté		
orth	Caratée		
orth	Carathès		
entry	Carbamate	0	
orth	Carbamate		
entry	Carbamide	0	
orth	Carbamide		
entry	Carbamique	0	
orth	Carbamique		
term	Acide carbamique		
term	Éther carbamique		
ref	Uréthane		
entry	Carbazotate	0	
orth	Carbazotate		
ref	Picrate		
entry	Carbazotique	0	
orth	Carbazotique		
ref	Picrique		
entry	Carbobenzoïque	0	
orth	Carbobenzoïque		
ref	Myroxylique		
ref	Benzoïque		
entry	Carbolique	0	
orth	Carbolique		
ref	Phénique		
entry	Carbolisme	0	
orth	Carbolisme		
entry	Carbonate	2	
orth	Carbonate		
term	Carbonate d’ammoniaque		
ref	Eau		
ref	Esprit		
ref	Goutte		
term	Carbonate de calcium		
term	Carbonate de chaux		
ref	Yeux d’écrevisse		
term	Carbonate de fer		
pb	229	0239	
ref	Pilule		
term	Carbonate de lithine		
term	Carbonate de lithine		
term	Carbonate de magnésie		
ref	Eac		
term	Carbonate de manganèse		
term	Carbonate de plomb		
ref	Onguent		
ref	Emplatre		
term	Carbonates de potasse		
ref	Eau		
ref	Potion		
ref	Pommade		
term	Carbonates de soude		
ref	Limonade		
ref	Potion		
ref	Poudré		
ref	Tablette		
ref	Soude		
pb	230	0240	
ref	Bain		
ref	Pommade		
entry	Carbonculaire, Carbunculaire	0	
orth	Carbonculaire		
orth	Carbunculaire		
term	Maladie carbonculaire		
ref	Charbon		
entry	Carbonculeux	0	
orth	Carbonculeux		
entry	Carbone	0	
orth	Carbone		
term	Hydriodure de carbone		
ref	Iodoforme		
term	Oxyde de carbone		
ref	Oxyde		
term	Sulfure de carbone		
ref	Sulfure		
entry	Carboné	0	
orth	Carboné		
term	Aliment carboné		
ref	Aliment		
term	Hydrogène carboné		
ref	Hydrogène		
entry	Carbonémie	0	
orth	Carbonémie		
entry	Carboneux	0	
orth	Carboneux		
ref	Carbonite		
entry	Carbonique	0	
orth	Carbonique		
term	Acide carbonique		
ref	Oxyde		
ref	Vapeur		
ref	Potion		
term	Sulfide carbonique		
ref	Sulfure		
entry	Carbonométrie	0	
orth	Carbonométrie		
entry	Carbosulfure	0	
orth	Carbosulfure		
entry	Carbure	0	
orth	Carbure		
term	Carbure bihydrique		
ref	Hydrogène		
term	Carbure de calcium		
term	Carbure de chlore		
ref	Chlorure		
term	Carbures d’hydrogène		
term	Carbure de potassium		
ref	Anthracokali		
term	Carbure de soufre		
ref	Sulfure		
entry	Carburé	0	
orth	Carburé		
entry	Carcanières	0	
orth	Carcanières		
entry	Carcapulll	0	
orth	Carcapulll		
ref	Garcinia		
ref	Gomme-gutte		
entry	Carchésien	0	
orth	Carchésien		
term	Lacs carchésien		
entry	Carcinie	0	
orth	Carcinie		
entry	Carcinomateux	0	
orth	Carcinomateux		
entry	Carcinome	1	
orth	Carcinome		
pb	231	0241	
term	Carcinome		
term	Carcinome asbolique du scrotum		
ref	Épithélioma		
entry	Carcinose	0	
orth	Carcinose		
term	Carcinose miliaire aiguë		
entry	Cardamine	0	
orth	Cardamine		
term	Cardamine pratensis		
entry	Cardamome	0	
orth	Cardamome		
term	fructus cardamomi		
entry	Cardarelli	0	
orth	Cardarelli		
term	Maladie de Cardarelli		
ref	Scbglossite		
entry	Carde poirée	0	
orth	Carde poirée		
ref	Bette		
entry	Cardère	0	
orth	Cardère		
entry	Cardeur	0	
orth	Cardeur		
entry	Cardia	0	
orth	Cardia		
ref	Oesophage		
entry	Cardiacalgie	0	
orth	Cardiacalgie		
ref	Angine		
entry	Cardiagraphie	0	
orth	Cardiagraphie		
ref	Cardiographie		
entry	Cardiagre	0	
orth	Cardiagre		
ref	Cardiaîgie		
entry	Cardiaire	0	
orth	Cardiaire		
entry	Cardialgie	1	
orth	Cardialgie		
pb	232	0242	
ref	Angine		
entry	Cardialogie	0	
orth	Cardialogie		
ref	Cardiologie		
entry	Cardianastrophe	0	
orth	Cardianastrophe		
ref	Inversion		
entry	Cardiaque	0	
orth	Cardiaque		
term	Artères cardiaques ou coronaires du cœur		
term	Centre cardiaque		
ref	Réflexe		
term	Ganglions, nerfs et plexus cardiaques		
ref	Innervation		
term	Orifice cardiaque de l’estomac		
ref	Cardia		
ref	Estomac		
term	Pulsation cardiaque		
ref	Pulsation		
term	Veines cardiaques		
term	Maladie cardiaque		
term	Passion cardiaque		
entry	Cardiaque	0	
orth	Cardiaque		
ref	Agripaume		
entry	Cardiarctie	0	
orth	Cardiarctie		
ref	Cardiosténose		
entry	Cardiatélie	0	
orth	Cardiatélie		
entry	Cardiatomie	0	
orth	Cardiatomie		
ref	Cardiotomie		
entry	Cardiectasie	0	
orth	Cardiectasie		
entry	Cardiélcose	0	
orth	Cardiélcose		
entry	Cardinal	0	
orth	Cardinal		
term	Veines cardinales		
term	Humeurs cardinales		
entry	Cardinale	0	
orth	Cardinale		
ref	Lobelie		
entry	Cardine	0	
orth	Cardine		
ref	Opothérapie		
entry	Cardiocèle	0	
orth	Cardiocèle		
entry	Cardio-cristaux	0	
orth	Cardio-cristaux		
entry	Cardiodémie	0	
orth	Cardiodémie		
entry	Cardiodynie	0	
orth	Cardiodynie		
entry	Cardiogme	0	
orth	Cardiogme		
entry	Cardiogramme	0	
orth	Cardiogramme		
entry	Cardiographe	1	
orth	Cardiographe		
pb	233	0243	
term	Cardiogramme		
term	exploratrice		
ref	Cardiogbamme		
ref	Enregistreur		
entry	Cardiographie	0	
orth	Cardiographie		
entry	Cardiographique	0	
orth	Cardiographique		
term	Expériences cardiographiques		
ref	Graphique		
entry	Cardioïde	0	
orth	Cardioïde		
entry	Cardiologie	0	
orth	Cardiologie		
entry	Cardiomalacie	0	
orth	Cardiomalacie		
entry	Cardiomètre	0	
orth	Cardiomètre		
ref	Hémodynamomètre		
entry	Cardionose	0	
orth	Cardionose		
entry	Cardiopalmie	0	
orth	Cardiopalmie		
entry	Cardiopathie	0	
orth	Cardiopathie		
entry	Cardiopéricardite	0	
orth	Cardiopéricardite		
entry	Cardioplectique	0	
orth	Cardioplectique		
entry	Cardioplégie	0	
orth	Cardioplégie		
entry	Cardiopneumatique	0	
orth	Cardiopneumatique		
term	Mouvements cardiopneumatiques		
entry	Cardiopneumographe	0	
orth	Cardiopneumographe		
entry	Cardiopuncture	0	
orth	Cardiopuncture		
entry	Cardiorrhexie	1	
orth	Cardiorrhexie		
pb	234	0244	
entry	Cardiosclérose	0	
orth	Cardiosclérose		
entry	Cardioscope	0	
orth	Cardioscope		
entry	Cardioscopie	0	
orth	Cardioscopie		
entry	Cardiosténome	0	
orth	Cardiosténome		
entry	Cardiosténose	0	
orth	Cardiosténose		
entry	Cardiotomie	0	
orth	Cardiotomie		
entry	Cardiotrophie	0	
orth	Cardiotrophie		
entry	Cardio-vasculaire	0	
orth	Cardio-vasculaire		
entry	Cardite	0	
orth	Cardite		
ref	Myocardite		
entry	Carditique	0	
orth	Carditique		
term	Fièvre carditique		
entry	Cardivalvulité	0	
orth	Cardivalvulité		
entry	Cardol	0	
orth	Cardol		
entry	Cardon	0	
orth	Cardon		
entry	Cardopathium	0	
orth	Cardopathium		
ref	Chamæléon		
entry	Carébarie	0	
orth	Carébarie		
entry	Carène	0	
orth	Carène		
term	Front en carène		
term	Thorax en carène		
entry	Caret	0	
orth	Caret		
ref	Écaille		
entry	Carex	0	
orth	Carex		
entry	Carica-papaya	0	
orth	Carica-papaya		
ref	Papayer		
entry	Caride	0	
orth	Caride		
entry	Carie	1	
orth	Carie		
pb	235	0245	
term	Carie sèche		
term	Carie dentaire		
term	Carie dentaire		
term	Carie dentaire profonde		
ref	Odostalgie		
term	Carie syphilitique		
entry	Carié	0	
orth	Carié		
term	carie exesus		
entry	Carieux	0	
orth	Carieux		
term	cariosus		
term	Ulcère carieux		
entry	Carissa	0	
orth	Carissa		
entry	Carline	1	
orth	Carline		
pb	236	0246	
ref	Chamæléon		
entry	Carlsbad	0	
orth	Carlsbad		
entry	Carmentine	0	
orth	Carmentine		
term	Justitia pectoralis		
entry	Carmin	0	
orth	Carmin		
ref	Carmine		
term	Picrocarminate d’ammoniaque		
ref	Ptcrocakmix		
term	Carmin d’indigo		
ref	Puémcixe		
entry	Carminatif	0	
orth	Carminatif		
term	Espèces carminalwes		
term	Esprit carminalif		
ref	Esprit		
term	Poudre carminative		
ref	Poudre		
term	Régime carminalif		
entry	Carminatifs	0	
orth	Carminatifs		
entry	Carmine	0	
orth	Carmine		
entry	Carminique	0	
orth	Carminique		
term	Acide carminique		
entry	Carné	0	
orth	Carné		
term	Alimentation ou régime carné		
entry	Carnification	1	
orth	Carnification		
term	Carnification pulmonaire		
pb	237	0247	
entry	Carnifié	0	
orth	Carnifié		
entry	Carniforme	0	
orth	Carniforme		
entry	Carnine	0	
orth	Carnine		
entry	Carnisation	0	
orth	Carnisation		
entry	Carnosité	0	
orth	Carnosité		
entry	Caroba	0	
orth	Caroba		
entry	Caroncule	0	
orth	Caroncule		
term	Caroncule mamiliaire		
ref	Mamillajke		
term	Caroncules myrti formes		
term	Caroncules papillaires		
term	Caroncule de l’urètre		
ref	Urétuale		
entry	Caronculeux	0	
orth	Caronculeux		
entry	Carotide	1	
orth	Carotide		
term	Carotides primitives		
term	Carotide externe		
term	Carotide interne		
pb	238	0248	
entry	Carotidien	0	
orth	Carotidien		
term	Conduit ou canal carotidien		
term	Ganglion carotidien		
ref	Ganglion		
term	Plexus carotidien		
term	Tronc carotidien		
term	Trous carotidiens interne et externe		
entry	Carotique	0	
orth	Carotique		
term	Sommeil ou assoupissement carotique		
entry	Carotte	0	
orth	Carotte		
entry	Carottine	0	
orth	Carottine		
entry	Caroub	0	
orth	Caroub		
term	Caroubde Judée		
entry	Caroube	0	
orth	Caroube		
entry	Caroubier	0	
orth	Caroubier		
entry	Carouge	0	
orth	Carouge		
ref	Cakocbe		
entry	Carpaïne	1	
orth	Carpaïne		
pb	239	0249	
entry	Carpasus, Carpasum	0	
orth	Carpasus		
orth	Carpasum		
entry	Carpe	0	
orth	Carpe		
ref	Cyprin		
entry	Carpe	0	
orth	Carpe		
entry	Carpesujm	0	
orth	Carpesujm		
entry	Carphologie	0	
orth	Carphologie		
entry	Carpien	0	
orth	Carpien		
term	carplus, carpianus		
term	Articulations carpiennes		
term	Oscarpiens		
ref	Carpe		
entry	Carpobalsamum	0	
orth	Carpobalsamum		
foreign	Balsamkörner	deu	
entry	Carpo-carpien	0	
orth	Carpo-carpien		
term	Articulation carpo-carpienne		
entry	Carpo-métacarpien	0	
orth	Carpo-métacarpien		
term	Carpo-métacarpien du petit doigt		
ref	Opposant		
term	Carpo-métacarpien du pouce		
ref	Opposant		
entry	Carpo-pédal	0	
orth	Carpo-pédal		
term	Spasme carpo-pédal		
entry	Carpo-phalangien	0	
orth	Carpo-phalangien		
ref	Fléchisseur		
term	Carpo-phalangien du cinquième doigt		
ref	Adducteur		
entry	Carpo-sus-phalangien	0	
orth	Carpo-sus-phalangien		
ref	Adducteur		
entry	Carragahéenine	0	
orth	Carragahéenine		
entry	Carrageen, Carragaheen	0	
orth	Carrageen		
orth	Carragaheen		
term	mousse perlée, mousse d’Irlande, Fucus crispus		
entry	Carré	0	
orth	Carré		
term	Carré crural		
term	Carré de la lèvre inférieure		
term	abaisseur de la lèvre inférieure		
term	Carré lombaire		
term	Carre du pied		
ref	Pédieux		
term	Carré pronateur		
ref	Phonateur		
entry	Carré	0	
orth	Carré		
foreign	viereckig	deu	
foreign	square	eng	
foreign	quadrato	ita	
foreign	cuadrado	spa	
term	Lobe carré du foie		
term	Os carré		
ref	Lntebpakiétal		
entry	Carreau	1	
orth	Carreau		
pb	240	0250	
entry	Carrion	0	
orth	Carrion		
term	Maladie de Carrion		
ref	Verruga		
entry	Carteron, Carteronne	0	
orth	Carteron		
orth	Carteronne		
entry	Carthame	0	
orth	Carthame		
ref	Fard		
entry	Carthaméine	0	
orth	Carthaméine		
entry	Carthamine	0	
orth	Carthamine		
entry	Cartilage	1	
orth	Cartilage		
term	Cartilage hyalin		
term	Cartilage élastique ou réticulé		
term	Cartilage		
term	Fibro-cartilage		
ref	Fibro-cartilage		
ref	Cartilage		
ref	Cartilage		
pb	241	0251	
term	Cartilage accidentel		
ref	Enchondrome		
term	Cartilage annulaire ou anonyme ou innomine		
ref	Cricoïde		
term	Cartilage articulaire		
term	Cartilage costal ou des côtes		
ref	Costal		
term	Cartilage cricoïde		
ref	Cricoïde		
term	Cartilage dentaire		
ref	Crête		
term	Cartilage ensi forme		
ref	Ensiforme		
term	Cartilage de Meckel		
term	Cartilage		
term	Cartilage nasal		
ref	Nasal		
term	Cartilage de l’oreille externe		
term	Cartilage d’ossification		
term	Cartilage de Santorini		
term	Cartilage thyroïde		
ref	Thyroïde		
term	Cartilage de Weilbrecht		
term	Cartilage de Wrisberg		
entry	Cartilagéine	0	
orth	Cartilagéine		
entry	Cartilagineux	0	
orth	Cartilagineux		
term	Tissu cartilagineux		
ref	Cartilage		
entry	Cartilaginification	0	
orth	Cartilaginification		
entry	Cartol	0	
orth	Cartol		
entry	Carton	0	
orth	Carton		
term	Carton antiasthmatique		
ref	Papier		
entry	Carus	0	
orth	Carus		
ref	Assoupissement		
entry	Carvène	0	
orth	Carvène		
entry	Carvi	0	
orth	Carvi		
term	Essence de carvi		
entry	Caryocinèse	1	
orth	Caryocinèse		
ref	Cellule		
pb	242	0252	
term	Caryocinèse		
entry	Caryocinétique	0	
orth	Caryocinétique		
entry	Garyocostin	0	
orth	Garyocostin		
foreign	caryocoslinus	lat	
term	Electuaire caryocostin		
entry	Caryolyse	0	
orth	Caryolyse		
entry	Caryomicrosome	0	
orth	Caryomicrosome		
entry	Caryomitome	0	
orth	Caryomitome		
entry	Caryophylle	0	
orth	Caryophylle		
term	Caryophyllus aromaticus		
entry	Caryophyllidés	0	
orth	Caryophyllidés		
ref	Cestoïdes		
entry	Caryophylline	0	
orth	Caryophylline		
entry	Caryophyclique	0	
orth	Caryophyclique		
term	Acide caryophyllique		
ref	Eugénique		
entry	Caryoschise	0	
orth	Caryoschise		
entry	Cas	0	
orth	Cas		
term	Cas désespéré		
term	Cas rares		
term	Cas rédhibitoire		
ref	Rédhibitoire		
entry	Casa	0	
orth	Casa		
ref	Icaja		
entry	Casca d’anta	0	
orth	Casca d’anta		
entry	Cascara	0	
orth	Cascara		
term	Cascara amarga		
term	Cascara sayrada		
entry	Cascarille	1	
orth	Cascarille		
pb	243	0253	
term	chacrille		
term	Cascarille de la Trinité		
ref	Copalchi		
entry	Cascarilline	0	
orth	Cascarilline		
entry	Cascati	0	
orth	Cascati		
term	Cachou		
entry	Caséase	0	
orth	Caséase		
entry	Caséeux	0	
orth	Caséeux		
term	Dégénérescence caséeuse		
ref	Dégénérescence		
term	Pneumonie caséeuse		
ref	Pneumonie		
term	Tubercule caséeux		
ref	Tubercule		
entry	Caséification	0	
orth	Caséification		
ref	Dégénérescence		
entry	Caséiforme	0	
orth	Caséiforme		
entry	Caséinate	0	
orth	Caséinate		
term	Caséinate d’argent		
ref	Argonine		
entry	Caséine, Caséum	0	
orth	Caséine		
orth	Caséum		
term	Caséine de l’intestin grêle		
ref	Peptone		
term	Caséine de la salive		
ref	Ptyaline		
ref	Albuminose		
term	Caséine végétale		
ref	Légumine		
entry	Caséique	0	
orth	Caséique		
term	Acide caséique		
ref	Caséate		
entry	Gaseose	0	
orth	Gaseose		
ref	Albimose		
entry	Oaserne	0	
orth	Oaserne		
term	Maladies des casernes		
ref	Malaiû		
entry	Casimiroa edulis	0	
orth	Casimiroa edulis		
entry	Casque	0	
orth	Casque		
term	Casque neurasthénique		
term	Casque vibratoire		
ref	Vibratoire		
entry	Cassan	0	
orth	Cassan		
term	Signe de Cassan		
entry	Cassaripe	0	
orth	Cassaripe		
ref	Manioc		
entry	Cassation	0	
orth	Cassation		
ref	Extraction		
entry	Cassave	0	
orth	Cassave		
ref	Manioc		
entry	Casse	1	
orth	Casse		
term	Eau de casse		
ref	Eau		
term	Huile de casse		
ref	Essence		
term	Casse en bois		
pb	244	0254	
entry	Casse-lunettes	0	
orth	Casse-lunettes		
entry	Casserius	0	
orth	Casserius		
term	Perforé de Casserius		
ref	Coraco-brachial		
entry	Cassia	0	
orth	Cassia		
ref	Canéficier		
ref	Cannelier		
ref	Essence		
entry	Cassie	0	
orth	Cassie		
term	Acacia farnesiana		
ref	Balibabulah		
entry	Cassiine	0	
orth	Cassiine		
entry	Cassion	0	
orth	Cassion		
entry	Cassis	0	
orth	Cassis		
entry	Cassiterides	0	
orth	Cassiterides		
entry	Cassius	0	
orth	Cassius		
term	Pourpre de Cassius		
ref	Pourpre		
entry	Cassonade	0	
orth	Cassonade		
ref	Sucre		
entry	Cassure	0	
orth	Cassure		
entry	Cassytha	0	
orth	Cassytha		
entry	Castellaniare di Stabia	0	
orth	Castellaniare di Stabia		
entry	Castéra-Verduzan	0	
orth	Castéra-Verduzan		
entry	Castoréum	0	
orth	Castoréum		
entry	Castorine	0	
orth	Castorine		
entry	Castrat	0	
orth	Castrat		
entry	Castration	1	
orth	Castration		
ref	Eunuque		
pb	245	0255	
entry	Casuarina	0	
orth	Casuarina		
entry	Catacausis	0	
orth	Catacausis		
entry	Catacaustique	0	
orth	Catacaustique		
ref	Caustique		
entry	Cataclase	0	
orth	Cataclase		
entry	Cataclysme	0	
orth	Cataclysme		
entry	Catacrote	0	
orth	Catacrote		
term	Élévations ou soulèvements catacrotes		
ref	Catacrotisme		
entry	Catacrotisme	0	
orth	Catacrotisme		
term	Caieolisme		
term	soulèvement prédicrotique		
entry	Cataglosse	0	
orth	Cataglosse		
ref	Abaisse-langue		
entry	Catagmatique	0	
orth	Catagmatique		
entry	Cataire	0	
orth	Cataire		
entry	Cataire	0	
orth	Cataire		
term	Frémissement cataire		
ref	Frémissement		
entry	Catalepsie	1	
orth	Catalepsie		
pb	246	0256	
entry	Cataleptique, Catalepsique	0	
orth	Cataleptique		
orth	Catalepsique		
entry	Catalpa	0	
orth	Catalpa		
entry	Catalyse	0	
orth	Catalyse		
ref	Catalytique		
entry	Catalyseur	0	
orth	Catalyseur		
term	Corps catalyseur		
entry	Catalytie	0	
orth	Catalytie		
entry	Catalytique	0	
orth	Catalytique		
term	Force catalytique		
term	Phénomènes catalytiques		
ref	Fermentation		
entry	Cataménial	0	
orth	Cataménial		
term	Corps jaune cataménial		
ref	Oariule		
entry	Catanance	0	
orth	Catanance		
entry	Catananche	0	
orth	Catananche		
entry	Catane	1	
orth	Catane		
term	Station d’hiver		
pb	247	0257	
entry	Catapasme	0	
orth	Catapasme		
entry	Cataphora	0	
orth	Cataphora		
entry	Cataplasme	0	
orth	Cataplasme		
term	Cataplasme anodin		
ref	Anodin		
term	Cataplasme anticancéreux de Swediaur		
term	Cataplasme cru		
term	Cataplasme cuit		
term	Cataplasme émollient		
term	Cataplasme de fécule		
term	Cataplasme Hamilton		
term	Cataplasme Lelièvre		
term	Cala-, plasme maturatif		
term	Cataplasme narcotique		
term	Cataplasme résolutif		
term	Cataplasme rubéfiant		
ref	Rubéfiant		
term	Cataplasme de Trousseau		
entry	Cataplectique	0	
orth	Cataplectique		
entry	Cataplexie	0	
orth	Cataplexie		
ref	Catalepsie		
entry	Cataptose	0	
orth	Cataptose		
entry	Catapuce	0	
orth	Catapuce		
entry	Cataracte	4	
orth	Cataracte		
pb	248	0258	
ref	Éclairage		
ref	Ophtalmoscope		
ref	Exploration		
ref	Kératonyxis		
ref	Scléroticonyxis		
ref	Kératonyxis		
term	Cataracte albuminurique		
term	Cataracte branlante		
term	Cataracte capsulo-lenliculaire		
term	Cataracte congénitale		
term	Cataracte diabétique		
term	Cala		
pb	249	0259	
term	racle glaucomateuse		
term	Cataracte hyaloïdienne		
term	Cataracte mûre		
term	Cataracte noire		
ref	Amaurose		
term	Cataracte secondaire		
term	Cataracte sénile		
term	Cataracte traumatique		
term	Aiguille à cataracte		
ref	Aiguille		
term	Couteau à cataracte		
ref	Kératotome		
term	Pince à cataracte		
ref	Pince		
term	Verres à cataracte		
term	Extraction de la cataracte		
term	Premier temps		
term	Deuxième temps		
pb	250	0260	
term	Troisième temps		
term	Aujourd’hui, l’opération		
ref	Kératotomes		
pb	251	0261	
term	Premier temps		
term	Deuxième temps		
ref	Iridectomie		
term	Troisième temps		
term	Quatrième temps		
term	Procédés divers moins employés		
term	Actuellement		
entry	Cataracté	0	
orth	Cataracté		
pb	252	0262	
entry	Catarrhal	0	
orth	Catarrhal		
term	Affection catarrhale		
term	État catarrhal		
term	Inflammation catarrhale		
term	Péripneumonie catarrhale		
term	Pneumonie catarrhale		
ref	Pneumonie		
entry	Catarrhe	0	
orth	Catarrhe		
term	Catarrhe auriculaire		
ref	Otorrhée		
term	Catarrhe bronchique		
ref	Bronchorrhée		
ref	Rhume		
term	Catarrhe de l’estomac		
ref	Gastrorrhée		
ref	Pitcite		
term	Catarrhe d’été		
ref	Foin		
term	Catarrhe guttural, catarrhe laryngien		
ref	Laryngite		
term	Catarrhe intestinal		
ref	Diarrhée		
ref	Entérite		
term	Catarrhe nasal		
ref	Coryza		
term	Catarrhe de l’oreille		
ref	Otorrhée		
term	Catarrhe pharyngien		
ref	Pharyngite		
term	Catarrhe pituiteux		
ref	Bronchorrhée		
term	Catarrhe pulmonaire		
ref	Bronchite		
ref	Bronchorrhée		
term	Catarrhe suffocant		
ref	Pneumonie		
term	Catarrhe urétral, catarrhe vaginal		
ref	Blennorrhée		
term	Catarrhe de l’utérus		
ref	Leucorrhée		
ref	Métrite		
term	Catarrhe vésical		
ref	Cystite		
entry	Catarrheux	0	
orth	Catarrheux		
entry	Catastase	0	
orth	Catastase		
entry	Catatonie	0	
orth	Catatonie		
foreign	Attöniläl	deu	
entry	Catélectrotonique	0	
orth	Catélectrotonique		
ref	Électrogenèse		
entry	Caté	0	
orth	Caté		
entry	Catéchine	0	
orth	Catéchine		
entry	Catéchique, Catéchucique	0	
orth	Catéchique		
orth	Catéchucique		
term	Acide catéchique, catéchucique		
ref	Catéchine		
entry	Catechu	0	
orth	Catechu		
ref	Cachou		
entry	Catéchurétine	0	
orth	Catéchurétine		
entry	Catgut	0	
orth	Catgut		
ref	Ligature		
ref	Suture		
entry	Catha	0	
orth	Catha		
entry	Catharsie	0	
orth	Catharsie		
entry	Catharticum lunare	0	
orth	Catharticum lunare		
entry	Cathartine	0	
orth	Cathartine		
entry	Cathartique	1	
orth	Cathartique		
pb	253	0263	
term	Lin cathartique		
ref	Lin		
term	Poudre carthartique		
term	Poudre cathartique de Swediaur		
ref	Pouore		
entry	Cathartiques	0	
orth	Cathartiques		
ref	Éméto-cathartique		
entry	Cathartomannite	0	
orth	Cathartomannite		
entry	Cathémérine	0	
orth	Cathémérine		
entry	Cathérèse	0	
orth	Cathérèse		
entry	Cathérétique	0	
orth	Cathérétique		
entry	Cathérétiques	0	
orth	Cathérétiques		
entry	Cathéter	0	
orth	Cathéter		
entry	Cathétériser	0	
orth	Cathétériser		
entry	Cathétérisme, Cathétérisation	2	
orth	Cathétérisme		
orth	Cathétérisation		
term	Cathétérisme		
pb	254	0264	
term	Cathétérisme		
ref	Dilatation		
term	Cathétérisme forcé		
term	Cathétérisme rectiligne		
term	Cathétérisme chez la femme		
pb	255	0265	
term	utérine		
ref	Sonde		
term	Cathétérisme du sinus maxillaire		
term	Cathétérisme des uretères		
term	Cathétérisme des voies biliaires		
entry	Cathétomètre	0	
orth	Cathétomètre		
entry	Cathode	0	
orth	Cathode		
ref	Anode		
entry	Catholicum, Catholicon	0	
orth	Catholicum		
orth	Catholicon		
entry	Catholique	0	
orth	Catholique		
term	Fourneau catholique		
term	Humeur catholique		
term	Remède catholique		
entry	Catocathartique	0	
orth	Catocathartique		
entry	Catoche, Catochus	0	
orth	Catoche		
orth	Catochus		
entry	Catocœlie	0	
orth	Catocœlie		
ref	Abdomen		
entry	Catocœnadelphe	0	
orth	Catocœnadelphe		
entry	Catode	0	
orth	Catode		
ref	Cathode		
entry	Catomisme	0	
orth	Catomisme		
entry	Catopter	0	
orth	Catopter		
entry	Catoptrique	0	
orth	Catoptrique		
term	Appareil catoptrique		
term	Examen catoptrique de l’œil		
ref	Exploration		
ref	Ophtalmoscope		
entry	Catoptroscqpie	0	
orth	Catoptroscqpie		
entry	Catotérique	0	
orth	Catotérique		
entry	Catulotique	0	
orth	Catulotique		
entry	Caucasique	0	
orth	Caucasique		
term	Espèce, race caucasique		
ref	Homme		
entry	Cauchemar	0	
orth	Cauchemar		
ref	Lncube		
ref	Sommeil		
entry	Caudal	0	
orth	Caudal		
term	Capuchon caudal		
ref	Capuchon		
term	Ligament caudal		
ref	Pie-mère		
entry	Caudation	0	
orth	Caudation		
entry	Caudé	0	
orth	Caudé		
term	Noyau caudé		
ref	Strié		
entry	Caulédon	0	
orth	Caulédon		
entry	Causalgie	1	
orth	Causalgie		
foreign	καϋσις	grc	
foreign	burning painst	deu	
pb	256	0266	
entry	Causalité	0	
orth	Causalité		
entry	Cause	0	
orth	Cause		
term	Cause des maladies		
term	Cause déterminante		
ref	Spécifique		
term	Cause prédisposante		
entry	Causticité	0	
orth	Causticité		
entry	Causticophore	0	
orth	Causticophore		
ref	Porte caustique		
entry	Caustique	0	
orth	Caustique		
term	Pâte caustique		
ref	Pate		
ref	Pate		
ref	Caustique		
term	Poudre caustique		
ref	Poudre		
entry	Caustique	1	
orth	Caustique		
term	Caustique anticancéreux		
ref	Onguent		
term	Caustique carboy safrané		
term	Caustique carbo-sulfuriqzie		
term	Caustique doré		
term	Caustique de Filhos		
pb	257	0267	
term	Caustique du frère Côme		
ref	Pate		
term	Caustique à la gutta-percha		
term	Causlique		
ref	Porte-cacstique		
entry	Causus	0	
orth	Causus		
ref	Lethargus		
ref	Phrémtis		
entry	Cautère	0	
orth	Cautère		
term	Cautère actuel		
term	Cautère électrique		
ref	Galvanocaustique		
term	Cautère à gaz		
term	Cautère potentiel		
entry	Cautère	0	
orth	Cautère		
term	Papier à cautère		
ref	Papier		
term	Pierre à cautère		
ref	Pierre		
entry	Cauterets	1	
orth	Cauterets		
pb	258	0268	
entry	Cautérisation	0	
orth	Cautérisation		
ref	Galvanoplâstique		
entry	Cautériser	0	
orth	Cautériser		
entry	Cauvalat	0	
orth	Cauvalat		
entry	Caux	0	
orth	Caux		
term	Station de montagne		
entry	Cave	0	
orth	Cave		
entry	Caverne	1	
orth	Caverne		
term	Cavernes biliaires		
term	Cavernes pulmonaires		
pb	259	0269	
ref	Rasmussen		
ref	Cavitaire		
entry	Caverneux	0	
orth	Caverneux		
term	Artère caverneuse		
term	Corps caverneux de la verge		
ref	Érectile		
ref	Verge		
term	Gouttière caverneuse		
term	Plexus caverneux		
term	Sinus caverneux		
ref	Sinus		
term	Tissu caverneux		
ref	Érectile		
term	Bruits caverneux		
term	Râle caverneux		
ref	Râle		
term	Respiration caverneuse		
term	Souffle caverneux		
term	Toux caverneuse		
term	Voix caverneuse		
entry	Cavernuleux	0	
orth	Cavernuleux		
term	Râle cavernuleux		
entry	Caviar	0	
orth	Caviar		
ref	Esturgeon		
