object			
volume	37020d	Littré-Robin (1865-1873)	1873
foreign	verschwindend	deu	
foreign	evanescent	eng	
entry	Évanouissement	0	
orth	Évanouissement		
foreign	animi deliquium	lat	
foreign	lipothymia	lat	
foreign	Ohnmacht	deu	
foreign	swoon	eng	
foreign	svemmenfo	ita	
foreign	desmayo	spa	
foreign	λειποθυμία	grc	
entry	Évaporable	0	
orth	Évaporable		
entry	Évaporation	0	
orth	Évaporation		
foreign	evaporatio	lat	
foreign	Verdunstung	deu	
foreign	Abdampfung	deu	
foreign	évaporation	eng	
foreign	evaporazione	ita	
foreign	evaporacion	spa	
foreign	διαφόρησις	grc	
term	Evaporation à l’air libre		
term	évaporation spontanée		
term	Evaporation à feu nu		
term	Evaporation au bain de sable		
term	Evaporation au bain-marie		
ref	Bain-marie		
term	Évaporation à la vapeur		
term	Évaporation dans le vide		
ref	Volatilisation		
entry	Évent	1	
orth	Évent		
foreign	Spritzloch	deu	
pb	0569	0583	
entry	Éventration	0	
orth	Éventration		
foreign	éventration	eng	
foreign	eventracion	spa	
entry	Éverniate	0	
orth	Éverniate		
term	Éverniate de baryte		
term	Évemiate de potasse		
entry	Évernique	0	
orth	Évernique		
term	Acide évernique		
entry	Éverrer	0	
orth	Éverrer		
entry	Éversif	0	
orth	Éversif		
term	Expériences éversives		
entry	Évidement	0	
orth	Évidement		
term	Evidement des os		
term	évidement sous-périosté		
ref	Résection		
entry	Évideur	0	
orth	Évideur		
ref	Lithotriteur		
entry	Éviration	0	
orth	Éviration		
foreign	eviratio	lat	
ref	Maladie		
entry	Éviscération	0	
orth	Éviscération		
entry	Évolutilité	0	
orth	Évolutilité		
ref	Nutrilité		
entry	Évolution	1	
orth	Évolution		
foreign	evolutio	lat	
foreign	Entwickelung	deu	
foreign	évolution	eng	
foreign	evoluzione	ita	
foreign	evolucion	spa	
term	Hypothèse de l’évolution		
term	Hérédité de l’évolution		
ref	Hérédité		
term	Évolution aberrante		
pb	0570	0584	
term	Périodes d’évolution		
ref	Âge		
term	Évolution spontanée du fœtus		
ref	Version		
entry	Évonymine	0	
orth	Évonymine		
entry	Évulsif	0	
orth	Évulsif		
entry	Évulsion	0	
orth	Évulsion		
foreign	evulsio	lat	
foreign	Ausziehen	deu	
foreign	évulsion	eng	
foreign	evulsione	ita	
foreign	evulsion	spa	
ref	Extraction		
entry	Exacerbation	0	
orth	Exacerbation		
foreign	exacerbatio	lat	
foreign	Steigerung	deu	
foreign	exacerbation	eng	
foreign	esacerbazione	ita	
foreign	exacerbacion	spa	
foreign	παλιγκότησις	grc	
entry	Exaltation	0	
orth	Exaltation		
foreign	exaltatio	lat	
entry	Examen	0	
orth	Examen		
foreign	examen	lat	
foreign	ἐξέτασις	grc	
term	Examen des malades		
ref	Auscultation		
ref	Percussion		
ref	Erreur		
ref	Maladie		
entry	Exanastrophie	0	
orth	Exanastrophie		
foreign	ἐξαναστροφὴ	grc	
entry	Exangie	0	
orth	Exangie		
foreign	ἐξαγγίζω	grc	
entry	Exanie	0	
orth	Exanie		
foreign	Aftervorfall	deu	
foreign	exania	eng	
foreign	exania	ita	
entry	Exanthématique, Exanthémateux	0	
orth	Exanthématique		
orth	Exanthémateux		
term	Fièvres exanthématiques		
ref	Fièvre		
term	Maladies, exanthématiques		
entry	Exanthème	0	
orth	Exanthème		
foreign	exanthema	lat	
foreign	Ausschlag	deu	
foreign	Exanthem	deu	
foreign	exanthem	eng	
foreign	esantema	ita	
foreign	exantema	spa	
foreign	ἐξάνθημα	grc	
term	Éxanthème coïtai		
ref	Mal		
term	Exanthème furfuracé		
ref	Furfuracé		
term	Exanthème scarlatinmde		
ref	Scarlatinoïde		
entry	Exanthèse	0	
orth	Exanthèse		
foreign	exanthesis	lat	
entry	Exarthrème	0	
orth	Exarthrème		
ref	Exarthrose		
entry	Exarthrose	0	
orth	Exarthrose		
foreign	exarthrosis	lat	
entry	Exarticulation	0	
orth	Exarticulation		
entry	Exaspération	0	
orth	Exaspération		
ref	Exacerbation		
entry	Exastosie	0	
orth	Exastosie		
entry	Exbibition	0	
orth	Exbibition		
entry	Excarnation	0	
orth	Excarnation		
entry	Excavateur	0	
orth	Excavateur		
ref	Lithotriteur		
entry	Excavation	0	
orth	Excavation		
term	Excavation atrophique du nerf optique		
ref	Papille		
term	Excavation pelvienne		
ref	Bassin		
entry	Excentricité	0	
orth	Excentricité		
foreign	Excentricitüt	deu	
foreign	excentricity	eng	
foreign	eccentricità	ita	
foreign	excentricidad	spa	
entry	Excentrique	0	
orth	Excentrique		
term	Contraction excentrique		
ref	Gtmnastique		
entry	Excérébration	0	
orth	Excérébration		
entry	Excès	0	
orth	Excès		
term	Excès de formation. N. k&WKwg		
entry	Excipient	1	
orth	Excipient		
foreign	excipiens	lat	
foreign	Excipiens	deu	
foreign	excipient	eng	
foreign	escipiente	ita	
pb	0571	0585	
entry	Excipulum	0	
orth	Excipulum		
ref	Apothécie		
entry	Excision	0	
orth	Excision		
foreign	excisio	lat	
foreign	Abschneiden	deu	
foreign	excision	eng	
foreign	escisione	ita	
foreign	ἐκτομὴ	grc	
term	Excision de la luette		
ref	Luette		
term	Excision des polypes		
ref	Polype		
term	Excision du prépuce		
ref	Girconcision		
term	Excision de la rate		
ref	Splénotomie		
entry	Excitabilité	0	
orth	Excitabilité		
foreign	Reizbarkeit	deu	
foreign	extitability	eng	
foreign	eccitabilità	ita	
foreign	escitabilitad	spa	
ref	Irritabilité		
entry	Excitant	0	
orth	Excitant		
foreign	excitans	lat	
foreign	reizend	deu	
foreign	excitant	eng	
foreign	eccitante	ita	
foreign	escitante	spa	
foreign	ἐρεθίζων	grc	
entry	Excitateur	0	
orth	Excitateur		
foreign	Auslader	deu	
foreign	exciter	eng	
foreign	eccitatore	ita	
foreign	escitador	spa	
entry	Excitateur	0	
orth	Excitateur		
entry	Excitation	0	
orth	Excitation		
foreign	excitatio	lat	
foreign	Reizung	deu	
foreign	excitation	eng	
foreign	eccitazione	ita	
foreign	escitacion	spa	
ref	Irritabilité		
ref	Propriété		
term	Excitation maniaque		
ref	Manie		
term	Période d’excitation		
ref	Folie		
entry	Excitement	0	
orth	Excitement		
foreign	excitement	eng	
foreign	eccitamento	ita	
foreign	escitamento	spa	
entry	Excito-moteur	0	
orth	Excito-moteur		
term	Nerf excito-moteur		
term	Système excito-moteur		
ref	Réflexe		
ref	Incito-moteub		
entry	Excoriation	0	
orth	Excoriation		
foreign	excoriatio	lat	
foreign	Wundsein	deu	
foreign	excoriation	eng	
foreign	escoriazione	ita	
foreign	excoriacion	spa	
foreign	δάρσις	grc	
ref	Écorchure		
entry	Excréation	0	
orth	Excréation		
entry	Excrément	0	
orth	Excrément		
foreign	excrementum	lat	
foreign	Ausleerung	deu	
foreign	excrement	eng	
foreign	escremedto	ita	
foreign	escremedto	spa	
foreign	περίττωμα	grc	
ref	Excrétine		
ref	Voirie		
entry	Excrémentitiel	0	
orth	Excrémentitiel		
foreign	excrementitious	eng	
term	Humeurs excrémentitielles		
entry	Excrémento-récrémentitiel	0	
orth	Excrémento-récrémentitiel		
ref	Humeur		
ref	Salive		
entry	Excreta	0	
orth	Excreta		
foreign	excreta	lat	
ref	Excrétion		
entry	Excréteur	0	
orth	Excréteur		
foreign	aussondernd	deu	
foreign	excretory	eng	
foreign	escretorio	ita	
term	Conduit excréteur		
ref	Glande		
entry	Excrétine	0	
orth	Excrétine		
ref	Taurocholate		
ref	Stercorine		
pb	0572	0586	
entry	Excrétion	0	
orth	Excrétion		
foreign	excretio	lat	
foreign	Aussonderung	deu	
foreign	excrétion	eng	
foreign	escrezione	ita	
foreign	escreciori	spa	
foreign	ἀπόκρισις	grc	
term	Excrétions		
ref	Sueur		
entry	Excrétoire	0	
orth	Excrétoire		
term	Glandes excrétoires		
entry	Excroissance	0	
orth	Excroissance		
foreign	Auswuchs	deu	
foreign	excrescence	eng	
foreign	escrescenza	ita	
foreign	eseresceneiri	spa	
entry	Excurvation	0	
orth	Excurvation		
ref	Cyphose		
entry	Exdermoptosis	0	
orth	Exdermoptosis		
entry	Exemption	0	
orth	Exemption		
ref	Réforme		
entry	Exencéphale	0	
orth	Exencéphale		
entry	Exencéphaliens	0	
orth	Exencéphaliens		
entry	Exentération	0	
orth	Exentération		
entry	Exentérite	0	
orth	Exentérite		
entry	Exercice	0	
orth	Exercice		
foreign	exercitium	lat	
foreign	Hebung	deu	
foreign	exercise	eng	
foreign	esercizio	ita	
foreign	egercicio	spa	
foreign	ἄσκησις	grc	
foreign	γυμνάσιον	grc	
term	Loi d’exertice		
ref	Loi		
term	Exercices hygiéniques et thérapeutiques		
ref	Gvmnastique		
term	Exercice de la médecine		
entry	Exérèse	0	
orth	Exérèse		
foreign	exœresis	lat	
foreign	ἐξαίρεσις	grc	
entry	Exert	0	
orth	Exert		
ref	Exsert		
entry	Exfœtation	0	
orth	Exfœtation		
entry	Exfoliatif	0	
orth	Exfoliatif		
foreign	exfoliirend	deu	
foreign	abblätternd	deu	
foreign	exfoliative	eng	
foreign	esfogliativo	ita	
foreign	exfoliativo	spa	
term	Trépan exfoliatif		
ref	Trépan		
entry	Exfoliation	0	
orth	Exfoliation		
foreign	Abblätterung	deu	
foreign	exfoliation	eng	
foreign	esfogliazione	ita	
foreign	exfoliaciori	spa	
ref	Mortification		
ref	Nécrose		
pb	0573	0587	
entry	Exhalaison	0	
orth	Exhalaison		
ref	Effluve		
ref	Exhalation		
entry	Exhalant	0	
orth	Exhalant		
foreign	exhalans	lat	
foreign	ausdünstend	deu	
foreign	exhalants	eng	
foreign	esalante	ita	
term	Vaisseaux exhalants		
entry	Exhalation	0	
orth	Exhalation		
foreign	exhalatio	lat	
foreign	Ausdünstung	deu	
foreign	exhalation	eng	
foreign	esalazione	ita	
foreign	exhalacion	spa	
foreign	ἀναθυμίασις	grc	
ref	Poke		
term	Exhalation pulmonaire		
ref	Haleine		
term	Hémorrhagie par exhalation		
ref	Hémorrhagie		
entry	Exhumation	0	
orth	Exhumation		
foreign	Exhumation	deu	
foreign	Leichenausgrabung	deu	
foreign	desinterement	eng	
foreign	esumazione	ita	
foreign	exhumacion	spa	
entry	Exhyménine	0	
orth	Exhyménine		
entry	Exinanition	0	
orth	Exinanition		
entry	Existence	0	
orth	Existence		
term	Principe des conditions d’existence		
ref	Finalité		
entry	Exocardiaque	0	
orth	Exocardiaque		
entry	Exocardite	0	
orth	Exocardite		
entry	Exocet	0	
orth	Exocet		
ref	Brochet		
entry	Exoche	0	
orth	Exoche		
foreign	ἐξοχὴ	grc	
entry	Exochorion	0	
orth	Exochorion		
entry	Exocyste	0	
orth	Exocyste		
entry	Exodioue	0	
orth	Exodioue		
ref	Isodique		
entry	Exogène	0	
orth	Exogène		
foreign	exogen	deu	
foreign	exogenous	eng	
foreign	esogeno	ita	
term	Végétaux exogènes		
entry	Exogyne	0	
orth	Exogyne		
foreign	exogynus	lat	
foreign	exogino	spa	
entry	Exoine	0	
orth	Exoine		
foreign	Attest	deu	
foreign	essojng	eng	
foreign	attestato	ita	
entry	Exomètre	0	
orth	Exomètre		
entry	Exomphale	1	
orth	Exomphale		
foreign	exomphalus	lat	
foreign	Nabelbruch	deu	
foreign	exomphalus	eng	
foreign	esonfalo	ita	
foreign	exonfalo	spa	
pb	0574	0588	
ref	Omphalocèle		
entry	Exomphalie	0	
orth	Exomphalie		
ref	Exomphale		
entry	Exomphalocèle	0	
orth	Exomphalocèle		
entry	Exonirose	0	
orth	Exonirose		
foreign	ἐξονείρωσις	grc	
ref	Onirogme		
entry	Exophthalmie	0	
orth	Exophthalmie		
foreign	exophthalmia	lat	
foreign	Exophthalmus	deu	
foreign	Augapfelvorfall	deu	
foreign	exophthalmia	eng	
foreign	proptosis	eng	
foreign	esoftalmia	ita	
foreign	exoftalmia	spa	
term	Exophthalmie cachectique		
entry	Exophthalmique	0	
orth	Exophthalmique		
entry	Exoptile	0	
orth	Exoptile		
entry	Exorbitis	0	
orth	Exorbitis		
entry	Exorbitisme	0	
orth	Exorbitisme		
entry	Exorrhize	0	
orth	Exorrhize		
foreign	exorrhizus	lat	
entry	Exosmomètre	0	
orth	Exosmomètre		
ref	Endosmomèthe		
entry	Exosmose	0	
orth	Exosmose		
ref	Endosmose		
entry	Exosmotique	0	
orth	Exosmotique		
entry	Exospore	0	
orth	Exospore		
entry	Exostème	0	
orth	Exostème		
ref	Quinquina		
entry	Exostome	0	
orth	Exostome		
foreign	exostoma	lat	
ref	Endostome		
entry	Exostose	0	
orth	Exostose		
foreign	exostosis	lat	
foreign	Knochenauswuchs	deu	
foreign	exostosis	eng	
foreign	esotosi	ita	
foreign	ἐξόστωσις	grc	
term	Exostose dentaire		
ref	Odontome		
term	Exostose molle		
ref	Gomme		
entry	Exothèque	0	
orth	Exothèque		
ref	Anthère		
entry	Exotique	0	
orth	Exotique		
foreign	exoticus	lat	
foreign	exotisch	deu	
foreign	ausländisch	deu	
foreign	exotic	eng	
foreign	esotico	ita	
foreign	exotico	spa	
foreign	ἐξωτικὸς	grc	
term	Drogues exotiques		
term	Maladies exotiques		
term	Plantes exotiques		
entry	Expansibilité	0	
orth	Expansibilité		
foreign	Ausdehnbarkeit	deu	
foreign	expansibility	eng	
foreign	espansibilità	ita	
foreign	expansibilitad	spa	
entry	Expansible	0	
orth	Expansible		
foreign	ausdehnbar	deu	
foreign	expansible	eng	
foreign	espansivo	ita	
entry	Expansif	0	
orth	Expansif		
foreign	expansive	eng	
foreign	expansivo	ita	
foreign	expansivo	spa	
term	Monomanie expansive		
ref	Aménomanie		
entry	Expansion	0	
orth	Expansion		
foreign	expansio	lat	
foreign	Ausdehnung	deu	
foreign	expansion	eng	
foreign	espansione	ita	
term	Bruit d’expansion pulmonaire		
ref	Bruit		
pb	0575	0589	
entry	Expectant	0	
orth	Expectant		
foreign	expectans	lat	
foreign	expectirend	deu	
foreign	expectant	eng	
foreign	espettante	ita	
foreign	expectante	spa	
term	Médecine expectante		
ref	Expectation		
entry	Expectantisme	0	
orth	Expectantisme		
entry	Expectation	0	
orth	Expectation		
foreign	expectatio	lat	
foreign	expectation	deu	
foreign	expectation	eng	
foreign	espettazione	ita	
entry	Expectorant	0	
orth	Expectorant		
foreign	den Auswurf befördernd	deu	
foreign	expectorant	eng	
foreign	espettorante	ita	
foreign	expectorante	spa	
entry	Expectoration	0	
orth	Expectoration		
foreign	Auswzirf	deu	
foreign	expectoration	eng	
foreign	espettorazione	ita	
foreign	expectoracion	spa	
foreign	ἀνακάθαρσις	grc	
entry	Expérience	0	
orth	Expérience		
foreign	experientia	lat	
foreign	Erfahrung	deu	
foreign	expérience	eng	
foreign	sperienza	ita	
foreign	experientia	spa	
foreign	πεῖρα	grc	
ref	Expérimentation		
entry	Expérimental	0	
orth	Expérimental		
foreign	experimental	deu	
foreign	experimental	eng	
foreign	esperimentale	ita	
term	Art expérimental		
term	Médecine expérimentale		
ref	Exploration		
ref	Médecine		
term	Méthode expérimentale		
ref	Méthode		
entry	Expérimentation	0	
orth	Expérimentation		
foreign	Experiment	deu	
foreign	experiment	eng	
foreign	sperimento	ita	
term	Expérimentation pathologique		
ref	Exploration		
ref	Pathologie		
entry	Expirateur	0	
orth	Expirateur		
foreign	exspirationiinserviens	lat	
foreign	expirator	eng	
foreign	espiratore	ita	
foreign	expirador	spa	
term	Muscles expirateurs		
ref	Respiration		
entry	Expiration	0	
orth	Expiration		
foreign	exspiratio	lat	
foreign	Ausbauchung	deu	
foreign	expiration	eng	
foreign	espirazione	ita	
foreign	espiracion	spa	
foreign	ἐκπνοὴ	grc	
entry	Expiré	0	
orth	Expiré		
term	Air expiré		
ref	Haleine		
entry	Explétif	0	
orth	Explétif		
term	Fibres explétives		
entry	Explorateur	1	
orth	Explorateur		
foreign	ausmittelnd	deu	
foreign	untersuchend	deu	
foreign	explorator	eng	
foreign	esploratore	ita	
term	Trocart explorateur et ponction exploratrice		
ref	Troisquart		
pb	0576	0590	
entry	Exploration	0	
orth	Exploration		
foreign	exploratio	lat	
foreign	Ausforschung	deu	
foreign	exploration	eng	
foreign	esplorazione	ita	
foreign	exploracion	spa	
term	Exploration ou expérimentation pathologique		
ref	Maladie		
term	Exploration de l’œil		
ref	Ophtiialmoscopie		
term	Exploration rectale		
ref	Fouiller		
entry	Explosif	0	
orth	Explosif		
term	Distance explosive		
entry	Explosion	0	
orth	Explosion		
foreign	explosion	deu	
foreign	explosion	eng	
foreign	scoppio	ita	
foreign	scoppiata	ita	
foreign	explosion	spa	
ref	Fulminate		
entry	Exposition	0	
orth	Exposition		
term	Exposition de part		
ref	Part		
entry	Expression	1	
orth	Expression		
foreign	expressio	lat	
foreign	Ausdruck	deu	
foreign	expression	eng	
foreign	espressione	ita	
foreign	expresiori	spa	
pb	0577	0591	
term	Expression mimique		
ref	Homme		
ref	Parole		
term	Huiles par expression		
ref	Huile		
entry	Expuition	0	
orth	Expuition		
foreign	exspuitio	lat	
foreign	πτύσις	grc	
entry	Expulsif	0	
orth	Expulsif		
foreign	expellens	lat	
foreign	expulsions	lat	
foreign	austreibend	deu	
foreign	expulswe	eng	
foreign	espulsivo	ita	
foreign	expulsivo	spa	
term	Bandage expulsif		
ref	Bandage		
term	Douleurs expulsives		
ref	Accouchement		
entry	Expulsion	0	
orth	Expulsion		
foreign	expulsio	lat	
term	Expulsion du délivre		
ref	Délivrance		
entry	Expulteur	0	
orth	Expulteur		
foreign	expultor	lat	
foreign	expultrix	lat	
foreign	austreibend	deu	
term	Douleurs et contractions expultrices		
ref	Expulsif		
term	Force expultrice		
ref	Désassimilation		
entry	Exsangue	0	
orth	Exsangue		
foreign	exsanguis	lat	
foreign	blutleer	deu	
foreign	ἄναιμος	grc	
entry	Exscréation	0	
orth	Exscréation		
ref	Crachement		
entry	Exsert	0	
orth	Exsert		
foreign	exserte	lat	
entry	Exsertion	0	
orth	Exsertion		
foreign	exsertio	lat	
foreign	Exsertion	deu	
entry	Exsiccation	0	
orth	Exsiccation		
ref	Dessiccation		
entry	Exstipulacé	0	
orth	Exstipulacé		
entry	Exstrophie, Ecstrophie	0	
orth	Exstrophie		
orth	Ecstrophie		
entry	Exsuccion	0	
orth	Exsuccion		
entry	Exsudat	1	
orth	Exsudat		
pb	0578	0592	
ref	Assimilation		
ref	Tique		
term	Métamorphose des exsudais		
term	Exsudat plastique		
ref	Exsudation		
entry	Exsudatif	0	
orth	Exsudatif		
term	Chordidite exsudative		
ref	Choxoïdite		
term	Rétinite exsudative		
ref	Exsudation		
entry	Exsudation	0	
orth	Exsudation		
foreign	Ausschwitzung	deu	
foreign	exsudation	eng	
foreign	essudazione	ita	
foreign	exsudacion	spa	
term	Exsudation ou exsudat plastique		
term	Globules de l’exsudation		
ref	Leucocyte		
entry	Extase	0	
orth	Extase		
foreign	extasis	lat	
foreign	Ekstasis	deu	
foreign	eestaey	eng	
foreign	estasi	ita	
foreign	extasi	spa	
foreign	ἔκστασις	grc	
entry	Extemporané	0	
orth	Extemporané		
foreign	extemporaneus	lat	
foreign	extemporalis	lat	
foreign	sofortig	deu	
foreign	extemporaneous	eng	
foreign	estemporaneo	ita	
foreign	extemporaneo	spa	
term	Ligature extemporanée		
ref	Ligature		
term	Médicaments extemporanés		
ref	Formule		
entry	Extenseur	0	
orth	Extenseur		
foreign	extensor	lat	
foreign	Strecker	deu	
foreign	extensor	eng	
foreign	estensorio	ita	
foreign	extensor	spa	
term	Extenseur de Γavant-bras		
ref	Triceps		
term	Extenseur oblique du canon		
ref	Cubito-métacarpien		
term	Extenseur du coccyx		
term	Extenseur commun des doigts		
term	Extenseur propre du doigt indicateur		
term	Extenseur propre du petit doigt		
term	Extenseur de la jambe		
term	Extenseur court des orteils		
ref	Pédieux		
term	Extenseur long des orteils		
term	Extenseur propre du gros orteil		
term	Extenseur du pied		
term	Extenseur court du pouce		
term	Extenseur long du pouce		
entry	Extensibilité	0	
orth	Extensibilité		
foreign	Ausdehnbarkeit	deu	
foreign	extensibility	eng	
foreign	estensibilità	ita	
foreign	extensibilitad	spa	
ref	Élasticité		
entry	Extensible	0	
orth	Extensible		
foreign	ausdehnbar	deu	
foreign	extendille	eng	
foreign	estensibile	ita	
foreign	extensivo	spa	
ref	Élastique		
entry	Extensif	0	
orth	Extensif		
term	Lit extensif		
ref	Lit		
entry	Extension	1	
orth	Extension		
foreign	extensio	lat	
foreign	Ausdehnung	deu	
foreign	extension	eng	
foreign	estensione	ita	
foreign	extension	spa	
foreign	κατάτασις	grc	
term	Appareils à extension continue		
pb	0579	0593	
term	Appareil d’Hippocrate		
term	Appareil de Desault		
term	Appareil de Boyer		
term	Appareil de Am		
term	Mouvement d’extension		
ref	Mouvement		
term	Temps d’extension		
ref	Dégagement		
entry	Exténuation	0	
orth	Exténuation		
foreign	extenuatio	lat	
foreign	Entkräftung	deu	
foreign	extenuating	eng	
foreign	estenuazione	ita	
foreign	extenuacion	spa	
foreign	λέπτυνσις	grc	
foreign	λεπτυσμὸς	grc	
entry	Extérieur	0	
orth	Extérieur		
foreign	exterior	lat	
entry	Extérieur	0	
orth	Extérieur		
entry	Externe	0	
orth	Externe		
term	Maladie externe		
ref	Maladie		
term	Pathologie externe		
ref	Pathologie		
entry	Extinction	0	
orth	Extinction		
foreign	extinctio	lat	
foreign	Auslöschung	deu	
foreign	extinction	eng	
foreign	estinzione	ita	
foreign	extinccion	spa	
foreign	σβέσις	grc	
term	Extinction de la chaux		
term	Extinction du mercure		
ref	Mercure		
term	Extinction de voix		
ref	Aphonie		
entry	Extirpation	0	
orth	Extirpation		
foreign	extirpatio	lat	
foreign	Extirpation	deu	
foreign	Ausrottung	deu	
foreign	extirpation	eng	
foreign	estirpazione	ita	
term	Extirpation des os		
term	Extirpation de la rate		
ref	Splénotomie		
entry	Extracapsulaire	0	
orth	Extracapsulaire		
term	Ankylose extracapsulaire		
ref	Ankylose		
entry	Extra-courant	0	
orth	Extra-courant		
entry	Extracteur	0	
orth	Extracteur		
term	Extracteur à crochet semi-annulaire		
entry	Extractif	0	
orth	Extractif		
foreign	Extraktivstoff	deu	
foreign	extractive	eng	
foreign	estrattivo	ita	
term	Matière extractive animalisée		
ref	Glairine		
term	Oxyde extractif		
ref	Apothème		
entry	Extraction	1	
orth	Extraction		
foreign	extractio	lat	
foreign	herausziehen	deu	
foreign	extraction	eng	
foreign	estrazione	ita	
foreign	extraccion	spa	
foreign	ἐξολκὴ	grc	
foreign	ἐξελκυσμὸς	grc	
foreign	ἐκχύλωσις	grc	
pb	0580	0594	
term	Extraction du cristallin		
ref	Discussion		
ref	Kératokyxis		
ref	Kératotomie		
term	Extraction des dents		
entry	Extrafoliacé	0	
orth	Extrafoliacé		
entry	Extrafolié	0	
orth	Extrafolié		
term	Hampe extrafoliée		
entry	Extraire	0	
orth	Extraire		
foreign	extrarius	lat	
foreign	aussenliegend	deu	
entry	Extrait	1	
orth	Extrait		
foreign	extractum	lat	
foreign	extract	deu	
foreign	extract	eng	
foreign	estratlo	ita	
foreign	extracto	spa	
pb	0581	0595	
ref	Extractif		
term	Extrait antisyphilitique		
ref	Antisyphilitique		
term	Extrait de cachou		
ref	Cachou		
term	Extrait de casse		
ref	Casse		
term	Extrait de fiel de bœuf		
ref	Fiel		
ref	Bile		
term	Extrait de genièvre		
ref	Genévrier		
term	Extrait de Mars		
ref	Acétate		
ref	Teinture		
term	Extrait de Mars pommé		
ref	Malate		
term	Extrait de monésia		
ref	Monésia		
term	Extrait de nerprun		
ref	Nerprun		
term	Extrait d’opium		
ref	Opium		
term	Extrait de Rudius		
ref	Pilule		
term	Extrait de salsepareille		
ref	Salskpareïlle		
term	Extrait de Saturne		
ref	Acétate		
term	Extrait de tagale		
ref	Tagale		
term	Extrait thébaïque		
ref	Thébaïque		
term	Extrait de viande de Liebig		
ref	Viande		
entry	Extra-thoracique	0	
orth	Extra-thoracique		
entry	Extra-utérin	0	
orth	Extra-utérin		
term	Grossesse extra-utérine		
ref	Grossesse		
term	Vie extra-utérine		
ref	Âge		
entry	Extravasation	0	
orth	Extravasation		
foreign	Extravasat	deu	
foreign	extravasation	eng	
foreign	stravasamento	ita	
foreign	extravasacion	spa	
entry	Extravasé	0	
orth	Extravasé		
entry	Extravertébré	0	
orth	Extravertébré		
entry	Extraxillaire	0	
orth	Extraxillaire		
foreign	extraxillaris	lat	
entry	Extrémité	0	
orth	Extrémité		
foreign	extremitas	lat	
foreign	Extremität	deu	
foreign	Gliedende	deu	
foreign	Gliedmasse	deu	
foreign	extremity	eng	
foreign	estremità	ita	
foreign	extremitad	spa	
foreign	ἄκρον	grc	
foreign	τὰ ἄκρεα	grc	
term	Extrémités		
term	Contracture et rétraction des extrémités		
ref	Contracture		
ref	Paralysie		
entry	Extrorse	0	
orth	Extrorse		
foreign	extrorxus	lat	
entry	Extroversion	0	
orth	Extroversion		
ref	Exstrophie		
entry	Extumescenge	0	
orth	Extumescenge		
ref	Enflure		
entry	Exubèbe	0	
orth	Exubèbe		
entry	Exulcération	0	
orth	Exulcération		
foreign	exulceratio	lat	
foreign	ἐξέλκωσις	grc	
entry	Exutoire	0	
orth	Exutoire		
foreign	Zugmittel	deu	
foreign	issue	eng	
foreign	esutorio	ita	
foreign	exutorio	spa	
entry	Exuviabilité	0	
orth	Exuviabilité		
foreign	Hautwechsel	deu	
entry	Exuviable	0	
orth	Exuviable		
entry	Fabagelle	0	
orth	Fabagelle		
foreign	Zygophyllum fabago (L.)	lat	
entry	Fabine	0	
orth	Fabine		
ref	Fève		
entry	Face	0	
orth	Face		
foreign	facies	lat	
foreign	vultus	lat	
foreign	Gesicht	deu	
foreign	face	eng	
foreign	factia	ita	
foreign	cara	spa	
foreign	πρόσωπον	grc	
term	Face de cristaux		
ref	Forme		
term	Face de troncature		
ref	Troncature		
term	Face décomposée		
ref	Décomposé		
term	Face grippée		
ref	Grippé		
term	Face hippocratique ou cadavéreuse		
term	Névralgie de la face		
ref	Névralgie		
term	Face supérieure, interne ou ventrale		
term	Faces commissurales		
entry	Facette	0	
orth	Facette		
term	Facette de troncature		
ref	Troncature		
term	Facette articulaire		
ref	Articulaire		
entry	Facial	1	
orth	Facial		
foreign	facialis	deu	
foreign	facial	eng	
foreign	facciale	ita	
foreign	facial	spa	
term	Angle facial		
ref	Angle		
term	Artère faciale		
pb	0582	0596	
term	Ligne faciale		
ref	Angle		
term	Nerf facial		
ref	Goût		
term	Encorde du tympan		
ref	Mylo-iiyoïdien		
ref	Sphéno-palatin		
term	Névralgie faciale		
ref	Névralgie		
term	Paralysie faciale		
ref	Hémiplégie		
term	Présentation faciale		
ref	Présentation		
term	Veine faciale		
entry	Facies	0	
orth	Facies		
foreign	habitus	lat	
ref	Extérieur		
entry	Factice	0	
orth	Factice		
foreign	fictitius	lat	
foreign	künstlich	deu	
foreign	factitious	eng	
foreign	facticio	spa	
foreign	fattizio	ita	
entry	Faculté	1	
orth	Faculté		
foreign	facultas	lat	
foreign	Fähigkeit	deu	
foreign	faculty	eng	
foreign	facoltà	ita	
foreign	facultad	spa	
foreign	δύναμις	grc	
term	Facultés affectives		
ref	Affectif		
term	Faculté germinative		
ref	Germinatif		
term	Facultés intellectuelles et de l’âme		
ref	Entendement		
ref	Esprit		
ref	Expression		
ref	Caractère		
ref	Instinct		
term	Facultés morales		
ref	Moral		
term	Facultés de médecine		
pb	0583	0597	
ref	École		
entry	Fagine	0	
orth	Fagine		
foreign	Buchenkernstoff	deu	
foreign	faginum	eng	
foreign	fagina	ita	
entry	Fagoue	0	
orth	Fagoue		
entry	Faham	0	
orth	Faham		
foreign	Angræcum fragrans	lat	
entry	Fahnestock	0	
orth	Fahnestock		
term	Sécateur de Fahnestock		
ref	Tonsillitome		
entry	Faible	0	
orth	Faible		
ref	Débile		
term	Vue faible		
ref	Amblyopie		
